"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Team Meeting,,07/25/2018 09:00:00 AM,07/25/2018 12:00:00 PM,"800 NE Oregon Street, Suite 965", Portland,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is scheduled to meet in person and by phone on July 25, 2018 from 9:00 am – Noon (Pacific). The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations.

The public may listen to the meeting in person at the Oregon Department of Geology and Mineral Industries (DOGAMI) Portland offices, 800 NE Oregon Street, Suite 965, Basalt Conference Room. To listen to the meeting by phone, dial (866) 434-5269 and enter the access code (8863532#). 

ADDITIONAL INFORMATION
More about the Oregon Consolidated Application and Permitting process is posted at
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the DOGAMI Albany Office at (541) 967-2040 at least 72 hours prior to the meeting to make your request. Services for persons with a hearing or speech disability are available by dialing 711.",no,ReNeea Lofton,541-967-2040,Calico.File@oregon.gov,,http://www.oregongeology.org/about/gmap-Portlandoffice.htm,,ReNeea Lofton,541-967-2040,Calico.File@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/2018-07-10_TRT_July_25_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,04/06/2018 08:30:00 AM,04/06/2018 01:00:00 PM,"Portland State Office Building, 800 NE Oregon St., Suite 965", Portland,OR,"AGENDA
The Board meeting will begin at 8:30 am, and proceed chronologically through the agenda.

PUBLIC TESTIMONY
If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you
will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or
otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (7 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify.

THANK YOU FOR TAKING TIME TO PRESENT YOUR VIEWS
If you bring written materials to the meeting, please provide seven (7) copies. If you have questions regarding this agenda, please contact
Lori Calarruda at (971) 673-1537 or you may email her at lori.calarruda@oregon.gov

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be
provided as requested. In order to ensure availability, please contact the Director's Office at (971) 673-1555 at least 72 hours prior to the
meeting to make your request.",yes,Lori Calarruda,971-763-1555,lori.calarruda@oregon.gov,,http://www.oregongeology.org/about/gmap-Portlandoffice.htm,,Lori Calarruda,971-763-1555,lori.calarruda@oregon.gov,,,,,http://www.oregongeology.org/about/govboard/boardagenda_4-6-2018.pdf,,,,http://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team - Wildlife Subcommittee Teleconference ,,07/09/2018 09:00:00 AM,07/09/2018 11:00:00 AM,"Oregon Department of Fish and Wildlife (ODFW), 4034 Fairview Industrial Dr SE", Salem,OR,"The Wildlife Subcommittee of the Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on July 9, 2018 from 9:00 am – 11:00 am (Pacific). The TRT is an interdisciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations.
The public may listen to the meeting in person at the Oregon Department of Fish and Wildlife (ODFW) offices at 4034 Fairview Industrial Drive SE, Salem, OR 97302 or by phone. To listen by phone dial (866) 434-5269 and enter the access code (8863532#).
Meeting materials may also be presented online at: www.webmeeting.att.com (Meeting number 866-434-5269;
Access code 8863532). For assistance, please contact the DOGAMI Albany office at (541) 967-2040.",no,Randy Jones,541-967-2040,mlrr.info@oregon.gov,,,,,541-967-2040,mlrr.info@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/2018-06-27_TRT-Wildlife_July%209_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Public Meeting Agenda,,09/26/2016 09:30:00 AM,09/26/2016 04:15:00 PM,OSU LaSells Stewart Center/OSU Conference Center, Corvallis,OR,,yes,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,,,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_9-26-2016.pdf,,,,http://www.oregongeology.org/sub/portoff/GovBrdMin.HTM,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Corp. Proposed Gold Mine in Malheur County Agency Workshop,,11/16/2017 08:30:00 AM,11/16/2017 04:30:00 PM,"800 NE Oregon St., Suite 965, Basalt Conference Room", Portland,OR,"The application process for a proposed gold mine in Malheur County will be reviewed during a Nov. 16 workshop for the project’s coordinating and technical review committees.
The workshop is open to the public. Members of the public are welcome to attend and listen, but no public comment or questions will be taken during the workshop. There is a public call-in and web meeting option. For a call-in and web meeting option, contact Lori Calarruda at lori.calarruda@oregon.gov",no,Lori Calarruda,,lori.calarruda@oregon.gov,,http://www.oregongeology.org/about/gmap-Portlandoffice.htm,,,,,,,,,http://www.oregongeology.org/mlrr/noi/Callico_Grassy_Mrn_Wkshp_Agenda_20171116_Final.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team – Geochemistry Subcommittee Teleconference,,03/07/2018 10:00:00 AM,03/07/2018 12:00:00 PM,Teleconference,Albany,OR,"The Geochemistry Subcommittee of the Technical Review Team for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on March 7, 2018 from 10:00 am – noon (Pacific). The Technical Review Team (TRT) is an interdisciplinary team of state agencies that reviews the application and develops consolidated permit conditions that conform to Oregon regulations.

Please note public comments are not accepted during TRT meetings.

The public may listen to the meeting in person at the Department of Geology and Mineral Industries (DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone. To register, contact the DOGAMI Albany office at 541-967-2040. You will be provided the call-in number when you register. Please register at least 72 hours prior to the meeting.",no,Ali Ryan Hansen,,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/TRT_public_notice_geochem_sub_03_07_18_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Public Information Meeting - proposed gold mine,,06/14/2017 02:00:00 PM,06/14/2017 04:00:00 PM,"Department of Environmental Quality 475 NE Bellevue Dr., Suite 110",Bend,OR,"News release:
http://www.oregongeology.org/pubs/nr/press-release-2017-05-24.pdf

Written comments will be accepted until 5 p.m. on July 3, 2017. Comments must be received by this time and date to be considered. Written comments may be submitted by email to Calico.File@oregon.gov (please note “Grassy Mtn Comments” in subject line) or by mail to DOGAMI, Attn: Grassy Mtn Comments, 229 Broadalbin St. SW, Albany, OR 97321.",,Grassy Mtn Comments,,Calico.File@oregon.gov,,,,,,,,,,,,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Special Meeting,,07/23/2018 12:00:00 PM,07/23/2018 01:00:00 PM,"Portland State Office Building, Suite 965", Portland,OR,"The Governing Board of the Department of Geology and Mineral Industries will meet in a special session on July 23, 2018 in order to review and approve the agency's budget request for the 2019-2021 biennium. The meeting will be called to order at Noon at the Portland State Office Building, 800 NE Oregon St, Portland in Suite 965.

See agenda for more information:
http://www.oregongeology.org/about/govboard/boardagenda_7-23-2018.pdf
",yes,Lori Calarruda,971-673-1637,lori.calarruda@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/about/govboard/boardagenda_7-23-2018.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,07/17/2018 07:30:00 AM,07/17/2018 03:30:00 AM,Hatfield Marine Science Center - Library Seminar Room, Newport,OR,"The Board meeting will begin at 7:30 a.m. with a tour of Newport sites that is open to the public. Public participants will need to provide their own transportation to tour sites. For the tour, meet at the parking lot outside the Guin Library at the Hatfield Marine Science Center. The regular public portion of the meeting agenda will start at approximately 11:00 a.m. in the HMSC Library Seminar Room and proceed chronologically through the agenda.

Agenda link: http://www.oregongeology.org/about/govboard/boardagenda_7-17-2018.pdf

If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (6 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify.",yes,Lori Calarruda,971-673-1537,dogami-info@oregon.gov,,http://hmsc.oregonstate.edu/sites/hmsc.oregonstate.edu/files/directionstohmscguinlibrary_0.pdf,,Lori Calarruda,971-673-1537,dogami-info@oregon.gov,,,,,http://www.oregongeology.org/about/govboard/boardagenda_7-17-2018.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,04/17/2017 08:30:00 AM,04/17/2017 03:30:00 PM,"800 NE Oregon St., Ste 965",Portland,OR,See agenda.,yes,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali Ryan Hansen,503-347-5898,ali.hansen@oregon.gov,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_04-17-2017.pdf,,,,http://www.oregongeology.org/sub/portoff/GovBrdMin.HTM,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Special Board Meeting,,08/01/2019 08:30:00 AM,08/01/2019 10:30:00 AM,"Portland State Office Bldg (PSOB),  800 NE Oregon St., Suite 965", Portland,OR,,,Lori Calarruda,,dogami-info@oregon.gov,,,,,,,,,,,,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,09/09/2019 08:30:00 AM,09/09/2019 12:00:00 PM,"Portland State Office Bldg (PSOB),  800 NE Oregon St., Suite 965", Portland,OR,,,Lori Calarruda,,dogami-info@oregon.gov,,,,,,,,,,,,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,12/09/2019 08:30:00 AM,12/09/2019 08:30:00 AM,"Portland State Office Bldg (PSOB),  800 NE Oregon St., Suite 965", Portland,OR,Agenda will be posted at https://www.oregongeology.org,,Lori Calarruda,,dogami-info@oregon.gov,,,,,,,,,,,,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,DOGAMI Governing Board Meeting,10/01/2018 08:30:00 AM,10/01/2018 12:00:00 PM,"DOGAMI offices, 800 NE Oregon St., Ste. 965", Portland,OR,"See Agenda link for public meeting agenda.

PUBLIC TESTIMONY
If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (7 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify.

THANK YOU FOR TAKING TIME TO PRESENT YOUR VIEWS
If you bring written materials to the meeting, please provide seven (7) copies. If you have questions regarding this agenda, please contact Lori Calarruda at (971) 673-1537 or you may email her at lori.calarruda@oregon.gov

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the Director's Office at (971) 673-1555 at least 72 hours prior to the meeting to make your request.",yes,Lori Calarruda,971-673-1537,lori.calarruda@oregon.gov,,https://www.oregongeology.org/about/gmap-Portlandoffice.htm,,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_10-1-2018.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team Meeting,Calico Resources USA Technical Review Team Meeting,11/28/2018 09:00:00 AM,11/28/2018 12:00:00 PM,Teleconference with public access at DOGAMI Albany offices, Albany,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on Wednesday, November 28, 2018 from 9:00 am – 12:00 pm (Pacific).  The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations.  
 
The public may listen to the meeting in person at the Oregon Department of Geology and Mineral Industries 
(DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone.  To listen by phone dial (866) 434-5269 and enter the access code (8863532#).    
Meeting materials may also be presented online at:  www.webmeeting.att.com (Meeting number 866-434-5269; Access code 8863532).  For assistance, please contact the DOGAMI Albany office at (541) 967-2040.  

The TRT will accept public comments at the end of this meeting. 

REASONABLE ACCOMMODATION OF DISABILITIES 
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested.  In order to ensure availability, please contact the DOGAMI Albany Office at (541) 967-2040 at least 72 hours prior to the meeting to make your request.  Services for persons with a hearing or speech disability are available by dialing 711. 

PUBLIC MEETING 
Technical Review Team (TRT) and subcommittee meetings are public meeting under Oregon’s Public Meeting Law.  The meeting will be tape recorded and a summary of the meeting will be prepared.  The public is able to listen to the TRT discussion in person or by phone. 
",yes,mlrr.info@oregon.gov,541-967-2040,mlrr.info@oregon.gov,,,,mlrr.info@oregon.gov,541-967-2040,mlrr.info@oregon.gov,,,,,https://www.oregongeology.org/mlrr/noi/20181128_TRT_PublicNotice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team  (TRT) meeting,Calico Resources USA Technical Review Team  (TRT) meeting,08/22/2018 10:00:00 AM,08/08/2018 01:00:00 PM,BLM Vale District Office – 100 Oregon Street, Vale,OR,"NOTE: meeting time is 
10:00 am - 1 pm Mountain Time
9:00 am - noon Pacific Time

The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is
scheduled to meet in person and by phone on August 22, 2018 from 10:00 am – 1:00 pm Mountain Time (9:00
am – noon Pacific). The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit
conditions that conform to Oregon regulations.

The public may listen to the meeting in person at the federal Bureau of Land Management (BLM) Vale District
Office, 100 Oregon Street, Vale, Oregon or by phone. To listen by phone dial (866) 434-5269 and enter the
access code (8863532#). 

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the DOGAMI Albany Office at (541) 967-2040 at least 72 hours prior to the meeting to make your request. Services for persons with a hearing or speech disability are available by dialing 711.

PUBLIC MEETING
Technical Review Team (TRT) and subcommittee meetings are public meetings under Oregon’s Public Meeting Law. The meeting will be tape recorded and a summary of the meeting will be prepared. The public is able to listen to the TRT discussion in person or by phone. 

The TRT is accepting public comments on issues related to the agenda topics for a limited amount of time at the end of the meeting. Comments may be limited due to time constraints, and responses will not be provided during the meeting. TRT members will respond to comments and questions in writing following the meeting. Written comments will also be accepted for five (5) business days after the TRT meeting (until August 29, 2018 at 5 pm). Public comments can be e-mailed to Calico.File@oregon.gov or mailed to: Chemical Process Mining Coordinator, DOGAMI, 229 Broadalbin Street, SW, Albany, OR 97321.

This practice may be discontinued at the TRT’s discretion.

ADDITIONAL INFORMATION
More about the Oregon Consolidated Application and Permitting process is posted at
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm.",yes,mlrr.info@oregon.gov,,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/2018-08-08_TRT_Aug22_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team  (TRT) meeting,,08/22/2018 09:00:00 AM,08/08/2018 12:00:00 PM,BLM Vale District Office – 100 Oregon Street, Vale,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is
scheduled to meet in person and by phone on August 22, 2018 from 10:00 am – 1:00 pm Mountain Time (9:00
am – noon Pacific). The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit
conditions that conform to Oregon regulations.

The public may listen to the meeting in person at the federal Bureau of Land Management (BLM) Vale District
Office, 100 Oregon Street, Vale, Oregon or by phone. To listen by phone dial (866) 434-5269 and enter the
access code (8863532#). 

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the DOGAMI Albany Office at (541) 967-2040 at least 72 hours prior to the meeting to make your request. Services for persons with a hearing or speech disability are available by dialing 711.

PUBLIC MEETING
Technical Review Team (TRT) and subcommittee meetings are public meetings under Oregon’s Public Meeting Law. The meeting will be tape recorded and a summary of the meeting will be prepared. The public is able to listen to the TRT discussion in person or by phone. 

The TRT is accepting public comments on issues related to the agenda topics for a limited amount of time at the end of the meeting. Comments may be limited due to time constraints, and responses will not be provided during the meeting. TRT members will respond to comments and questions in writing following the meeting. Written comments will also be accepted for five (5) business days after the TRT meeting (until August 29, 2018 at 5 pm). Public comments can be e-mailed to Calico.File@oregon.gov or mailed to: Chemical Process Mining Coordinator, DOGAMI, 229 Broadalbin Street, SW, Albany, OR 97321.

This practice may be discontinued at the TRT’s discretion.

ADDITIONAL INFORMATION
More about the Oregon Consolidated Application and Permitting process is posted at
http://www.oregongeology.org/mlrr/chemicalprocess_Calico-GrassyMtn.htm.",yes,mlrr.info@oregon.gov,,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/2018-08-08_TRT_Aug22_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,03/18/2019 08:30:00 AM,03/18/2019 11:30:00 AM,"Portland State Office Building, 800 NE Oregon St., Suite 965", Portland,OR,"AGENDA
The Board meeting will begin at 8:30 am, and proceed chronologically through the agenda.

PUBLIC TESTIMONY
If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (7 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify.

THANK YOU FOR TAKING TIME TO PRESENT YOUR VIEWS 
If you bring written materials to the meeting, please provide seven (7) copies. If you have questions regarding this agenda, please contact Lori Calarruda at (971) 673-1537 or you may email her at lori.calarruda@oregon.gov

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the Director's Office at (971) 673-1555 at least 72 hours prior to the meeting to make your request.",yes,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,Lori Calarruda,971-673-1555,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_3-18-2019.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Project Coordinating Committee (PCC) Meeting,Calico Resources USA Project Coordinating Committee (PCC) Meeting,08/21/2018 01:00:00 PM,08/21/2018 04:30:00 PM,"Four Rivers Cultural Center, 676 SW 5th Ave", Ontario,OR,"NOTE: 
1 pm - 4:30 pm Mountain Time 
Noon - 3:30 pm Pacific Time

The Project Coordinating Committee (PCC) for the Calico Resources proposed gold mine in Malheur County
is scheduled to meet by phone and in person on August 21, 2018 from 1:00 pm – 4:30 pm Mountain Time
(Noon – 3:30 pm Pacific). The PCC is an interdisciplinary team of agencies sharing information and
coordinating county, state and federal permitting requirements, to facilitate exchange of ideas, optimize
communication, and avoid contradictions or duplications.

The public may listen to the meeting in person at the Four Rivers Cultural Center, 676 SW 5th Ave, Ontario,
Oregon or by phone. To listen by phone dial (866) 434-5269 and enter the access code (8863532#).

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the DOGAMI Albany Office at (541) 967-2040 at least 72 hours prior to the meeting to make your request. Services for persons with a hearing or speech disability are available by dialing 711.

PUBLIC MEETING
The Project Coordinating Committee (PCC) meeting is a public meeting under Oregon’s Public Meeting Law.
The meeting will be tape recorded and a summary of the meeting will be prepared. The public is able to listen to the PCC discussion in person or by phone.

The PCC takes public comments during its meetings. Comments may be limited due to time constraints, and
responses will not be provided during the meeting. PCC members will respond to comments and questions in
writing following the meeting. Written comments will also be accepted for five (5) business days after the PCC
meeting (until August 28, 2018 at 5 pm). Public comments can be e-mailed to Calico.File@oregon.gov or mailed to Chemical Process Mining Coordinator, DOGAMI, 229 Broadalbin Street, SW, Albany, OR 97321.

ADDITIONAL INFORMATION
More about the Oregon Consolidated Application and Permitting process is posted at:
http://www.oregongeology.org/mlrr/chemicalprocessmining.htm",yes,mlrr.info@oregon.gov,,mlrr.info@oregon.gov,,,,,,,,,,,http://www.oregongeology.org/mlrr/noi/2018-08-08_PCC_Aug21_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,07/09/2019 08:30:00 AM,07/09/2019 01:00:00 PM,"PSOB, 800 NE Oregon St., Suite 965", Portland,OR,"See the meeting agenda PDF.

AGENDA
The Board meeting will begin at 8:30 am, and proceed chronologically through the agenda.

PUBLIC TESTIMONY
If you wish to give testimony on any item scheduled on this agenda, please sign up on the sheets provided on the day of the meeting and you will be called to testify by the Board Chair. The Board places great value on information received from the public. Persons desiring to testify or otherwise present information to the Board are encouraged to:
1. Provide written summaries of information to the Board (7 sets);
2. Limit testimony to 3 minutes, recognizing that substance, not length, determines the value of testimony or written information;
3. Endorse rather than repeat testimony of other witnesses; and
4. Designate one spokesperson whenever possible when groups or organizations wish to testify.

THANK YOU FOR TAKING TIME TO PRESENT YOUR VIEWS
If you bring written materials to the meeting, please provide seven (7) copies. If you have questions regarding this agenda, please contact Lori Calarruda at (971) 673-1537 or you may email her at lori.calarruda@oregon.gov

REASONABLE ACCOMMODATION OF DISABILITIES
Reasonable accommodation, such as assisted hearing devices, sign language interpreters, and materials in large print or audiotape, will be provided as requested. In order to ensure availability, please contact the Director's Office at (971) 673-1555 at least 72 hours prior to the meeting to make your request.",yes,Lori Calarruda,,lori.calarruda@oregon.gov,,https://www.oregongeology.org/about/gmap-Portlandoffice.htm,,Lori Calarruda,(971) 673-1555,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_7_9_2019.pdf,,,,https://www.oregongeology.org/about/govboard.htm,,,,
"Geology and Mineral Industries, Oregon Department of",Calico Resources USA Technical Review Team (TRT) Meeting ,,09/26/2018 09:00:00 AM,09/26/2018 12:00:00 PM,"DOGAMI Albany office,  229 Broadalbin Street, SW", Albany,OR,"The Technical Review Team (TRT) for the Calico Resources proposed gold mine in Malheur County is scheduled to meet by phone on September 26, 2018 from 9:00 am – Noon (Pacific).  The TRT is an inter-disciplinary team of state agencies that reviews information related to a proposed mine during all phases of the application process, and ultimately develops consolidated permit conditions that conform to Oregon regulations. 

The public may listen to the meeting in person at the Oregon Department of Geology and Mineral Industries 
(DOGAMI) Mineral Land Regulation and Reclamation office at 229 Broadalbin Street SW, Albany, Oregon or by phone.  To listen by phone dial (866) 434-5269 and enter the access code (8863532#).   

Meeting materials may also be presented online at:  www.webmeeting.att.com (Meeting number 866-434-5269; Access code 8863532).  For assistance, please contact the DOGAMI Albany office at (541) 967-2040. 
 
The TRT will accept public comments at the end of this meeting – time is limited. Public comments can be e-mailed to Calico.file@oregeon.gov or mailed to:  Chemical Process Mining Coordinator, DOGAMI, 229 Broadalbin Street, SW, Albany, OR  97321",yes,mlrr.info@oregon.gov,,mlrr.info@oregon.gov,,,,,,mlrr.info@oregon.gov,,,,,http://www.oregongeology.org/mlrr/noi/2018-09-26_TRT_Public_Notice_FINAL.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",Governing Board Special Meeting,,05/14/2020 09:00:00 AM,05/14/2020 11:00:00 AM,teleconference, Portland,OR,"To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted via teleconference. Written testimony can be submitted in advance, but no later than 11 a.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board. Oregon Department of Geology and Mineral Industries organized a toll free call-in option for public access.
Dial: 1-844-766-2282
When prompted, enter ID number: 591213

PUBLIC TESTIMONY
For this special meeting, only written comments will be accepted.

REASONABLE ACCOMMODATION OF DISABILITIES
Please contact us at least three business days prior to the meeting to let us know if you need reasonable accommodations. Contact the Director's Office at (971) 673-1555 to make your request.",yes,Lori Calarruda,(971) 673-1555,lori.calarruda@oregon.gov,,,,Lori Calarruda,(971) 673-1555,lori.calarruda@oregon.gov,,,1-844-766-2282,591213,https://www.oregongeology.org/about/govboard/boardagenda_5_14_2020.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Special Meeting,,06/23/2020 09:00:00 AM,06/23/2020 10:30:00 AM,teleconference, Portland,OR,"Teleconference Public Meeting Agenda

To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted via teleconference. Written testimony can be submitted in advance, but no later than 11 a.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board. 

Oregon Department of Geology and Mineral Industries organized a toll free call-in option for public access.
Dial: 1-844-766-2282
When prompted, enter ID number: 591213",yes,Lori Calarruda,,lori.calarruda@oregon.gov,,,,Lori Calarruda,,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_6_23_2020.pdf,,,,,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Meeting,,07/13/2020 08:30:00 AM,07/13/2020 12:00:00 PM,virtual meeting, Portland,OR,"For this meeting, only written comments will be accepted. 
To adhere to the state’s social distancing requirements and to slow the spread of COVID-19, this public meeting will be conducted as a virtual meeting. Written testimony can be submitted in advance, but no later than 1 p.m. on the meeting day to lori.calarruda@oregon.gov. Written comments received will be distributed to the Board. 

REASONABLE ACCOMMODATION OF DISABILITIES
Please contact us at least three business days prior to the meeting to let us know if you need reasonable accommodations. Contact the Director's Office at (971) 673-1555 to make your request.",yes,Lori Calarruda,(971) 673-1555,lori.calarruda@oregon.gov,,,,Lori Calarruda,(971) 673-1555,lori.calarruda@oregon.gov,,,,,https://www.oregongeology.org/about/govboard/boardagenda_7_13_2020.pdf,,,,,,,,
