"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Real Estate Board,Oregon Real Estate Board Meeting,Regular meeting,08/01/2016 10:00:00 AM,08/01/2016 01:00:00 PM,Pendleton, Pendleton,OR,,,Leandra Hagedorn,,leandra.hagedorn@state.or.us,,,,,,,,,,,http://www.oregon.gov/rea/Pages/board_meeting.aspx,,,,http://www.oregon.gov/rea/Pages/board_meeting.aspx,,,,
"Geology and Mineral Industries, Oregon Department of",DOGAMI Governing Board Special Meeting,,08/01/2016 09:00:00 AM,08/01/2016 10:00:00 AM,"PSOB, 800 NE Oregon St.", Portland,OR,,,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,http://www.oregongeology.org/sub/portoff/gmap-Portlandoffice.htm,,Ali Ryan Hansen,503-347-5898,ali.hansen@state.or.us,,,,,http://www.oregongeology.org/sub/portoff/boardagenda_8-1-2016.pdf,,,,,,,,
Accountancy State Board,Board Meeting,"Review Cases, Proposed Rules, Licensing applications",08/01/2016 08:00:00 AM,08/01/2016 04:30:00 PM,3218 Pringle Rd SE - 2nd Floor Conference Room, Salem,OR,,,Kimberly Fast,503-378-2268,kimberly.fast@oregon.gov,,,,,,,,,,,,,,,,Item 1 Draft Agenda PUBLIC Session Aug 1 2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/8836d2ea-fd56-4df0-9b2d-797e6f60bf1d?download=true&filename=Item%201%20Draft%20Agenda%20PUBLIC%20Session%20Aug%201%202016.pdf),,,
Oregon Commission for the Blind,OCB Regular Commission Meeting,,07/29/2016 03:00:00 PM,07/29/2016 05:00:00 PM,Oregon Commission for the Blind - 535 SE 12th Avenue, Portland,OR,see attached agenda,yes,Dee Bucellato,971.673.1580,Dee.Bucellato@state.or.us,,,,,,,,,636-651-3181,5395795,,,,,,07-29-16 Commission Meeting Agenda.doc (https://data.oregon.gov/views/gs36-7t8m/files/741586ea-3799-45c6-ac57-03b919e001ea?download=true&filename=07-29-16%20Commission%20Meeting%20Agenda.doc),,,
Medical Assistance Program Administration,Rule Advisory Committee - Psychiatric Emergency Services,Second of two meetings to discuss proposed rule changes effective 1/1/2017,07/29/2016 10:30:00 AM,07/29/2016 01:30:00 PM,"Barbara Roberts Human Services Bulding, 500 Summer St NE, Room 137D", Salem,OR,"Items of discussion:
309-032-XXXX, Standards for Psychiatric Emergency Services
309-033-0400, Standards for Transportation of persons relating to Psychiatric
Emergency Services
410-125-0360, Definitions and billing requirements.
410-173-0600, Making payment possible. ",,"Justin Hopkins, Contracts and Compliance Director",503-945-7818,justin.hopkins@state.or.us,,,,,,,,,1-866-390-1828,639037,,,,,,"I:\Admin Rules- DMAP Program\RAC\RACs for 2016\7.29.16 PES\RAC Notification - Psychiatric Emergency Services, 7-29-2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/5075f7aa-90b8-4fef-8a47-f7372c1cffac?download=true&filename=I:\Admin%20Rules-%20DMAP%20Program\RAC\RACs%20for%202016\7.29.16%20PES\RAC%20Notification%20-%20Psychiatric%20Emergency%20Services,%207-29-2016.pdf)",,,
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Monthly commission meeting,07/29/2016 10:00:00 AM,07/29/2016 12:00:00 PM,"Courthouse Square, 555 Court St SE, Senator Hearing Room", Salem,OR,,Yes,Alisa Zavala,503-540-1490,Alisa.Zavala@state.or.us,,,,,,,,,,,http://oregonlottery.org/about/commission-meetings,,,,http://oregonlottery.org/about/commission-meetings,,,,
Public Utility Commission,Special Public Meeting - UM 1773,"PGE Partial Waiver of Competitive Bidding Guidelines, Approval of RFP Schedule",07/29/2016 09:30:00 AM,07/29/2016 11:00:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Governor's Office,Regional Solutions Advisory Committee: Mid Valley,,07/29/2016 08:30:00 AM,07/29/2016 10:45:00 AM,"City Hall, 555 S Main St", Independence,OR,,,James LaBar,,james.labar@oregon.gov,,,,,,,,,,,,,,,www.regionalsolutions.oregon.gov (http://www.regionalsolutions.oregon.gov),,,,
"Business Development Commission, Oregon",Business Oregon Commission Mtg,,07/29/2016 08:30:00 AM,07/29/2016 12:15:00 PM,"One World Trade Center 121 SW Salmon St, Suite 205, Round-up Conference Room ", Portland,OR,,Yes,Maria Ellis,503-229-6062,maria.ellis@oregon.gov,,,,,,,,,,,http://www.oregon4biz.com/Business-Oregon-Commission/2016meetings.php,,,,http://www.oregon4biz.com/Business-Oregon-Commission/2016meetings.php,,,,
Environmental Quality Dept.,Public Hearing: Proposed Solid Waste Permit for Stateline Compost,DEQ will hold a public hearing on this proposed permit and invites the public to comment on the provisions of the permit.,07/28/2016 06:00:00 PM,07/28/2016 08:00:00 PM,"Midland Grange Hall, 6601 Tingley Ln,", Klamath Falls,OR,"DEQ held a public comment period concerning this permit from May 11 through June 10, 2016. In response to community interest, DEQ has now scheduled a public hearing and an additional comment period. Any comments already received by DEQ do not need to be resubmitted.
Public Comment period ends: 5 p.m., Aug. 2, 2016
How do I participate?
To submit your written comments for the public record send them by mail, fax, or email:
Sharon Stephens
DEQ Eastern Region
400 E. Scenic Drive, Suite 307
The Dalles, Oregon 97058
Fax: 541-298-7330
Email: stephens.sharon@deq.state.or.us
Phone: 541-298-7255, ext. 221",yes,Sharon Stephens,"541-298-7255, ext. 221",stephens.sharon@deq.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/deq/pub/080216StatelineCompost.pdf,,,,
Oregon Commission for the Blind,BECC Regular Meeting,,07/28/2016 03:30:00 PM,07/28/2016 05:00:00 PM,Oregon Commission for the Blind - 535 SE 12th Avenue, Portland,OR,See attached agenda for details.,"yes - one time per person, three minutes maximum",Mark Riesmeyer,971.673.1596,Mark.Riesmeyer@state.or.us,,,,,,,,,404-443-6397,943611#,,,,,,07-28-16 BECC Meeting agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/90076ba2-e2bb-4834-98e1-6fc80fa27667?download=true&filename=07-28-16%20BECC%20Meeting%20agenda.docx),,,
"Health Authority, Oregon",Public Health Advisory Board – Accountability Metrics Subcommittee Meets July 28 in Portland ,,07/28/2016 02:00:00 PM,07/28/2016 03:00:00 PM,"Portland State Office building, 800 NE Oregon St, Room 1D", Portland,OR,"What: The Accountability Metrics Subcommittee of the Public Health Advisory Board is holding a public meeting. 

Agenda: Discuss applicability of CCO incentive, hospital quality and child and family well-being measures to state and local health departments as well as next steps.
When: Thursday, July 28, 2:00-3:00 pm. A 10-minute public comment period is scheduled at 2:50 pm; comments may be limited to three minutes. 

Where: Portland State Office building, 800 NE Oregon St, Room 1D; Portland, OR 97232 or by conference call line provided: 1-888-251-2909; access code 8975738#.

Oregon’s Public Health Advisory Board provides guidance for Oregon’s governmental public health system and oversees the implementation of public health modernization and Oregon’s State Health Improvement Plan. The Accountability Metrics Subcommittee develops recommendations about public health quality measures for consideration by the Public Health Advisory Board.
",2:50 p.m.,Cara Biddlecom,971-673-2284,cara.m.biddlecom@state.or.us,,,,,,,,,1-888-251-2909; access code 8975738#,,,,,,,,,,
Human Services Department,Governor's Commission on Senior Services Executive Committee Meeting,,07/28/2016 01:00:00 PM,07/28/2016 02:30:00 PM,"Human Services Building 500 Summer St NE, Room 165 ", Salem,OR,,Yes,Rebecca Arce,503-947-5019,rebecca.e.arce@state.or.us,,,,Kelsey Gleeson,,Kelsey.Gleeson@state.or.us,,,888-363-4735,3439085,,,,,,,,,
"Health Authority, Oregon",Tobacco Reduction Advisory Committee,,07/28/2016 01:00:00 PM,07/28/2016 03:00:00 PM,"Portland State Office Building (PSOB), 800 NE Oregon St., Room 1C", Portland,OR,"What: A public meeting of the Tobacco Reduction Advisory Committee (TRAC). Agenda items include tobacco evaluation updates, communication coordination, and tobacco prevention policy efforts.

When: Thursday, July 28, 1-3 p.m.

Where: Portland State Office Building, Room 1C, 800 NE Oregon St., Portland

Who: The Tobacco Reduction Advisory Committee, which is appointed by the Governor, advises the state Tobacco Prevention and Education Program (TPEP) on program and budget matters. Its members come from private organizations and state agencies dedicated to the reduction of the harmful impact of tobacco use on Oregonians. 

Details: Please note that space is limited.

The meeting site is accessible to people with disabilities. To request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations, call the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

For more information, see the committee’s website at https://public.health.oregon.gov/PreventionWellness/TobaccoPrevention/Pages/trac.aspx

# # #

",,Jonathan Modie,971-246-9139,PHD.Communications@state.or.us,,,,,,,,,,,,,,,https://public.health.oregon.gov/PreventionWellness/TobaccoPrevention/Pages/trac.aspx,,,,
Medical Assistance Program Administration,Oregon DUR / Pharmacy & Therapeutics Committee,This committee is responsible for performing drug use review and making drug policy recommendations for Oregon Medicaid,07/28/2016 01:00:00 PM,07/28/2016 05:00:00 PM,"HP Conference Room, 4070 27th Court SE",sa,OR,"The agenda is located online at: http://pharmacy.oregonstate.edu/drug_policy/meetings

Note: Agenda items with an asterisk will be discussed by Committee members for the purpose of making recommendations to the Oregon Health Plan for adoption into Oregon Administrative Rules 410-121-0030 & 410-121-0040 as required by ORS 414.325(9). 
",,Roger Citron,503-947-5220,roger.a.citron@state.or.us,,"https://www.google.com/maps/place/4070+27th+Ct+SE,+Salem,+OR+97302/@44.8935451,-123.0033479,17z/data=!3m1!4b1!4m2!3m1!1s0x54bff89bc96e6f39:0xcf8082b969db8c73",,,,,,,,,http://pharmacy.oregonstate.edu/drug-policy/oregon-pharmacy-therapeutics-committee/meetings-agenda,,,,http://www.oregon.gov/oha/pharmacy/Pages/pt-committee.aspx,,,,
Medical Assistance Program Administration,CCO Pharmacy Directors Meeting,"Roundtable about Oregon Medicaid pharmacy policy, benefits, provisions",07/28/2016 09:30:00 AM,07/28/2016 11:30:00 AM,"HP Conference Room, 4070 27th Court SE", Salem,OR,,,"Deborah Weston, Pharmaceutical Services Policy Analyst",503-884-5404,deborah.g.weston@state.or.us,,"https://www.google.com/maps/place/4070+27th+Ct+SE,+Salem,+OR+97302/@44.8935451,-123.0033479,17z/data=!3m1!4b1!4m2!3m1!1s0x54bff89bc96e6f39:0xcf8082b969db8c73",,,,,,,1-888-273-3658,902279,http://www.oregon.gov/OHA/healthplan/pages/CCO-Pharmacy-Directors.aspx,,,,http://www.oregon.gov/OHA/healthplan/pages/CCO-Pharmacy-Directors.aspx,,,,
Broadband Advisory Council,Broadband Advisory Council,regular council meeting,07/28/2016 09:15:00 AM,07/28/2016 12:15:00 PM,1201 Court Street NE, Salem,OR,Local Government Center,Yes,Chris Tamarin,503-508-0178,christopher.tamarin@oregon.gov,,,,,,,,,,,,,,,http://www.orinfrastructure.org/Infrastructure-Programs/Telecommunications/OBAC/2016meetings.php,,,,
Employment Relations Board,ULP Hearing,,07/28/2016 09:00:00 AM,07/28/2016 05:00:00 PM,PORTLAND CITY HALL-1221 SW 4TH AVENUE, Portland,OR,Hearing in UP-006-16 AFSCME Local 189 v. City of Portland,,Cynthia Nelson,503-378-3295,cynthia.nelson@oregon.gov,,,,,,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Retirement Savings Plan - Outreach Working Group,,07/28/2016 09:00:00 AM,07/28/2016 11:00:00 AM,16290 SW Upper Boones Ferry Road,Portland,OR,,,Missy Simpson,503-373-7453,missy.simpson@ost.state.or.us,,,,,,,,,,,,,,,,,,,
Employment Relations Board,ULP - Oral Argument,,07/28/2016 09:00:00 AM,07/28/2016 09:45:00 AM,"528 Cottage ST NE, Suite 400", Salem,OR,Oral Argument presented in UP-048-14 SEIU v. LCOG,,April Bathurst,503-378-3807,april.bathurst@oregon.gov,,,,,,,,,,,,,,,,06-21-16_UP-048-14_OANot.pdf (https://data.oregon.gov/views/gs36-7t8m/files/6584edac-f87c-4aef-baae-805c63a4764f?download=true&filename=06-21-16_UP-048-14_OANot.pdf),,,
"Business Development Commission, Oregon",Finance Committee,,07/28/2016 09:00:00 AM,07/28/2016 09:30:00 AM,"775 Summer St NE, Suite 200", Salem,OR,"The Business Oregon Commission's Finance Committee will hold a conference call meeting executive session authorized under ORS 192.660(2)(f) to consider the following application: 

Red Rock Biofuels, LLC of Lake County, Industrial Development Bonds

Meeting information may be obtained by writing Pam Brunell at Business Oregon, Business Finance, 775 Summer St NE, Suite 200, Salem, OR 97301-1280",No,Pamela Brunell,,pamela.brunell@oregon.gov,,,,,,,,,,,,,,,,,,,
Human Services Department,Oregon Deaf and Hard of Hearing Services Advisory Committee,Executive Committee,07/27/2016 03:00:00 PM,07/27/2016 04:30:00 PM,"Human Services Building 500 Summer St NE, Room 165",Salem ,OR,,Yes,Theresa Powell,,Theresa.A.Powell@state.or.us,,,,Kelsey Gleeson,,Kelsey.Gleeson@state.or.us,,,1-888-808-6929,4517555,,,,,http://www.oregon.gov/DHS/BUSINESS-SERVICES/ODHHS/Pages/Meetings-Exec.aspx,,,,
Travel Information Council,OTIC Finance Committee,"Review, discuss, and make recommendations on agency finances.",07/27/2016 02:00:00 PM,07/27/2016 04:00:00 PM,"OTE Administrative Office, 1500 Liberty St SE, Suite 150", Salem,OR,,,Nancy DeSouza,503-373-1042,nancyd@oregonte.com,,,,,,,,,,,,,,,,,,,
Construction Contractors Board,Construction Contractors Board Meeting,Board Meeting,07/27/2016 09:30:00 AM,07/27/2016 12:30:00 PM,201 High St. SE,Salem,OR,CCB Board Meeting. See our website: http://www.oregon.gov/CCB/board/Pages/board-info.aspx,Yes,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,Leslie Culpepper,503-934-2228,leslie.culpepper@state.or.us,,,,,http://www.oregon.gov/CCB/board/Pages/board-info.aspx,,,,http://www.oregon.gov/CCB/board/Pages/minutes.aspx,2016 7-27 agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9a0dbd4c-81ce-41ba-9900-07125ca4d995?download=true&filename=2016%207-27%20agenda.pdf),,,
"Police, Oregon State",Task Force on School Safety,CANCELED,07/27/2016 09:00:00 AM,07/27/2016 03:00:00 PM,CANCELED, Salem,OR,,,Mindy McCartt,503-934-0234,mindy.mccartt@state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/osp/Pages/Task-Force-on-School-Safety.aspx,,,,
"Health Policy & Research, Oregon",Medicaid Advisory Committee,Medicaid Advisory Committee,07/27/2016 09:00:00 AM,07/27/2016 12:00:00 PM,"Oregon State Library, Room 102",Salem,OR,,Yes,Oliver Droppers,503-5072990,oliver.droppers@state.or.us,,,,,,,,,1-888-398-2342,5341639,,,,,http://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,,
Watershed Enhancement Board,Quarterly Board Meeting - Day 2,,07/27/2016 08:00:00 AM,07/27/2016 12:30:00 PM,Lodge at Otter Crest,Otter Rock,OR,,,Eric Hartstein,(503) 986-0029,eric.hartstein@oweb.state.or.us,,"https://www.google.com/maps/place/The+Lodge+at+Otter+Crest/@44.751993,-124.0664803,17z/data=!3m1!4b1!4m5!3m4!1s0x54ea7c3495037aa9:0x44712c13839f9b45!8m2!3d44.7519892!4d-124.0642916",,,,,,,,,http://www.oregon.gov/OWEB/docs/board/2016/July/2016-July-Agenda.pdf,,,,http://www.oregon.gov/OWEB/Pages/boardmtgs/boardmtg-SR-Jul2016.aspx,,,,
"Dentistry, Oregon Board of",Anesthesia Committee Meeting,,07/26/2016 06:30:00 PM,07/26/2016 09:00:00 PM,"1500 SW 1st Ave., Suite #770", Portland,OR,,,Stephen Prisby,,stephen.prisby@state.or.us,,,,,,,,,,,,,,,,,,,
"Library, Oregon State"," 	Oregon State Library Board Executive Committee Meeting, July 26, 2016",Meeting,07/26/2016 04:00:00 PM,07/26/2016 05:00:00 PM,"Oregon State Library, 250 Winter Street NE, Room 205", Salem,OR,,,Jessica Rondema,503-378-2464,jessica.rondema@state.or.us,,,,,,,,,,,http://www.oregon.gov/osl/Pages/2bdinfo.aspx,,,,http://www.oregon.gov/osl/Pages/2bdinfo.aspx,,,,
Public Utility Commission,"Special Public Meeting Subject: PacifiCorp RFP Process with the potential of an Executive Session under ORS 192.660(2)(f) to review public records exempt from disclosure.  NOTE: If an Executive Session is called, PacifiCorp may allow non-bidding entities and non-developer entities to review the protected records upon the signing of a non-disclosure agreement.   For more information and to request a non-disclosure agreement, please contact Etta Lockey at (503) 813-5701.",PacifiCorp RFP,07/26/2016 01:30:00 PM,07/26/2016 03:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,http://oregonpuc.granicus.com/GeneratedAgendaViewer.php?view_id=1&event_id=131,,,,,,,,
"Health Authority, Oregon",Coordinated Care Model Alignment Workgroup,Coordinated Care Model Alignment Workgroup,07/26/2016 01:00:00 PM,07/26/2016 02:30:00 PM,"OHA Lincoln Building, 8th Floor Mary Room", Portland,OR,,Yes,Veronica Guerra,503-9153411,veronica.guerra@state.or.us,,,,,,,,https://attendee.gotowebinar.com/register/4732809694265966084,1-888-557-8511,4303716,,,,,https://www.oregon.gov/oha/OHPR/Pages/2014-Coordinated-Care-Model-Alignment-Work-Group.aspx,,,,
Transportation Department,Oregon Public Transportation Plan Policy Advisory Committee,,07/26/2016 01:00:00 PM,07/26/2016 04:30:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE", Salem,OR,,Yes,Lucia Ramirez,,Lucia.L.RAMIREZ@odot.state.or.us,,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/docs/OPTP/OPTP_201607_Agenda.pdf,,,,http://www.oregon.gov/ODOT/TD/TP/Pages/optp_pac.aspx,,,,
Secretary of State,Explanatory Statement Committee Meetings,Draft statement meetings,07/26/2016 09:00:00 AM,07/26/2016 03:00:00 PM,"Hrg Rms 170 and 174, State Capitol Bldg, 900 Court St NE", Salem,OR,"Each meeting is schedule for two hours
IP 50 begins at 9 am
IP 65 begins at 9 am
IP 67 begins at 1 pm
IP 68 begins at 1 pm ",No,Jan Flowers,503-986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,http://sos.oregon.gov/elections/Documents/ESFI/esc-agenda.pdf,,,,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,ESC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/415054e8-8ab8-48c1-b5ec-63d14e0a80fc?download=true&filename=ESC%20Agenda.pdf),,,
Employment Relations Board,Rules Public Hearing #1,,07/26/2016 09:00:00 AM,07/26/2016 05:00:00 AM,"Old Garfield School Building, 528 Cottage ST NE, Suite 400", Salem,OR,"Proposed rule revisions have been filed with Secretary of State regarding Divisions 1, 10, 20, 25, 30, 35, 40, 45, 50, 75, 80, 85, and 86. Click here for the Notice of Proposed Rulemaking Hearing, Statement of Need and Fiscal Impact, and the proposed rules revisions for each division. 

The Board will consider written public comments received by 5:00 p.m., August 9, 2016. The Board will consider any oral comments presented at the July 26 and August 9 hearings. If you have any questions please email your ERB Rules Coordinator April Bathurst.",yes,April Bathurst,503-378-3807,april.bathurst@oregon.gov,,,,,,,,,,,,,,,,Public_MtgNot_2016 Proposed Rules Revisions.pdf (https://data.oregon.gov/views/gs36-7t8m/files/42abf82c-be9c-4a23-afd2-31a37bca89c4?download=true&filename=Public_MtgNot_2016%20Proposed%20Rules%20Revisions.pdf),,,
Governor's Office,SB 202 Task Force,,07/26/2016 08:30:00 AM,07/26/2016 03:30:00 PM,"Central Oregon Community College, Crook Co Open Campus Bldg, 510 SE Lynn Blvd", Prineville,OR,,,Jeff Behan,,Jeff.Behan@oregonstate.edu,,,,,,,,,,,,,,,,,,,
Governor's Office,SB 202 Task Force,Task Force on Independent Scientific Review for Natural Resources,07/26/2016 08:30:00 AM,07/26/2016 03:30:00 PM,"COCC Crook County Open Campus Bldg, 510 SE Lynn Blvd", Prineville,OR,,,Jeff Behan,,jeff.behan@oregonstate.edu,,,,,,,,,,,,,,,,July26AgendaforSB202TaskForcePOST.docx (https://data.oregon.gov/views/gs36-7t8m/files/36a774a2-ec4b-4793-9591-3edef266a20a?download=true&filename=July26AgendaforSB202TaskForcePOST.docx),,,
Watershed Enhancement Board,Quarterly Board Meeting - Day 1,,07/26/2016 08:00:00 AM,07/26/2016 12:15:00 PM,Lodge at Otter Crest,Otter Rock,OR,,,Eric Hartstein,(503) 986-0029,eric.hartstein@oweb.state.or.us,,"https://www.google.com/maps/place/The+Lodge+at+Otter+Crest/@44.751993,-124.0664803,17z/data=!3m1!4b1!4m5!3m4!1s0x54ea7c3495037aa9:0x44712c13839f9b45!8m2!3d44.7519892!4d-124.0642916%20",,,,,,,,,http://www.oregon.gov/OWEB/docs/board/2016/July/2016-July-Agenda.pdf,,,,http://www.oregon.gov/OWEB/Pages/boardmtgs/boardmtg-SR-Jul2016.aspx,,,,
"Dungeness Crab Commission, Oregon",Steering Committee Meeting,Bio-Economic Model Research,07/25/2016 01:00:00 PM,07/25/2016 05:00:00 PM,2030 SE Marine Science Drive, Newport,OR,The Bio-Economic Research team will present the status of the project and engage with the committee on a range of issues and questions. This meeting will be held at the Hatfield Marine Science Center (Lavern Weber Room).,,Gil Sylvia,(541) 867-0284,gil.sylvia@oregonstate.edu,,,,,,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon 529 Network Special Board Meeting,Discuss ABLE Program Management,07/25/2016 01:00:00 PM,07/25/2016 03:00:00 PM,"PERS Headquarters Boardroom, 11410 SW 68th Parkway", Tigard,OR,,Yes,Stephanie Swetland,,stephanie.swetland@ost.state.or.us,,,,,,,,,,,,,,,,,,,
"Parole & Post Prison Supervision, State Board of",Business Meeting,,07/25/2016 10:00:00 AM,07/25/2016 11:00:00 AM,2575 Center Street NE - Room 157, Salem,OR,,,Jaime Ferguson,,jaime.r.ferguson@doc.state.or.us,,,,,,,,,,,,,,,,,,,
Human Services Department,Oregon Disabilities Commission Executive Committee Meeting,,07/25/2016 10:00:00 AM,07/25/2016 11:30:00 AM,"500 Summer St NE, Room 166", Salem,OR,,Yes,Jeffrey Puterbaugh,503-947-1189,jeffrey.l.puterbaugh@state.or.us,,,,Jeffrey Puterbaugh,503-947-1189,jeffrey.l.puterbaugh@state.or.us,,,888-808-6929,4517555,,,,,,,,,
InterMountain ESD,Board Retreat and Regular Board Meeting,,07/25/2016 10:00:00 AM,07/25/2016 07:00:00 PM,Tollgate (Retreat) and La Grande (Board Meeting), La Grande,OR,,,Marla J. Royal,,marla.royal@imesd.k12.or.us,,,,,,,,,,,,,,,,IMESDAgenda_July25-16(media).pdf (https://data.oregon.gov/views/gs36-7t8m/files/cba7d66a-711c-4002-9f5e-d7156f9cccb2?download=true&filename=IMESDAgenda_July25-16(media).pdf),,,
Secretary of State,Explanatory Statement Committee Meetings,Draft statment meeting,07/25/2016 09:00:00 AM,07/25/2016 03:00:00 PM,"Hrg Rm 170 and 174, State Capitol Bldg, 900 Court St NE", Salem,OR,"Each meeting is schedule for two hours
Referral 401 begins at 9 am
Referral 404 begins at 9 am
IP 28 begins at 1 pm
IP 49 begins at 1 pm",No,Jan Flowers,503-986-1518,janet.flowers@state.or.us,,,http://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,,,http://sos.oregon.gov/elections/Documents/ESFI/esc-agenda.pdf,,,,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,ESC Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/17604d1e-dbbc-46a3-bd91-2b10600ac211?download=true&filename=ESC%20Agenda.pdf),,,
Physical Therapist Licensing Board,Regular Board Meeting,,07/25/2016 08:30:00 AM,07/25/2016 04:00:00 PM,"800 NE Oregon Street, Room 445", Portland,OR,,,Rick Sullivan,971.673.0201,physical.therapy@state.or.us,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,Rule Advisory Committee - Psychiatric Emergency Services,First of two meetings to discuss proposed rule changes effective 1/1/2017,07/25/2016 08:30:00 AM,07/25/2016 11:30:00 AM,"Barbara Roberts Human Services Building, 500 Summer St NE, Room 137D", Salem,OR,"Items of discussion:
309-032-XXXX, Standards for Psychiatric Emergency Services
309-033-0400, Standards for Transportation of persons relating to Psychiatric Emergency Services
410-125-0360, Definitions and billing requirements.
410-172-0600, Making payment possible. ",,"Justin Hopkins, Contracts and Compliance Director",503-945-7818,justin.hopkins@state.or.us,,,,,,,,,1-866-390-1828,639037,,,,,,"I:\Admin Rules- DMAP Program\RAC\RACs for 2016\7.25.16 PES\RAC Notification - Psychiatric Emergency Services, 7-25-2016.pdf (https://data.oregon.gov/views/gs36-7t8m/files/dfafe179-fe91-4745-9dc2-1bb0f4b4cecf?download=true&filename=I:\Admin%20Rules-%20DMAP%20Program\RAC\RACs%20for%202016\7.25.16%20PES\RAC%20Notification%20-%20Psychiatric%20Emergency%20Services,%207-25-2016.pdf)",,,
"Veterinary Medical Examining Board, Oregon State",Regular Meeting of the Board,,07/23/2016 09:00:00 AM,07/23/2016 05:00:00 PM,"PCC Cascade Campus Terrell Hall 112, 705 NE Killingsworth St.", Portland,OR,"Executive Session per ORS 192.660(2)(L) may be convened for discussion of information obtained as part of investigations into licensee conduct. 

Executive Session per ORS 192.660(2)(f) may be convened for review of written Legal Advice from AAG.
",No.,Lori Makinen,,ovmeb.info@state.or.us,,,,,,,,,,,,,,,,,,,
"Forestry, State Board of",Riparian Rulemaking Advisory Committee,,07/22/2016 10:00:00 AM,07/22/2016 03:00:00 PM,"Oregon Department of Forestry, 2600 State Street, Building D, Santiam Room",Salem,OR,,,"Contact: Angie Lane, Project Manager",503-945-7387,angie.g.lane@oregon.gov,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Administrative Rulemaking Hearing re:X-Ray and radioactive materials program,Public hearing for rulemaking regarding amending rules pertaining to the X-Ray and radioactive materials programs within the Public Health Division's Radiation Protection Services Section,07/22/2016 10:00:00 AM,07/22/2016 10:00:00 AM,"Portland State Office Building, 800 NE Oregon Street, Conference room 612", Portland,OR,"To take public comment regarding proposed changes related to the Radiation Protection Services Section. Proposed rules can be found at: https://public.health.oregon.gov/HealthyEnvironments/RadiationProtection/Pages/proposedchanges.aspx 
","Yes and written comment will be accepted until 5pm July 28, 2016",Tracy Candela,971-673-0561,publichealth.rules@state.or.us,,,,,,,,,,,,,,,,,,,
"Criminal Justice Commission, Oregon",Public Safety Task Force Meeting,,07/22/2016 10:00:00 AM,07/22/2016 12:00:00 PM,"Capitol Building- Hearing Room 343, 900 Court Street NE, Salem, OR 97301", Salem,OR,,,Julie Vaughn,503-378-4830,julie.vaughn@oregon.gov,,,,,,,,,,,,,,,,PM PSTF July Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/1efb1b1e-99bf-43ab-9730-931ceaabd714?download=true&filename=PM%20PSTF%20July%20Agenda.pdf),,,
