"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
"Salmon Commission, Oregon",Regular meeting,Discuss 2014 season options,02/27/2014 03:30:00 PM,02/27/2014 05:00:00 PM,"Hallmark Resort, 744 SW Elizabeth Street", Newport,OR,,,Nancy J Fitzpatrick,,nanjfitz@gmail.com,,,,,,,,,,,,nanjfitz@gmail.com,,,,,,
"Sheep Commission, Oregon",Rulemaking Hearing,Public hearing on proposed rules to change assessed commodity from wool to sheep on a per head basis,06/20/2014 10:00:00 AM,06/20/2014 12:00:00 PM,"Marion County Extension, 3180 Center St NE", Salem,OR,"Proposed rules will implement SB 719 (2013) which changed the assessed commodity for the Commission. Changes will modify handler definition, collection process and commissioner qualifications. Copies of the proposed rules may be requested from the Commission office.","Until June 20, 2014, 12:00 pm",SheepCommission,503.364-5462,nikki@rdkcompany.com,http://oregonsheepcommission.com/,,,,,,,,,,,nikki@rdkcompany.com,,,,,,
"Small Business Advisory Council, Oregon",Small Business Advisory Council Meeting,Council Meeting,06/06/2014 09:00:00 AM,06/06/2014 10:30:00 AM,"Avita & Associates, 5257 NE Martin Luther King Jr. Blvd, Portland", Salem,OR,,Yes,Gabe Silva,503-986-0161,gabriel.m.silva@state.or.us,,,,,,,,,,,http://www.oregon4biz.com/SBACouncil/2014/,carmen.l.spuhler@oregon.gov,,,,,,
"Small Business Advisory Council, Oregon",Small Business Advisory Council Meeting,SBAC Meeting,02/07/2014 09:00:00 AM,02/07/2014 12:00:00 PM,conference call, Salem,OR,,Yes,Gabriel Silva,503-986-0161,carmen.l.spuhler@state.or.us,,,,,,,,,,,,carmen.l.spuhler@oregon.gov,,,,,,
"Small Business Advisory Council, Oregon",Small Business Advisory Council Meeting,SBAC Meeting,04/04/2014 09:00:00 AM,04/04/2014 12:00:00 PM,conference call, Salem,OR,,Yes,Gabriel Silva,503-986-0161,gabriel.m.silva@state.or.us,http://www.oregon4biz.com/SBACouncil/2014/,,,,,,,,,,http://www.oregon4biz.com/SBACouncil/2014/,carmen.l.spuhler@oregon.gov,,,,,,
"Social Workers, Board of Licensed","March 12, 2014 Board Meeting",Monthly Board Meeting,03/12/2014 10:00:00 AM,03/12/2014 05:00:00 PM,3218 Pringle Rd SE Ste#240, Salem,OR,Telephone conference meeting to be held in the Executive Director's office. ,,OBLSW,503-373-1163,oregon.blsw@state.or.us,,,,,,,,,,,,oregon.blsw@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/s4Ucj8893M4nOkcOelm8A-ZMZMFkZXsS5AY6O5aaQHs?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Social Workers, Board of Licensed","February 12th, 2014 Board Meeting ",Monthly Board Meeting ,02/12/2014 08:00:00 AM,02/12/2014 05:00:00 PM,3218 Pringle Rd SE Ste#240, Salem,OR,Meeting to be held in the Second Floor Conference Room. ,,OBLSW,503-373-1163,oregon.blsw@state.or.us,,,,,,,,,,,,oregon.blsw@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/d0D7eIL5rgnYXeW5c3bqcLRpFM00rbbFthkxoArSMlQ?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Social Workers, Board of Licensed",Child Custody Taskforce ,Taskforce meeting ,01/25/2014 01:00:00 PM,01/25/2014 03:00:00 PM,3218 Pringle Road SE. Suite 240 , Salem,OR,The meeting will take place in the office of the Executive Director; Randy Harnisch.  ,,OBLSW,503-373-1163,oregon.blsw@state.or.us,,,,,,,,,,,,oregon.blsw@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/5f0Pw-3M-OBL_4vhm6fuTv1H0h6uDofGjl2sFqL7AOE?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Social Workers, Board of Licensed",Child Custody Taskforce ,Taskforce meeting ,04/05/2014 01:00:00 PM,04/05/2014 03:00:00 PM,3218 Pringle Rd SE Ste#240, Salem,OR,The meeting will occur in the office of the Executive Director. Members of the public will be able to attend this meeting at the Board office in the Morrow Crane Building. The meeting location is accessible to people with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for a person with disabilities should be made at least 24 hours before the meeting to the Executive Director at the provided address and telephone number.,,OBLSW,503-373-1163,oregon.blsw@state.or.us,http://www.oregon.gov/blsw/Pages/index.aspx,,,,,,,,,,,oregon.blsw@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/9IgV4tgpUtyf8zAwWyq5l9A_lPjzYhHOOlHP-ZiTVT0?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Social Workers, Board of Licensed","January 15th, 2014 Board Meeting",Monthly Board Meeting ,01/15/2014 09:00:00 AM,01/15/2014 12:00:00 PM,3218 Pringle Rd SE , Salem,OR,Telephone Conference Call,,OBLSW,503-378-5735,oregon.blsw@state.or.us,,,,,,,,,,,,oregon.blsw@state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/J_0Tvh3vE5mG7-xV-Yjfm4XIuMUbgA7X0UoJb9mMUeg?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Southern Oregon ESD,Executive Session Meeting,Superintendent Evaluation - Subcommittee,05/14/2014 06:00:00 PM,05/14/2014 07:00:00 PM,101 N. Grape Street, Medford,OR,,,bev_orndorff@soesd.k12.or.us,,bev_orndorff@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/Page.asp?NavID=1440,bev_orndorff@soesd.k12.or.us,,,,,,
Southern Oregon ESD,Board of Directors Meeting,Regular meeting of the Southern Oregon ESD Board of Directors,03/19/2014 07:00:00 PM,03/19/2014 10:00:00 PM,101 North Grape Street, Medford,OR,,,jessica_bach@soesd.k12.or.us,,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/Page.asp?NavID=1440,bev_orndorff@soesd.k12.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/3RDCbD_Geq9n0N8JP4RYAHk43m9FnWwlDZo-VsHkQjg?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Speech-Language Pathology and Audiology, Oregon Board of Examiners for",February 2014 Board Meeting,February 2014 Board Meeting,02/21/2014 09:00:00 AM,02/21/2014 03:00:00 PM,"800 NE Oregon, Suite 407", Portland,OR,,,David Linn,,speechaud.board@state.or.us,http://www.oregon.gov/bspa,,,,,,,,,,,david.linn@state.or.us,,,http://www.oregon.gov/bspa/pdfs/PublicMeetingMinutes2.21.14.pdf,,,
"Speech-Language Pathology and Audiology, Oregon Board of Examiners for",May 2014 Board Meeting,May 2014 Board Meeting,05/02/2014 09:00:00 AM,05/02/2014 03:00:00 PM,"800 NE Oregon, Suite 618", Portland,OR,,,David Linn,,speechaud.board@state.or.us,http://www.oregon.gov/bspa,,,,,,,,,,,david.linn@state.or.us,,,http://www.oregon.gov/bspa/pdfs/Public.Meeting.Minutes.5.2.14.pdf,,,
State Fire Marshal,State Emergency Response Commission Executive Comittee,SERC Executive Committee Quarterly Meeting,02/17/2022 10:00:00 AM,12/31/1899 12:00:00 AM,Virtual/Microsoft Teams Meeting,Salem,OR,"The purpose of the SERC Executive Committee is to assist and advise the SERC with its implementation of the Emergency Planning and Community Right-to-Know Act (EPCRA), Title Ill of the Superfund Amendments and Reauthorization Act (SARA) of 1986 (42 U.S.C. Chapter 116, Section 11001 et seq.), hereinafter “EPCRA,” and  
Oregon Revised Statutes (ORS) 453.520.",Yes,Sharon Dunn,503-934-8297,sharon.dunn@osp.oregon.gov,,,,,,,,,,,,,,,,,,
State Hospital Advisory Board,Oregon State Hospital Advisory Board Meeting,Public meeting of the Oregon State Hospital Advisory Board,03/20/2014 01:00:00 PM,03/20/2014 05:00:00 PM,"Callan Conference Room, Kirkbride Building, third floor, Oregon State Hospital, 2600 Center Street NE", Salem,OR,"Board members include consumers, providers, advocates, legislators, community members, consumer families and OSH union members. 

The meeting site is accessible to persons with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

For more information, see the board’s website at www.oregon.gov/oha/amh/osh/pages/advisory-board.aspx. 
",No,Rebeka Gipson-King,503-756-0366,rebeka.gipson-king@state.or.us,http://www.oregon.gov/oha/amh/osh/pages/advisory-board.aspx,,,,,,,,,,,gary.whitehouse@state.or.us,,,,,,
"State Lands, Department of",Filled Lands Advisory Group (FLAG),Department of State Lands Filled Lands Advisory Group (FLAG),06/04/2014 10:00:00 AM,06/04/2014 03:30:00 PM,"Land Board Room, Dept. of State Lands, 775 Summer St NE", Salem,OR,,Yes,Chris Castelli,503-986-5280,chris.castelli@state.or.us,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,
"State Lands, Department of",State Land Board Meeting,"Since statehood in 1859, the Land Board has been composed of the Governor (chair), Secretary of State and State Treasurer.",06/10/2014 10:00:00 AM,06/10/2014 12:00:00 PM,"Dept. of State Lands, Land Board Room, 775 Summer St NE", Salem,OR,,"Yes, on consent and action items only",Lorna Stafford,503-986-5224,lorna.stafford@state.or.us,http://www.oregon.gov/DSL/SLB/pages/index.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,
"State Lands, Department of",State Land Board,SLB Special Meeting,05/05/2014 11:00:00 AM,05/05/2014 11:30:00 AM,Public can listen in the Land Board Room, Salem,OR,"STATE LAND BOARD SPECIAL MEETING
May 5, 2014
11:00 – 11:30 a.m.
Via Teleconference Call
Public may listen in the Land Board Room

Conference Call Information

Call-in number: 1-888-278-0296
Participant code: 581433#",No,Lorna Stafford,503-986-5224,Lorna.Stafford@state.or.us,,,,,,,,,1-888-278-0296,581433#,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,tiana.teeters@state.or.us,,,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,
"State Lands, Department of",DSL Filled Lands Advisory Group Meeting,Department of State Lands Filled Lands Advisory Group (FLAG),03/19/2014 10:00:00 AM,03/19/2014 03:30:00 PM,"Portland State Office Building, Room 1B, 800 NE Oregon Street", Portland,OR,,Yes,Chris Castellie,503-986-5280,chris.castelli@state.or.us,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,http://www.oregon.gov/dsl/DO/Pages/map_dsl.aspx,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,
"State Lands, Department of",SB 838 Study Group Meeting,"SB 838 passed by the 2013 Oregon Legislature, pertains to suction dredging and the state’s Removal-Fill Law",05/08/2014 10:00:00 AM,05/08/2014 03:30:00 PM,"Oregon Dept. of Fish and Wildlife, 4034 Fairview Industrial Dr SE", Salem,OR,,Yes,Bill Ryan,503-986-5259,bill.ryan@state.or.us,http://www.oregon.gov/dsl/Pages/Study-Group-on-Senate-Bill-838-Suction-Dredge-Mining.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/Pages/Study-Group-on-Senate-Bill-838-Suction-Dredge-Mining.aspx,,,
"State Lands, Department of",SB 838 Study Group Meeting,"SB 838 passed by the 2013 Oregon Legislature, pertains to suction dredging and the state’s Removal-Fill Law",06/12/2014 10:00:00 AM,06/12/2014 03:30:00 PM,"Oregon Dept. of Fish & Wildlife, 4034 Fairview Industrial Dr SE", Salem,OR,,Yes,Bill Ryan,503-986-5259,bill.ryan@state.or.us,http://www.oregon.gov/dsl/Pages/SB%20838%20Study%20Group.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/Pages/SB%20838%20Study%20Group.aspx,,,
"State Lands, Department of",DSL Filled Lands Advisory Group Meeting,Department of State Lands Filled Lands Advisory Group (FLAG),02/27/2014 10:00:00 AM,02/27/2014 03:30:00 PM,"DSL, Land Board Room, 775 Summer St NE", Salem,OR,,Yes,Chris Castelli,503-986-5280,chris.castelli@state.or.us,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,http://www.oregon.gov/dsl/DO/Pages/map_dsl.aspx,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,
"State Lands, Department of",State Land Board Meeting,"Since statehood in 1859, the Land Board has been composed of the Governor (chair), Secretary of State and State Treasurer.",02/11/2014 10:00:00 AM,02/11/2014 12:00:00 PM,"Dept. of State Lands, 775 Summer St NE", Salem,OR,,Yes - action items only,Lorna Stafford,503-986-5224,lorna.stafford@state.or.us,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,
"State Lands, Department of",DSL Filled Lands Advisory Group Meeting,Department of State Lands Filled Lands Advisory Group (FLAG),04/30/2014 10:00:00 AM,04/30/2014 03:30:00 PM,"DSL, Land Board Room, 775 Summer St NE", Salem,OR,,Yes,Chris Castelli,503-986-5280,chris.castelli@state.or.us,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,http://www.oregon.gov/dsl/DO/Pages/map_dsl.aspx,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,
"State Lands, Department of",State Land Board Meeting,"Since statehood in 1859, the Land Board has been composed of the Governor (chair), Secretary of State and State Treasurer.",04/08/2014 10:00:00 AM,04/08/2014 12:00:00 PM,"Dept. of State Lands, Land Board Room, 775 Summer Street NE", Salem,OR,,"Yes, consent and action items only",Lorna Stafford,503-986-5224,lorna.stafford@state.or.us,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/SLB/Pages/2014-State-Land-Board-Meetings.aspx,,,
"State Lands, Department of",DSL Filled Lands Advisory Group Meeting,Department of State Lands Filled Lands Advisory Group (FLAG),01/30/2014 10:00:00 AM,01/30/2014 03:30:00 PM,"DSL, Land Board Room, 775 Summer St NE", Salem,OR,,Yes,Chris Castelli,503-986-5280,chris.castelli@state.or.us,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,http://www.oregon.gov/dsl/DO/Pages/map_dsl.aspx,,,,,,,,,,lorna.stafford@state.or.us,,,http://www.oregon.gov/dsl/LW/Pages/FLAG.aspx,,,
"State Lands, Department of",SB 838 Study Group Meeting,"SB 838 passed by the 2013 Oregon Legislature, pertains to suction dredging and the state’s Removal-Fill Law",04/10/2014 10:00:00 AM,04/10/2014 03:30:00 PM,"Oregon Dept. of Fish and Wildlife, 4034 Fairview Industrial Drive SE", Salem,OR,,Yes,Bill Ryan,503-986-5259,bill.ryan@state.or.us,,,,,,,,,,,,lorna.stafford@state.or.us,,,,,,
"Sweet Cherry Commission, Oregon",Regular Oregon Sweet Cherry Commission Meeting,,12/03/2019 10:00:00 AM,12/31/1899 03:00:00 PM,"Food Innovation Center 2nd Floor Classroom, 1207 NW Naito Pksy", Portland,OR,,,Juie Hoffman,,julie@osweetcherry.org,,,,,,,,,,,,,,,,,,
"Sweet Cherry Commission, Oregon",June Regular Meeting & Budget Hearing,June Meeting & Budget Hearing,06/05/2014 02:00:00 PM,06/05/2014 04:30:00 PM,"Columbia Gorge Community College, 400 E Scenic Dr, Bldg 1, Rm 1.162 ", The Dalles,OR,"Call To Order/Introductions 
Minutes of April 9, 2014 Meeting
Financial Statements – April & May
Open Budget Hearing – 2:15 p.m. 
Administrator’s Activity Report
    The Bite of Oregon
    Commission Position Applications  
    Renew appointment of NCGIF Representatives   
Chairman’s Report
    Budget discussion, close hearing
    Adopt and approve 2014-2015 Operational Plan 
    Call for motion & vote on Budget
    Open Nominations & Vote - officers for next year
    5-State Cherry Meeting Report
Research Committee Report
    Set Date for Research Priority Setting Meetings
    Northwest Horticultural Council Report-Dan Crouse
OSU Research & Extension Report
Old Business 
New Business 
Next Meeting – Date, Time & Location 
Adjourn
",yes,Dana Branson,541-386-5761,osweetcherry@gmail.com,http://www.osweetcherry.org,,,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,,,osweetcherry@gmail.com,https://data.oregon.gov/views/dvfy-gbe4/files/8wk-TgvipfxmNjjklS02noFKR9JrulS9BAWJUMziJ8U?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
"Sweet Cherry Commission, Oregon",Regular Bi-Monthly Commission Meeting,April Regular meeting,04/09/2014 10:00:00 AM,04/09/2014 03:00:00 PM,"Mid-Columbia Area Extension Office Meeting Room, 3009 Experiment Station Dr.", Hood River,OR,"Call To Order/Introductions
Minutes of Previous Meeting-January 22, 2014
Financial Reports –January, February and March
ODA Report – Kris Anderson
Administrator’s Report Activity Report
   Draft 2014-2015 Budget for Discussion
   Collections Update
   Growing Oregon Publication, The Bite of OR & other marketing opportunities
Chairman’s Report  
    Appoint NHC Trustees for next year
    Report on Food Safety Act Committee activity
 Research Committee Report    
    Discuss BMSB funding cont’d. 2013 project -Shearer Co-PI
   Update on Calif. Research Funding
Northwest Horticultural Council Report
OSU Research & Extension Report   
Old Business	 
New Business 
Next Meeting – This is the Budget Hearing meeting so we’ll set a date that a quorum can commit to. 
Adjourn",yes,Dana Branson,541-386-5761,osweetcherry@gmail.com,http://www.osweetcherry.org,,,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,,,osweetcherry@gmail.com,,,,,,
"Sweet Cherry Commission, Oregon",Oregon Sweet Cherry Commission Regular Meeting,Regular bi-monthy meeting,01/22/2014 10:00:00 AM,01/22/2014 03:00:00 PM,"Food Innovation Center, 1207 NW Naito Pkwy. 2nd Flr. classroom", Portland,OR,"Call To Order/Introductions 
Minutes of Previous Meeting
Financial Statements – December
ODA – Commodity Commission Manager’s Report
Administrator’s Report Activity Report
    Assessments, Funds Estimate, Collections Issues
    Discuss Penalty & Interest Waivers
Chairwoman’s Report
 California Research Meeting
Research Committee Report – Eric Shrum/Dan Crouse, Co-Chairs     
WTFRC response Funding Research Proposals for 2013-14    Discussion and Vote 
NW Horticultural Council Report 
OSU Research & Extension Report
Report on Maraschino Promotion Activities 2013 & 2014 by Cheryl Kroupa, Marketing Director, National Cherry Growers & Industries Foundation
Old Business	 
New Business
Next Meeting 
 
Adjourn ",Yes,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,Dana Branson,541-386-5761,osweetcherry@gmail.com,,,,,,osweetcherry@gmail.com,,,,,,
Teacher Standards/Practices,February 2013 Licensure Redesign Committee Meeting,Meeting of the Licensure Redesign Committee,02/12/2014 09:00:00 AM,02/12/2014 03:00:00 PM,"Confederation of Oreogn School Administrators 707 13th st SE, Suite 100 Salem, Or", Salem,OR,,,Melody Hanson,503-373-1260,melody.hanson@state.or.us,http://tspc.oregon.gov/support/news_item.asp?id=523,,,,,,,,,,,matt.garrett@state.or.us,,,,,,
Teacher Standards/Practices,February 2013 Licensure Redesign Committee Meeting,Meeting of the Licensure Redesign Committee,02/12/2014 09:00:00 AM,02/12/2014 03:00:00 PM,"Confederation of Oreogn School Administrators 707 13th st SE, Suite 100 Salem, Or", Salem,OR,,,Melody Hanson,503-373-1260,melody.hanson@state.or.us,http://tspc.oregon.gov/support/news_item.asp?id=523,,,,,,,,,,,matt.garrett@state.or.us,,,,,,
Teacher Standards/Practices,Licensure Redesign Committee,This will be a meeting to discuss issue around Licensure Redesign,04/04/2014 09:00:00 AM,04/04/2014 03:00:00 PM,"Confederation of Oregon School Administrators (COSA), 707 13th Street SE, Suite 100, Salem OR", Salem,OR,,,Heidi Reinhardt,,heidi.reinhardt@state.or.us,http://tspc.oregon.gov/support/news_item.asp?id=527,,,,,,,,,,,matt.garrett@state.or.us,,,,,,
Tourism Commission,June 17th Oregon Tourism Commission Meeting,Oregon Tourism Commission,06/17/2014 09:00:00 AM,06/17/2014 12:00:00 PM,Grant County Regional Airport, John Day,OR,Welcome and Introductions; Commission Business - Approval of April 27th Meeting minutes; Presentation & Adoption of 2014-15 RCMP Plans; Packaged Travel Product in Rural Oregon; National Travel & Tourism Week Results; Local Industry Highlights; 7 Wonders Mid-Campaign Update; John Day River Territory - Rural Tourism Studio; Other Business; Commission Recognition,,Sarah Watson,,sarah@traveloregon.com,,,,,,,,,,,,sarah@traveloregon.com,,,,,,
Tourism Commission,Oregon Tourism Commission,February 2014 meeting,02/11/2014 09:00:00 AM,02/11/2014 12:00:00 PM,DoubleTree by Hilton Portland, Portland,OR,"Welcome and Introductions;
Commission Business;
Chair Remarks;
Statewide Master Plan Update;
Spring 2014 Campaign Launch;
Local Industry Highlights;
Review & Amend RCMP Guidelines;
Overview of Travel Oregon's Global Integrated Marketing;
Governor's Conference on Tourism Update;
Other Business",,Sarah Watson,503.967.1568,sarah@traveloregon.com,,,,,,,,,,,,sarah@traveloregon.com,,,,,,
Tourism Commission,Oregon Tourism Commission,April Commission Meeting,04/27/2014 01:00:00 PM,04/27/2014 03:00:00 PM,Sunriver Resort, Bend,OR,"Welcome & Introductions; Local Welcome; Commission Business - Approval of Minutes, Nominating Committee Report, Election of '14-'15 Officers, CEO Evaluation Process; Reports - Oregon Bike Friendly Business Program, VisaVue Update, Legislative Update, Statewide Tourism Action Plan Update, Governor's Conference Preview",,Sarah Watson,,sarah@traveloregon.com,,,,,,,,,,,,sarah@traveloregon.com,,,,,,
"Transportation Commission, Oregon",Oregon Transportation Commission,OTC Monthly Meeting,06/19/2014 10:00:00 AM,06/20/2014 02:00:00 PM,"Deschutes Service Building, 1300 NW Wall Street", Bend,OR,,Yes,Jacque,,jacque.l.carlisle@odot.state.or.us,http://www.oregon.gov/ODOT/COMM/pages/otc_main.aspx,,,,,,,,,,http://www.oregon.gov/ODOT/COMM/pages/otc_main.aspx,kevin.r.beckstrom@odot.state.or.us,,,http://www.oregon.gov/ODOT/COMM/pages/otc_main.aspx,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,06/12/2014 08:30:00 AM,06/12/2014 11:30:00 AM,Natural Resource Center 3415 Commercial St. SE  97302, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,,,,,,,,tara.l.caton@odot.state.or.us,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,05/08/2014 03:00:00 PM,05/08/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsworth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,katie.m.parlette@odot.state.or.us,,,,,,
Transportation Department,COACT,Central Oregon Area Commission on Transportation,01/09/2014 03:00:00 PM,01/09/2014 05:00:00 PM,243 E. Antler Avenue, Redmond,OR,,,Gary Farnsowrth,,Gary.C.Farnsworth@odot.state.or.us,,,,,,,,,,,http://coic2.org/community-development/central-oregon-area-commission-on-transportation/,katie.m.parlette@odot.state.or.us,,,,,,
Transportation Department,Oregon Local Program Committee,ODOT/FHWA/Local Agencies' Issues,05/21/2014 09:00:00 AM,05/21/2014 11:00:00 AM,"1201 Court ST NE, Rm 306", Salem,OR,"OLPC is a partnership with counties, cities, ODOT, MPOs and FHWA, which meets to improve policy, process and oversight in the delivery of the Local Federal Aid Program and other local street and road programs and projects administered through ODOT.  (This meeting will discuss Speed Zone Adjustments, Transportation Safety Division Grants, ""Win to Begin"" Consultant Selection, Certification Consultant Selection Update, and Local Agency Projects Update.)",Yes,Julie Redden,503-986-3153,julie.k.redden@odot.state.or.us,,,,,,,,,888-251-2909,868544,http://www.oregon.gov/ODOT/HWY/LGS/docs/OLPC/Agendas/AGENDA_3-21-14.pdf,julie.k.redden@odot.state.or.us,,,http://www.oregon.gov/ODOT/HWY/LGS/Pages/lpoc.aspx,,,
Transportation Department,South Central Oregon ACT,Area Commission on Transportation,02/14/2014 10:00:00 AM,02/14/2014 12:00:00 PM,1301 South G Street, Lakeview,OR,"Meeting held at the BLM Interagency Building

Call In code: 6213140",Yes,Butch Hansen,,Norman.C.Hansen@odot.state.or.us,,,,,,,,,877-298-8255,,,katie.m.parlette@odot.state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/yKmWZwO35bFNBbbkTaud9s3Pg72ASHBKoyeuqoL8ZnI?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee Meeting,Panel of state government and industry representatives,02/13/2014 08:30:00 AM,02/13/2014 12:00:00 PM,Natural Resource Center; 3415 Commercial St SE, Salem,OR,"This committee is made up of representative from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,http://egov.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,,,,,,,,tara.l.caton@odot.state.or.us,https://data.oregon.gov/views/dvfy-gbe4/files/TGczIwRlar7P4F21i-o6btu5KcbvtTvYOzrV9jN-yac?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,01/17/2014 09:00:00 AM,01/17/2014 12:00:00 PM,"ODOT TLC Bldg., Alsea Conf. Room, 4040 Fairview Industrial Dr.", Salem,OR,"Select Chair/Vice Chair for 2014; Specialized Single Unit Truck Weight Limit Signs Update, All Roads Transportation Safety Program Update; Sign Police and Guidelines Update; Presentation on January NCUTCD Meeting; Update on 2070 Signal Timing Software and ODOT's Comments on MUTCD Long Range Strategic Plan.",Yes,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,215-861-0692,500038,,kathleen.e.mcconnell@odot.state.or.us,,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/Pages/traffic_control_devices_committee.aspx,,,
Transportation Department,Speed Zone Review Panel Hearing,Hear contested speed zone cases,06/19/2014 09:00:00 AM,06/19/2014 12:00:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Drive", Salem,OR,The City of Forest Grove is contesting recent speed zone investigation recommendation for speed on the Tualatin Valley Highway (OR47)within the city limits of Forest Grove.  Request for approval to move forward with OAR process to shorten existing 55 mph speed limit on Interstate 5 in Jackson County will also be discussed.,Yes,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/Pages/traffic_control_devices_committee.aspx,,kathleen mcconnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,kathleen.e.mcconnell@odot.state.or.us,,,,,,
