"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Independent Living Council,Executive Committee,Policy and Procedure Review,12/17/2019 10:00:00 AM,12/17/2019 12:00:00 PM,500 Summer St NE - Rm 457, Salem,OR,"Please contact the SILC if you plan to attend via phone, or in person, to get details about access to the room and parking, and to help us plan for appropriate meeting space.  The phone line will shut down after 20 minutes without a caller, if no one has notified us of their planned attendance.

In support of the SILC mission of inclusion, we ask people to refrain from wearing perfumes or other scents at the meetings so that those with chemical sensitivities may attend and participate comfortably. 

Accommodations including provision of interpreters, assistive listening devices, and materials in alternate formats are available upon request. Although every effort will be made to arrange accommodations within 48-hour notice, the SILC requests earliest possible notice to ensure accommodations.
",No,Shelly Emery,503-945-6204,shelly.emery@state.or.us,,https://goo.gl/maps/aDGKm3awtjq,,Shelly Emery,503-945-6204,shelly.emery@state.or.us,true,,,,,,,,http://www.oregon.gov/DHS/SENIORS-DISABILITIES/SILC/Pages/meetings.aspx,I:\OVRS-SILC\Committees-SILC\EC\EC Meetings\EC 2019\12.17.19 EC Mtg\12.17.19 EC Mtg Pkt\00-12.17.19 Proposed EC Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/33867179-7c6e-48dd-ad24-68da18eb3c27?download=true&filename=I:\OVRS-SILC\Committees-SILC\EC\EC%20Meetings\EC%202019\12.17.19%20EC%20Mtg\12.17.19%20EC%20Mtg%20Pkt\00-12.17.19%20Proposed%20EC%20Agenda.docx),,,
"Health Authority, Oregon",Oregon Alliance to Prevent Suicide - Outreach and Awareness Committee Meeting,,12/17/2019 01:00:00 PM,12/17/2019 02:30:00 PM,Conference Call,N/A,OR,,Yes,Annette Marcus,503.399.7201,amarcus@aocmhp.org,,,,,,,,,888-585-9008,384-165-840#,,,,,,12. December 2019 Outreach and Awareness Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/2f1178af-31e4-486d-be1e-22e687b6c338?download=true&filename=12.%20December%202019%20Outreach%20and%20Awareness%20Agenda.docx),,,
Workers Compensation Board,Board Meeting ,,12/17/2019 01:00:00 PM,12/17/2019 05:00:00 AM,"2601 25th St. SE, STE 150 ",Salem ,OR,"Discussion of draft “attorney fee-related” rule language prepared in
response to the Members’ directions at their October 29, 2019, Board
meeting.

Discussion of additional draft “attorney fee-related” rule language
submitted by Member Lanning since the October 29, 2019, Board
meeting.

Discussion of additional draft “attorney fee-related” rule language
submitted by Member Curey since the October 29, 2019, Board
meeting.

Consideration of approving proposed “attorney fee-related” rule
amendments and scheduling a public “rulemaking” hearing to receive
written/oral comments from parties, practitioners, and the public
concerning any proposed rule amendments.",Yes ,Kayleen Atkins ,503-934-0123,kayleen.r.atkins@oregon.gov,,,,,,,,,,,,,,,,,,,
Independent Living Council,State Plan Committee,Development of recommendations on state plan evaluation measures.,12/17/2019 01:30:00 PM,12/17/2019 03:00:00 PM,"350 Winter St NE, Conf rm C", Salem,OR,"Please contact the SILC if you plan to attend, to get details about access to the room and parking, and to help us plan for appropriate meeting space.  

In support of the SILC mission of inclusion, we ask people to refrain from wearing perfumes or other scents at the meetings so that those with chemical sensitivities may attend and participate comfortably. 

Accommodations including provision of interpreters, assistive listening devices, and materials in alternate formats are available upon request. Although every effort will be made to arrange accommodations within 48-hour notice, the SILC requests earliest possible notice to ensure accommodations.
",No,Shelly Emery , 503-945-6204,shelly.emery@state.or.us,,https://goo.gl/maps/D2i3SzZbaW9qcXb98,,Shelly Emery , 503-945-6204,shelly.emery@state.or.us,,,,,,,,,http://www.oregon.gov/DHS/SENIORS-DISABILITIES/SILC/Pages/meetings.aspx,I:\OVRS-SILC\State Plan-SILC\SPIL Committee\FY2020 SC\2019.12.17 SC Mtg\12.17.19 SC Mtg Pkt\A-12.17.19 Proposed SC Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/120ae9bc-66f5-47be-a837-b56afc6dcb00?download=true&filename=I:\OVRS-SILC\State%20Plan-SILC\SPIL%20Committee\FY2020%20SC\2019.12.17%20SC%20Mtg\12.17.19%20SC%20Mtg%20Pkt\A-12.17.19%20Proposed%20SC%20Agenda.docx),,,
High Desert ESD,Board of Directors Meeting,,12/17/2019 05:30:00 PM,12/17/2019 07:30:00 PM,High Desert ESD,Redmond,OR,,,Shelley Knutz,5416935608,shelley.knutz@hdesd.org,,,,,,,,,,,,,,,http://www.hdesd.org/about/board/meeting-agendas-and-minutes/,,,,
Environmental Quality Dept.,Public Hearing About Bullseye Glass,"DEQ invites the public to submit written comments on the conditions ofthe Bullseye Glass Company draft au- quality permit, known officially as Title V permit.",12/17/2019 06:00:00 PM,12/17/2019 08:00:00 PM,"Copeland Commons at TaborSpace, 5441 SE Belmont Street", Portland,OR,,yes,Northwest Region Air Quality Permit Coordmator,,WRAOpermitsfai.dea.state.or.us,,,,,,,,,,,,,,,https://go.usa.gov/xEJf2,,,,
Multnomah ESD,Board Regular Session meeting,,12/17/2019 06:00:00 PM,12/17/2019 08:00:00 PM,11611 NE Ainsworth Circle,Portland,OR,"The Multnomah Education Service District Board of Directors will meet in Regular Session at 6:00 p.m. on December 17, 2019, in the Board Room at 11611 NE Ainsworth Circle, Portland, OR 97220. ",,Heather Severns,,hseverns@mesd.k12.or.us,,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Oregon Alliance to Prevent Suicide - Schools Committee Meeting,,12/18/2019 08:30:00 AM,12/18/2019 10:00:00 AM,Conference Call,N/A,OR,,Yes,Annette Marcus,503.399.7201,amarcus@aocmhp.org,,,,,,,,https://global.gotomeeting.com/join/729625549,888-585-9008,384-165-840#,,,,,,12. Schools Committee December 2019 Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/903cc15c-847a-4f5c-9ddf-1592fc13ed75?download=true&filename=12.%20Schools%20Committee%20December%202019%20Agenda.docx),,,
"Health Authority, Oregon",All Plan System Technical ,,12/18/2019 09:00:00 AM,12/18/2019 12:00:00 PM,HSB - 160,Salem,OR,,Yes,David Neely ,,david.c.neely@dhsoha.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/HSD/OHP/Pages/CCO-System-Technical.aspx (http://www.oregon.gov/oha/HSD/OHP/Pages/CCO-System-Technical.aspx%20),,,,
"Health Authority, Oregon",2020-2024 State Health Improvement Plan Institutional Bias subcommittees,,12/18/2019 10:00:00 AM,12/18/2019 12:00:00 PM,"Portland State Office Building, Room 915, 800 NE Oregon Street", Portland,OR,Agenda: Develop and review strategies to support priority area goals.,Yes,Elizabeth Gharst,971-666-2476,elizabeth.a.gharst@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/342131813%E2%80%8B,(646) 749-3122,342-131-813​,,,,,https://www.oregon.gov/oha/PH/ABOUT/Pages/Institutional-Bias.aspx,,,,
"Health Authority, Oregon",APAC TAG,All-Payer All-Claims Technical Advisory Group,12/18/2019 10:00:00 AM,12/18/2019 12:00:00 PM,"421 SW Oak St, Suite 775 - Transformation Conference Room", Portland,OR,,,Marcus Hart,,marcus.d.hart@dhsoha.state.or.us,,,,,,,,https://register.gotowebinar.com/register/2239280069326082306,877-810-9415,1773452,,,,,https://www.oregon.gov/oha/HPA/ANALYTICS/Pages/All-Payer-All-Claims-TAG.aspx,,,,
"Health Authority, Oregon",Administrative rulemaking hearing - Dental Pilot Project Program,,12/18/2019 11:00:00 AM,12/18/2019 11:00:00 AM,"Portland State Office Building, 800 NE Oregon St. Room 900", Portland,OR,"The Oregon Health Authority (Authority), Public Health Division, Oral Health Program is proposing to permanently amend administrative rules in chapter 333, division 10 ""Dental Pilot Projects"" to clarify the rules so that applicants and approved projects can better understand the applicable requirements and possible consequences for failing to adhere to requirements.

The amended rules clarify what is required for Dental Pilot Project applications; defines the following terms: adverse events, applicable standard of care, employment/utilization sites and underserved populations. Rule language quantifies the minimum percentage that a dental pilot project must focus on at each site or by each trainee to align with the intent of SB 738 (2011) that established the Dental Pilot Project Program.",Yes,Brittany Hall,,publichealth.rules@state.or.us,,,,,,,,,,,,,,,http://www.healthoregon.org/dpp,,,,
"Health Authority, Oregon",Oregon Alliance to Prevent Suicide - Transitions of Care Committee Meeting,,12/18/2019 11:00:00 AM,12/18/2019 01:00:00 PM,"2051 Kaen Road, 2nd Floor – Room 238",Oregon City,OR,,Yes,Annette Marcus,503.399.7201,amarcus@aocmhp.org,,,,,,,,https://zoom.us/j/751543631,+16699006833,751543631#,,,,,,December 2019 Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/2b3a4bbe-bff1-411a-a6f2-f977cf04c7b1?download=true&filename=December%202019%20Agenda.docx),,,
Governor's Office,Regional Solutions Advisory Committee: South Valley/Mid-Coast,,12/18/2019 02:30:00 PM,12/18/2019 04:30:00 PM,University of Oregon Ford Alumni Center – UO Executive Board Room (4th Floor) 1720 East 13th Avenue, Eugene,OR,,https://www.oregon.gov/gov/admin/regional-solutions/Pages/Submit%20Comments.aspx,Rebekah Degner,5033786502,Rebekah.DEGNER@oregon.gov,,,,,,,,,+15414652805,552851#,,,,,,2019.12.18 SVMC RSAC Meeting Agenda and Materials.pdf (https://data.oregon.gov/views/gs36-7t8m/files/a1bcd987-4c0d-448c-b24d-ec3e62d2eb12?download=true&filename=2019.12.18%20SVMC%20RSAC%20Meeting%20Agenda%20and%20Materials.pdf),,,
Nursing Board,Oregon State Board of Nursing Board Meeting via Teleconference,The Board will meet for the purpose of discussing and taking action on discplinary cases,12/18/2019 04:30:00 PM,12/18/2019 06:00:00 PM,17938 SW Upper Boones Ferry Road,Portland,OR,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,Peggy Lightfoot,971-673-0638,peggy.lightfoot@state.or.us,,,,,https://www.oregon.gov/osbn/Pages/board-meetings.aspx,,,,,,,,
Clackamas ESD,Board of Directors Regular Session,,12/18/2019 06:00:00 PM,12/18/2019 08:30:00 PM,13455 SE 97th Ave,Clackamas,OR,,,Board Secretary,5036754003,pbonner@clackesd.org,,"https://www.google.com/maps/place/13455+SE+97th+Ave,+Clackamas,+OR+97015/@45.4268743,-122.5628962,3a,75y,256.02h,94.3t/data=!3m6!1e1!3m4!1shRFg9UjepSjdy2ERUbCq7Q!2e0!7i13312!8i6656!4m5!3m4!1s0x5495758ffa60acd5:0xded1bfa038281d56!8m2!3d45.4267355!4d-122.5635882",,Board Secretary,5036754003,pbonner@clackesd.org,,,,,,,,,https://v3.boardbook.org/Public/PublicHome.aspx?ak=1000564,,,,
Columbia Gorge ESD,Board of Directors Meeting,Monthly board meeting,12/18/2019 07:00:00 PM,12/18/2019 08:00:00 PM,1717 West Tenth Street, The Dalles,OR,Regular monthly board meeting.,Yes,Mary Bowen,541-506-2240,mbowen@cgesd.k12.or.us,,,,Mary Bowen,541-506-22240,mbowen@cgesd.k12.or.us,,,,,https://www.cgesd.k12.or.us/cms/lib/OR01915656/Centricity/Domain/13/December%202019%20Agenda.pdf,,,,https://www.cgesd.k12.or.us/cms/lib/OR01915656/Centricity/Domain/13/December%202019%20Minutes.pdf,December 2019 Agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/19b3ca63-b0ac-4a47-b032-4f89b71929e3?download=true&filename=December%202019%20Agenda.pdf),,,
Psychology Board,Consumer Protection Committee Meeting,,12/19/2019 08:00:00 AM,12/19/2019 10:00:00 AM,3218 Pringle Rd SE,Salem,OR,"Morrow Crane Building, 1st Floor Small Conference Room.",,Board Staff,503-378-4154,psychology.board@oregon.gov,,,https://www.oregon.gov/psychology/documents/Calendar.pdf,,503-378-4154,,,,,,,,,,https://www.oregon.gov/psychology/pages/Meetings.aspx,Meeting_Notice_CPC_12-19-19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/78c3645e-6a18-4285-becf-75a9a60d8820?download=true&filename=Meeting_Notice_CPC_12-19-19.pdf),,,
"Innovation Council, Oregon",Oregon InC Meeting CANCELED,,12/19/2019 09:00:00 AM,12/19/2019 12:00:00 PM,TBD, ,OR,,Yes,Mark Brady,,mark.brady@oregon.gov,,,,,,,,,,,https://www.oregon4biz.com/Innovate-&-Create/Oregon-InC/Meetings/,,,,https://www.oregon4biz.com/Innovate-&-Create/Oregon-InC/Meetings/,,,,
Labor and Industries Bureau,OSATC - Council,,12/19/2019 10:00:00 AM,12/19/2019 12:00:00 PM,"Oregon Laborers JATC, 17242 NE Sacramento St", Portland,OR,,,Rachelle Herbert,,rachelle.herbert@state.or.us,,,https://www.oregon.gov/boli/ATD/docs/Council/OSATCMeetingDates2019.pdf,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Public Health Advisory Board Accountability Metrics Subcommittee,,12/19/2019 02:00:00 PM,12/19/2019 03:30:00 PM,By webinar,n/a,OR,Agenda: Approve May 6 meeting minutes; discuss purpose of annual accountability metrics reports and improvements for the 2020 report; hear update on changes to some measures for 2020.,Yes,Sara Beaudrault,971-645-5766,sara.beaudrault@state.or.us,,,,,,,true,https://zoom.us/j/691521831,699-900-6833,691 521 831,https://www.oregon.gov/oha/PH/ABOUT/Documents/phab/2019-12-19-PHAB-Accountability-Metrics-Subcommittee-agenda.pdf,,,,http://www.oregon.gov/oha/ph/About/Pages/ophab.aspx,,,,
Oregon Commission for the Blind,BECC Special Meeting,,12/19/2019 03:00:00 PM,12/19/2019 05:00:00 PM,OCB (535 SE 12th Ave), Portland,OR,See attached agenda.,Yes,Katherine Peace,971-673-1596,katherine.peace@state.or.us,,,,,,,,,404-443-6397,943611#,https://www.oregon.gov/blind/BEP/Pages/BE-Meeting-Archive.aspx,,,,https://www.oregon.gov/blind/BEP/Pages/BE-Meeting-Archive.aspx,BECC Special Meeting 12-19-19 Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/241ba5f6-5aa1-4173-ab8c-d93a1cf90bc8?download=true&filename=BECC%20Special%20Meeting%2012-19-19%20Agenda.docx),,,
"Health Authority, Oregon",*Duplicate* Oregon State Hospital Rulemaking Hearing,,12/19/2019 03:30:00 PM,12/19/2019 04:30:00 PM,Oregon State Hospital 2600 Center St, Salem,OR,"Large Hearing Room
1. Must check in with security, bring ID
2. Allow time to get processed as it
takes time to get from parking lot
3. Must check in before hearing to
present at the hearing
4. You can not bring contraband, cell
phones into the public hearing
5. Must adhere to dress code",Yes,Adina Canales,,OSH.Rules@dhsoha.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/oha/OSH/Pages/Rulemaking-Hearings.aspx,,,,
"Health Authority, Oregon",Oregon State Hospital Rulemaking Hearing,,12/19/2019 03:30:00 PM,12/19/2019 04:30:00 PM,2600 Center Street NE, Salem,OR,"SPECIAL INSTRUCTIONS:
1. Must check in with security, bring ID
2. Allow time to get processed as it takes time to get from parking lot
3. Must check in before hearing to present at the hearing
4. You can not bring contraband, cell phones into the public hearing
5. Must adhere to dress code",Yes,Adina Canales,503-945-0937,OSH.Rules@dhsoha.state.or.us,,https://goo.gl/maps/tiXXMc6F5q62,,,,,,,,,,,,,https://www.oregon.gov/oha/OSH/Pages/public-meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,12/19/2019 05:00:00 PM,12/19/2019 07:00:00 PM,Red Lion Inn, Pendleton,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Tall Fescue Commission, Oregon",Tall Fescue Commission Meeting,Regular Scheduled Commission Meeting,12/19/2019 06:00:00 PM,12/19/2019 08:00:00 PM,Cascade Grill, Albany,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,,,
Psychology Board,Education Committee Meeting,,12/20/2019 08:00:00 AM,12/20/2019 10:00:00 AM,3218 Pringle Rd SE, Salem,OR,"Morrow Building, 1st Floor, Small Conference room.",,Board Staff,503-378-4154,psychology.board@oregon.gov,,,https://www.oregon.gov/psychology/documents/Calendar.pdf,,503-378-4154,,,,,,,,,,https://www.oregon.gov/psychology/pages/Meetings.aspx,Meeting_Notice_EC_12-20-19.pdf (https://data.oregon.gov/views/gs36-7t8m/files/88f08812-c963-4f4a-8c49-a9b9e179fd6a?download=true&filename=Meeting_Notice_EC_12-20-19.pdf),,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,12/20/2019 08:00:00 AM,12/20/2019 01:00:00 PM,Red Lion Inn, Pendleton,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
Long Term Care Ombudsman,Monthly Meeting,,12/20/2019 08:30:00 AM,12/20/2019 11:30:00 AM,3855 Wolverine St NE Unit 6, Salem,OR,,,Tami Hinshaw,503 378-6624,tami.hinshaw@oregon.gov,,,,,,,,,,,https://drive.google.com/file/d/1eEhSOZlAvKKMVGJLEPATHqq7VPZkE6VU/view,,,,,,,,
Appraiser Certification and Licensure Board,Special Board Meeting,,12/20/2019 10:00:00 AM,12/20/2019 11:00:00 AM,"200 Hawthorne Avenue SE, Suite C-302", Salem,OR,,,Jacki Fish,503-485-2555,jacki.fish@oregon.gov,,,,,,,,,,,,,,,,,,,
"Lottery Commission, Oregon State",Oregon State Lottery Commission Meeting,Monthly commission meeting,12/20/2019 10:00:00 AM,12/20/2019 11:00:00 AM,"500 Airport Road, SE", Salem,OR,"Commissioners will attend the Dec. 20, 2019 meeting via telephone.  A conference room will be set up at the Oregon Lottery office for any members of the public that wish to attend.",No,Alisa Zavala,503.540.1490,alisa.zavala@state.or.us,,,,,,,,,,,https://oregonlottery.org/about/commission-meetings,,,,https://oregonlottery.org/about/commission-meetings,,,,
"Health Authority, Oregon",2020-2024 State Health Improvement Plan Economic Drivers of Health subcommittees,,12/20/2019 01:00:00 PM,12/20/2019 03:00:00 PM,"Portland State Office Building, Room 900, 800 NE Oregon Street", Portland,OR,,Yes,Elizabeth Gharst,971-666-2476,elizabeth.a.gharst@state.or.us,,,,,,,true,,(669) 900 6833,393 128 009,,,,,https://www.oregon.gov/oha/PH/ABOUT/Pages/Economic-Drivers.aspx,,,,
Travel Information Council,Special Telephonic Council Meeting  ,Council will vote on approval of funds for the water repair at Gettings Creek Rest Area.,12/30/2019 09:00:00 AM,12/30/2019 09:30:00 AM,"TIC Offices, 1500 Liberty St. SE , Suite 150 ",Salem,OR,,,Jessica Carbone,5033730155,jessicac@oregontic.com,,,,,,,,,,,,,,,,12-30-19 Special.pdf (https://data.oregon.gov/views/gs36-7t8m/files/3dd6c406-18d3-4a10-82bf-9ca94a522abe?download=true&filename=12-30-19%20Special.pdf),,,
