"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,Special Public Meeting - Transmission Workshop 4,,05/23/2019 09:00:00 AM,05/23/2019 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - PAC AMI opt out Tariff,,03/08/2019 01:30:00 PM,03/08/2019 04:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - 2019 Natural Gas Outlook,,07/16/2019 01:30:00 PM,07/16/2019 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Idaho Power 2017 IRP Update,,03/12/2019 01:30:00 PM,03/12/2019 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Canceled ,,05/02/2019 09:30:00 AM,05/02/2019 12:30:00 PM,"  201 High St. SE, Suite 100 - Hearing Room ",Lebanon,OR,,,Candie Menza,,candice.menza@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,06/18/2019 09:30:00 AM,06/18/2019 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 78 Idaho Power IRP Commission Workshop 1,,08/18/2022 01:30:00 PM,08/18/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 78 Idaho Power IRP Commission Workshop 2,,10/06/2022 09:30:00 AM,10/06/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 78 Idaho Power IRP Final Public Comments,,11/29/2022 01:30:00 PM,11/29/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,OUNC Board of Directors Meeting,"Clackamas Community College Wilsonville Training Center – Room 111/112 29353 SW Town Center – Loop E Wilsonville, OR 97070 Conference call is available for this meeting. Please dial 503-594-1850",07/10/2019 09:00:00 AM,07/10/2019 12:00:00 PM,Clackamas Community Collage 29353 SW Town Center - Loop E  Wilsonville Training Center - Room 111/112, Wilsonville,OR,"Anyone wishing to give testimony to the board must first sign-in on the
Testimony Register prior to the beginning of the meeting. Each individual will be
given five minutes to speak on the record. Each speaker shall submit written
testimony that follows the verbal statement(s), prior to addressing the Board.
No more than 45 minutes will be allowed for open testimony. If time runs short,
written testimony shall be submitted in lieu of a verbal statement.",,Kitty Davis,503-781-6988,kitty@digsafelyoregon.com,,,,,,,,503-594-1850,,,,,,
Public Utility Commission,State Led Market Study: Stakeholder Meeting ,,10/09/2019 01:30:00 PM,10/09/2019 03:30:00 PM,"Westin San Diego, California Ballroom",San Diego,CA,"EXPLORING WESTERN ORGANIZED MARKET CONFIGURATIONS: 
A Western States’ Study of Coordinated Market Options to Advance State Energy Policies (or the “State Led Market Study”)
",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting AR 631 Rulemaking Workshop,,04/20/2022 01:30:00 PM,04/20/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting AR 638 Risk-Based Wildfire Rulemaking Hearing,,06/02/2022 09:30:00 AM,06/02/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Executive Director Selection Committee Meeting,,05/24/2019 01:00:00 PM,05/24/2019 03:00:00 PM,1215 State Street,Salem,OR,"Oregon Department of Justice
Robertson Building I, Lower Level,
Meeting in the Redwood Room
1215 State Street
Salem, OR 97301
                                                ",,Kitty Davis,503-781-6988,kitty@digsafelyoregon.com,,,,,,,,515-606-5385,759869,,,,,
Public Utility Commission,Special Public Meeting AR 638 Wildfire Protection Plans Commission Workshop,,02/08/2022 01:30:00 PM,02/08/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,OUNC Board of Directors Meeting,,06/12/2019 09:00:00 AM,06/12/2019 05:00:00 PM,1522 Cline Falls Hwy,Redmond,OR,"Eagle Crest Resort
Conference Center- Room B
1522 Cline Falls Hwy
Redmond, OR 97756
Anyone wishing to give testimony to the board must first sign-in on the
Testimony Register prior to the beginning of the meeting. Each individual will be given five minutes to speak on the record. Each speaker shall submit written testimony that follows the verbal statement(s), prior to addressing the Board.  No more than 45 minutes will be allowed for open testimony. If time runs short, written testimony shall be submitted in lieu of a verbal statement. ",,Kitty Davis,503-781-6988,kitty@digsafelyoregon.com,,,,,,,,515-606-5385,759869,,,,,
Public Utility Commission,Special Public Meeting LC 70 PacifiCorp 2019 IRP,,05/05/2020 01:30:00 PM,05/05/2020 04:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Portfolio Options Committee Public Meeting,,09/19/2018 09:00:00 AM,09/19/2018 12:00:00 PM,Flags Room of 2 World Trade Building at 121 SW Salmon St, Portland,OR,"“The Portfolio Options Committee will hold a regular meeting at 9:00 a.m. in the Flags Room of 2 World Trade Building at 121 SW Salmon St, Portland, OR 97204 on September 19, 2018. The meeting agenda will cover: portfolio option marketer updates and a review of the 2018 – 2019 work plan. 
The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Thomas Familia (503) 551-0531/ 1-800-648-3458 (TTY).”
",,Thomas Familia ,(503) 551-0531,thomas.familia@state.or.us,,,,Thomas Familia ,1-800-648-3458 (TTY),,,,,,,,,
Public Utility Commission,Portfolio Options Committee ,,12/12/2018 09:00:00 AM,12/12/2018 12:00:00 PM,"PacifiCorp Learning Center 2201 Lloyd Center, Suite 2265 - Rogue Conference Room",Portland,OR,"“The Portfolio Options Committee will hold a regular meeting at 9:00 a.m. in the Rogue Conference Room at 2201 Lloyd Center, Suite 2265 on December 12, 2018. The meeting agenda will cover: portfolio option marketer updates and a review of the 2018 – 2019 work plan. 

The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Thomas Familia (503) 551-0531/ 1-800-648-3458 (TTY).”
",,Thomas Familia,503-551-0531,thomas.familia@state.or.us,,,,,1-800-648-3458,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 1953 PGE Green Tariff Oral Argument,,12/03/2020 09:30:00 AM,12/03/2020 12:00:00 PM,Video Conference,Salem,OR,,,Kristi Collins,971-218-1189,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 74 Idaho Power IRP  Public Comment,,04/23/2020 06:00:00 PM,04/23/2020 08:00:00 PM,"Four Rivers Cultural Center & Museum, Collins Foundation Gallery Room 676 SE 5th Ave", Ontario,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2005 Distribution System Planning Workshop,,04/15/2020 09:00:00 AM,04/15/2020 03:45:00 PM,"PacifiCorp Learning Center, Suite 2265 Lloyd Center Mall 2201 Lloyd Center",Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,"CANCELED  Special Public Meeting - Executive Session, UE 375 PacifiCorp TAM Commissioner Workshop on Coal Fueling ",Special Public Meeting/ Executive Session UE 375 PacifiCorp TAM Commissioner Workshop on Coal Fueling per Order No. 20-023; Special Public Meeting and Executive Session to consider information exempt pursuant to ORS 192.660(2)(f).  Participants limited to signatories of General Protective Order No. 16-128 and Modified Protective Order No. 19-113.,04/10/2020 10:00:00 AM,04/10/2020 12:00:00 PM,"PacifiCorp Learning Center, Lloyd Center Mall, 2201 Lloyd Center, Suite 2265",Portland,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session LC 73 PGE's 2019 IRP,,04/16/2020 02:00:00 PM,04/16/2020 03:00:00 PM,Teleconference,Salem,OR,Special Public Meeting and Executive Session to consider information exempt pursuant to ORS 192.660(2)(f).  Participants limited to signatories of General Protective Order No. 16-128 and Modified Protective Order No. 19-113.,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  Executive Session,"The PUC will hold an executive session to consider legal advice on statutory authority from counsel pursuant to ORS 192.660(2(f) (information that is exempt by law from public inspection). Executive sessions are closed to members of the public, except the news media. See ORS 192.610(1) and (3).",03/13/2020 01:00:00 PM,03/13/2020 02:00:00 PM,"Portland Satellite Office 525 NE Oregon St., Suite 500","Portland,",OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UE 374 PAC Rate Case,,04/13/2020 05:00:00 PM,04/13/2020 08:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Executive Session,,03/20/2020 11:00:00 AM,03/20/2020 12:00:00 PM,Teleconference ,Salem,OR,"Executive Session
The PUC will hold an executive session to consider legal advice on statutory authority from counsel pursuant to ORS 192.660(2)(f) (information that is exempt by law from public inspection). Executive sessions are closed to members of the public, except the news media.  See ORS 192.610(1) and (3)
",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,1-866-390-1828,2252868#,,,,,
Public Utility Commission,Special Public Meeting - Tariff Rules,,03/17/2020 03:00:00 PM,03/17/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,"IMPORTANT MESSAGE:  This Special Public Meeting will be conducted by telephone only. To listen or participate, please dial 1-866-390-1828, then enter the passcode 2252868#.  At the beginning of the meeting, the Chair will ask if anyone on the telephone wants to provide public comment.  Please mute you phones when not talking.",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,1-866-390-1828,2252868#,,,,,
Public Utility Commission,CANCELED HB 3065 COLR Implementation Meeting,,03/17/2020 09:00:00 AM,03/17/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Tariff Rules Gas,,03/20/2020 02:00:00 PM,03/20/2020 03:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Tariff Rules Gas,,03/20/2020 02:00:00 PM,03/20/2020 03:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 1631 General Waiver Requests,,03/27/2020 10:00:00 AM,03/27/2020 11:00:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED Public Comment Hearing  HB 3065 COLR Implementation Meeting Mark Thompson,,04/22/2020 05:00:00 PM,04/22/2020 08:00:00 PM,"Four Rivers Cultural Center & Museum, Collins Foundation Gallery Room 676 SE 5th Ave",Ontario,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2059 PAC Application for Approval of 2020 All-Source Request for Proposal,,07/02/2020 09:30:00 AM,07/02/2020 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,07/14/2020 09:30:00 AM,07/14/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Implementing Legislation UM 2165 for HB 2165 / UM 2195 for HB 3141,,11/30/2021 01:30:00 PM,11/30/2021 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,CANCELED HB 3065 COLR Implementation Meeting,,04/14/2020 09:00:00 AM,04/14/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OTAP Advisory Committee Meeting,,01/16/2020 01:00:00 PM,01/16/2020 03:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kevin Roebke,,kevin.roebke@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OTAP Advisory Committee Meeting,,04/30/2020 01:00:00 PM,04/30/2020 03:00:00 PM,Teleconference,Salem,OR,,,Kevin Roebke,503-378-6211,ksroebke@puc.state.or.us ,,,,,,,,786-535-3211,139450869 ,,,,,
Public Utility Commission,Special Public Meeting UM 2059 PAC RFP Commission Workshop,,04/27/2020 01:30:00 PM,04/27/2020 04:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UE 370 & UE 372 Hearing,,06/16/2020 01:30:00 PM,06/16/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,07/28/2020 09:30:00 AM,07/28/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 74 Idaho Power IRP  Commission Workshop,,04/21/2020 01:30:00 PM,04/21/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,https://oregonpuc.granicus.com/DocumentViewer.php?file=oregonpuc_811d72df814279f4558fa71ec1c82cc0.pdf&view=1,,,,
Public Utility Commission,Special Public Meeting AR 632 Renewable Natural Gas Rulemaking Hearing,,04/28/2020 01:30:00 PM,04/28/2020 03:30:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 70 PacifiCorp 2019 IRP,,05/07/2020 09:30:00 AM,05/07/2020 11:30:00 AM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting PGE & PAC Wildfire Mitigation Plans,,05/21/2020 01:30:00 PM,05/21/2020 03:30:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Comment Hearing  HB 3065 COLR Implementation Meeting,,05/28/2020 06:00:00 PM,05/28/2020 08:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting HB 3065 COLR Public Comment Hearing,,06/09/2020 06:00:00 PM,06/09/2020 08:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 8,,05/27/2020 01:30:00 PM,05/27/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting AR 626 Certificate of Public Convenience and Necessity Rule Update,,06/25/2020 09:30:00 AM,06/25/2020 12:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2005.Investigation Into Distribution System Planning Webinar,,04/30/2020 02:00:00 PM,04/30/2020 03:30:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Executive Session Docket AR 626.,,08/11/2020 02:00:00 PM,08/11/2020 03:30:00 PM,Teleconference,Salem,OR,"The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f). Executive sessions are closed to members of the public, except the news media. See ORS 192.610(2) and 192.660(1) & (3) ",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,OUS FUND ADVISORY BOARD MEETING,,05/06/2020 10:00:00 AM,05/06/2020 12:00:00 PM,Teleconference,Salem,OR,,,Roger White,503-378-6371,roger.white@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 7,,05/21/2020 01:30:00 PM,05/21/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 10,,06/11/2020 01:30:00 PM,06/11/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 9,,06/10/2020 01:30:00 PM,06/10/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 2,,05/05/2020 01:30:00 PM,05/05/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,https://www.oregon.gov/puc/utilities/Pages/Distribution-System-Planning.aspx,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 2,,05/06/2020 01:30:00 PM,05/06/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 3,,05/08/2020 01:30:00 PM,05/08/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED   Special Public Meeting PCN 4 Public Comment Hearing,,05/12/2020 06:00:00 PM,05/12/2020 08:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting/Executive Session UE 375 PacifiCorp 2021 TAM Workshop ,Special Public Meeting and Executive Session to consider information exempt pursuant to ORS 192.660(2)(f).  Participants limited to signatories of General Protective Order No. 16-128 and Modified Protective Order No. 19-113.,05/12/2020 09:30:00 AM,05/12/2020 12:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 4,,05/13/2020 01:30:00 PM,05/13/2020 03:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 5,,05/14/2020 09:30:00 AM,05/14/2020 11:00:00 AM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 6,,05/20/2020 09:30:00 AM,05/20/2020 11:00:00 AM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting -  UE 374 PacifiCorp Request for a General Rate Revision,,05/07/2020 01:30:00 PM,05/07/2020 02:30:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,https://oregonpuc.granicus.com/DocumentViewer.php?file=oregonpuc_215a1ca02e5f0e79258f79ccb85f7773.pdf&view=1,,,,
Public Utility Commission,CANCELED  Special Public Meeting  UM 2005 Investigation Into Distribution System Planning - Webinar 9,,05/28/2020 01:30:00 PM,05/28/2020 03:30:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,https://www.oregon.gov/puc/utilities/Pages/Distribution-System-Planning.aspx,,,,
Public Utility Commission,Special Public Meeting AR 626 Rulemaking,,12/02/2021 09:30:00 AM,12/02/2021 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,08/25/2020 09:30:00 AM,08/25/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission, Special Public Meeting Executive Session Docket UM 2024 and UE 335,,08/11/2020 03:30:00 PM,08/11/2020 05:00:00 PM,Teleconference,Salem,OR,"The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f). Executive sessions are closed to members of the public, except the news media. See ORS 192.610(2) and 192.660(1) & (3) ",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting HB 3065 COLR Workshop #5,,08/13/2020 09:30:00 AM,08/13/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting PCN 4 Public Comment Hearing,,06/04/2020 06:00:00 PM,06/04/2020 08:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2114 Effects of COVID-19,,09/24/2020 09:30:00 AM,09/24/2020 11:30:00 AM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Report to PUC – Response to and Impacts of Labor day Windstorm and Wildfires,,10/01/2020 01:00:00 PM,10/01/2020 04:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UE 374 PacifiCorp Rate Case Evidentiary Hearing,,09/09/2020 09:00:00 AM,09/09/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/17/2020 09:30:00 AM,11/17/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UE 374 PacifiCorp Rate Case Evidentiary Hearing,,09/10/2020 09:00:00 AM,09/09/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/22/2020 09:30:00 AM,09/22/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/06/2020 09:30:00 AM,10/06/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,"Special Public Meeting SPM Continued discussion of UM 2108, continued from 8/11/20 RPM (if needed)",,08/12/2020 01:30:00 PM,08/12/2020 03:30:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting PCN4 Umatilla Electric Cooperative Hearing,,10/29/2020 09:30:00 AM,10/29/2020 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/29/2020 09:30:00 AM,12/29/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 74 Idaho Power IRP Presentation,,10/22/2020 01:30:00 PM,10/22/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UE 374 PacifiCorp Rate Case Oral Argument,,10/28/2020 01:15:00 PM,10/28/2020 05:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/20/2020 09:30:00 AM,10/20/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/03/2020 09:30:00 AM,11/03/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting CenturyLink/Lumen ,,11/30/2020 01:30:00 PM,11/30/2020 03:30:00 PM,Video Conference,Salem,OR,,,Kristi Collins,971-218-1189,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED Special Public Meeting LC 76 Cascade IRP Commission Workshop,,01/26/2021 01:30:00 PM,01/26/2021 04:00:00 PM,TBD,Salem,OR,,,Kristi Collins,971-218-1189,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED   Special Public Meeting UM 2118 Sunthurst/PAC HEARING,,03/11/2021 09:30:00 AM,03/11/2021 04:30:00 PM,TBD,Salem,OR,,,Kristi Collins,971-218-1189,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/01/2020 09:30:00 AM,12/01/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/15/2020 09:30:00 AM,12/15/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
