"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Forestry, State Board of",Eastern Oregon Regional Forest Practices Committee ,,05/25/2017 09:00:00 AM,05/25/2017 03:00:00 PM,"Oregon Department of Forestry office, 611 20th Street", La Grande,OR,,,Susan Dominique ,503-945-7502,susan.dominique@oregon.gov,,,,,,,,,,,,,,,,,,,
Medical Assistance Program Administration,CCO Pharmacy Directors,,05/25/2017 09:00:00 AM,05/25/2017 11:30:00 AM,"Barbara Roberts Human Services Building, Rooms 137 A-D", Salem,OR,,,Lindsay Newton,503-947-1195,lindsay.newton@state.or.us,,,,,,,,,,,,,,,,,,,
"Pharmacy, State Board",Rulemaking Hearing,May 2017 Rulemaking Hearing,05/25/2017 09:30:00 AM,05/25/2017 12:00:00 PM,Portland State Office Building, Portland,OR,,,Karen MacLean,971-673-0001,Karen.S.MacLean@state.or.us,,http://www.oregon.gov/pharmacy/Pages/psob.aspx,,Loretta Glenn,971-673-0001,Loretta.Glenn@state.or.us,,,,,http://www.oregon.gov/pharmacy/Pages/Laws_Rules.aspx,,,,http://www.oregon.gov/pharmacy/Pages/Laws_Rules.aspx,,,,
"Maritime Pilots, Oregon Board of",Board Meeting,Regular Session,05/25/2017 10:30:00 AM,05/25/2017 12:30:00 PM,Location TBA, Coos Bay,OR,,,Susan Johnson,,susan.johnson@state.or.us,http://www.puc.state.or.us/BMP,,,,,,,,,,,susan.johnson@state.or.us,,,,,,,
Medical Assistance Program Administration,Oregon Pharmacy and Therapeutics Committee,The committee advises the Oregon Health Authority on which prescription drugs should be included on any preferred drug list or formulary established by the Health Authority. ,05/25/2017 12:00:00 PM,05/25/2017 05:00:00 PM,"Barbara Roberts Human Services Building, Rooms 137 A-D", Salem,OR,,Yes,Lindsay Newton,503-947-1195,lindsay.newton@state.or.us,,,,,,,,,,,http://pharmacy.oregonstate.edu/drug-policy/oregon-pharmacy-therapeutics-committee/meetings-agenda,,,,http://www.oregon.gov/oha/healthplan/Pages/pt-committee.aspx,,,,
Human Services Department,Governor's Commission on Senior Services Executive Committee,,05/25/2017 01:00:00 PM,05/25/2017 02:30:00 PM,"500 Summer St NE, Room 165", Salem,OR,,Yes,Rebecca Arce,503-947-5019,rebeccca.e.arce@state.or.us,,,,Kelsey Gleeson,,kelsey.gleeson@state.or.us,,,888-363-4735,3439085,,,,,,,,,
"Health Policy & Analytics, Oregon","Metrics Technical Advisory Group to meet May 25, 2017",,05/25/2017 01:00:00 PM,05/25/2017 03:00:00 PM,"421 SW Oak St. Lincoln Building, 8th floor (Mary Conference Room)", Portland,OR,"May 24, 2017

Contact: Courtney Crowell 971-712-6503 (media inquiries)
Pamela Naylor, 503-559-2216 (meeting information or accommodations)

Metrics Technical Advisory Group to meet May 25, 2017 

What: The Oregon Health Authority Metrics Technical Advisory Group will meet in Portland on Thursday, May 25, 2017

When: Thursday, May 25, 2017, 1 p.m. to 3 p.m.

Where: Lincoln Building, 8th floor (Mary Conference Room), 421 SW Oak St. Portland OR 97204

Attendees can also join remotely through a webinar and conference line: 
•	Webinar link: https://attendee.gotowebinar.com/rt/3481507190725738756
•	Conference line: 1-888-848-7030, participant code 695-684

Agenda:
•	Welcome and introductions
•	Effective contraceptive use measure – TAG recommendations
•	Updates 
•	SBIRT EHR-based measure workgroup update
•	TAG 2018 recommendations to Metrics & Scoring
•	Adjourn

For more information, please visit the committee's website at http://www.oregon.gov/oha/analytics/Pages/Metrics-Technical-Advisory-Group.aspx. 

The meeting site is accessible to people with disabilities. Individuals requiring accommodation may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

# # #
",,Courtney Crowell,971-712-6503,COURTNEY.W.CROWELL@dhsoha.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/oha/analytics/Pages/Metrics-Technical-Advisory-Group.aspx,Metrics TAG May 2017 Agenda_final.pdf (https://data.oregon.gov/views/gs36-7t8m/files/41d36cd2-5585-466e-b40b-597ec52bbe16?download=true&filename=Metrics%20TAG%20May%202017%20Agenda_final.pdf),,,
Public Utility Commission,CANCELED Special Public Meeting - Administrative Issues/Legislative Coordination,,05/25/2017 01:30:00 PM,05/25/2017 02:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Environmental Quality Dept.,Webinar: Proposed 1200-Z Water Quality Permit ,DEQ will host a webinar on Thursday May 25 at 1:30 p.m. to provide updates and explain the technical process used to develop the proposed regional metal benchmarks in the permit.,05/25/2017 01:30:00 PM,05/25/2017 02:30:00 PM,webinar,Portland,OR,,,Katherine Benenati,541-686-7997,benenati.katherine@deq.state.or.us,,,,,,,true,https://www.connectmeeting.att.com%20,,2045600,,,,,http://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=2050,,,,
"Medical Imaging, Board of",Rules advisory committee meeting -- limited permit,Supervision of temporary limited permit holders,05/25/2017 03:00:00 PM,05/25/2017 05:00:00 PM,"Room 445, 800 NE Oregon Street", Portland,OR,"1.	Further discussion of draft rules regarding proposed amendments to oversee the process for persons to obtain a limited x-ray permit from the Board of Medical Imaging.  Rules under discussion include OAR337-010-0030, OAR 337-010,0031, and may also include discussion with Radiation Protection Services regarding possible amendment to OAR 333-106-0055. ",yes,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,Ed Conlow,971-673-0216,ed.conlow@state.or.us,,,,,http://www.oregon.gov/OBMI/docs/May-25-2017-RAC-Revised-Agenda.pdf,,,,,,,,
Oregon Commission for the Blind,BECC Regular Meeting,,05/25/2017 03:30:00 PM,05/25/2017 05:30:00 PM,Oregon Commission for the Blind - 535 SE 12th Avenue,Portland,OR,,yes,Mark Riesmeyer,971.673.1596,Mark.Riesmeyer@state.or.us,,,,,,,,,404-443-6397,943611#,,,,,,5-25-17 BECC Meeting Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/6122bcd1-0346-4090-9eb1-da7b82fdbef0?download=true&filename=5-25-17%20BECC%20Meeting%20Agenda.docx),,,
Higher Education Coordinating Commission,Higher Education Coordinating Commission Special Meeting ,,05/25/2017 04:00:00 PM,05/25/2017 05:30:00 PM,ODOT Transportation Bld -  355 Capitol St NE - Gail Achterman Conference Room - Room 103,Salem,OR,,,Kyra Mathews,(503) 947-5948,Kyra.mathews@state.or.us,,,,,,,,,888-273-3658,5934430,http://www.oregon.gov/highered/about/Documents/Commission/COMMISSION/2017/05-May-25-17/0.0%20AGENDA.pdf,,,,,,,,
"Liquor Control Commission, Oregon",May Commission Meeting,,05/26/2017 09:30:00 AM,05/26/2017 05:00:00 PM,9079 SE McLoughlin Blvd., Portland,OR,,Yes,Laura Paul,503-872-5006,laura.paul@oregon.gov,,"https://www.google.com/maps/place/OLCC+Oregon+Liquor+Control+Commission/@45.4571964,-122.6433373,17z/data=!4m10!1m7!3m6!1s0x54950ad28ee0bd6f:0xceda789c6d3f114a!2s9079+SE+McLoughlin+Blvd,+Milwaukie,+OR+97222!3b1!8m2!3d45.4571964!4d-122.6411486!3m1!1s0x54950ad28062e2cf:0xa676c70e2422bce1",http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Commission_Meetings,,,,,,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Commission_Meetings,,,,http://www.oregon.gov/OLCC/pages/public_meetings.aspx#Commission_Meetings,,,,
"Forestry, State Board of",Forest Trust Land Advisory Committee,,05/26/2017 09:30:00 AM,05/26/2017 12:00:00 PM,"Oregon Department of Forestry, 2600 State Street, Tillamook Room", Salem,OR,,,Ken Armstrong,503-945-7420,ken.w.armstrong@oregon.gov,,,,,,,,,,,,,,,,,,,
Public Employees Retirement Board,PERS Board Meeting,,05/26/2017 01:00:00 PM,05/26/2017 01:00:00 PM,PERS Board Room, Tigard,OR,,,Joli Whitney,,joli.a.whitney@state.or.us,,,,,,,,,,,,,,,,,,,
"Albacore Commission, Oregon",Special Meeting Conference Call,,05/30/2017 09:00:00 AM,05/30/2017 10:00:00 AM,Conference Call, Lincoln City,OR,,,Nancy Fitzpatrick,5419942647,nancy@oregonsalmon.org,,,,,,,,,,,,,,,,OAC May 30 Conf call agenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/bdb3efee-2b39-44f1-b0e0-031bc9c8b107?download=true&filename=OAC%20May%2030%20Conf%20call%20agenda.pdf),,,
Public Utility Commission,Public Meeting,,05/30/2017 09:30:00 AM,05/30/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues/Legislative Coordination,,05/30/2017 01:30:00 PM,05/30/2017 02:30:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,,,,,,
Fish and Wildlife Department,Commercial Fisheries Permit Board ,"The Commercial Fisheries Permit Board will meet on Tuesday, May 30, 2017 at 2 p.m. to prepare the final order in the limited entry blue/black rockfish permit contested case for Josh Johnson.",05/30/2017 02:00:00 PM,05/30/2017 03:00:00 PM,4034 Fairview Ind Dr SE,Salem,OR,"The Commercial Fisheries Permit Board will meet on Tuesday, May 30, 2017 at 2 p.m. to prepare the final order in the limited entry blue/black rockfish permit contested case for Josh Johnson.

Public wishing to listen to the meeting may do so at the Oregon Department of Fish and Wildlife Headquarters Building, 4034 Fairview Industrial Dr. SE, Salem, Ore.

The meeting location is accessible to person with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 24 hours before the meeting to Linda Lytle, (503) 947-6112.
",,Linda Lytle,,linda.r.lytle@state.or.us,,,,,,,,http://www.dfw.state.or.us/agency/public_meetings.asp,,,,,,,,,,,
"Health Authority, Oregon",Public Health Advisory Board Accountability Metrics Subcommittee,,05/31/2017 09:30:00 AM,05/31/2017 11:30:00 AM,By webinar,n/a,OR,"What: A public meeting of the Accountability Metrics Subcommittee of the Public Health Advisory Board

Agenda: Approve April meeting minutes; review findings from accountability metrics stakeholder survey; select metrics to recommend to Public Health Advisory Board for adoption; prepare for accountability metrics presentation at June board meeting

When: Wednesday, May 31, 9:30-11:30 a.m. A 10-minute public comment period is scheduled at 10:50 a.m.; comments may be limited to three minutes.

Where: By webinar at: https://attendee.gotowebinar.com/register/5150607625475124481. The public also may attend by conference call at 877-873-8017, access code 767068#.

Oregon’s Public Health Advisory Board provides guidance for Oregon’s governmental public health system and oversees the implementation of public health modernization and Oregon’s State Health Improvement Plan. The Accountability Metrics Subcommittee develops recommendations about public health quality measures for consideration by the board.

Program contact: Sara Beaudrault, 971-673-0432; sara.beaudrault@state.or.us

# # #

Public Health Advisory Board website: http://public.health.oregon.gov/About/Pages/ophab.aspx
",Yes,Sara Beaudrault,971-673-0432,sara.beaudrault@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/5150607625475124481,877-873-8017,767068#,http://public.health.oregon.gov/About/Documents/phab/May-31-PHAB-accountability-agenda.pdf,,,,http://public.health.oregon.gov/About/Pages/ophab.aspx,,,,
"Health Authority, Oregon",Nurse Staffing Advisory Board Quarterly Meeting,,05/31/2017 01:00:00 PM,05/31/2017 05:00:00 PM,"800 NE Oregon Street, Room 1D", Portland,OR,Contact Anna L Davis for conference call or accessibility information.,Yes,Anna L Davis,971-673-2950,anna.l.davis@state.or.us,,,,,,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - AR 612 Rulemaking,,05/31/2017 01:30:00 PM,05/31/2017 02:00:00 PM,201 High Street SE - Hearing Room, Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,5033786611,,,,,,,,,,,,,,
Medical Assistance Program Administration,Rule Advisory Committee - Medical-Surgical Services Program,Discuss proposed rule changes to 410-130-0015 related to doula reimbursement,05/31/2017 02:00:00 PM,05/31/2017 03:30:00 PM,"Barbara Roberts Human Services Building, 500 Summer St NE, Room 137A", Salem,OR,"Through a temporary rule filing effective May 1, 2017, OHA revised this OAR to allow doula services to be billed as a global package and to differentiate doula services from maternity case management. The OHA is now seeking to make this OAR change permanent.  ",,Nathan Roberts,503-945-6530,nathan.w.roberts@state.or.us,,,,,,,,,1-866-390-1828,639037#,,,,,,I:\Admin Rules- DMAP Program\RAC\RACs for 2017\5.31.17 Med-Surg\RAC Notification.pdf (https://data.oregon.gov/views/gs36-7t8m/files/6f6e6aa2-558b-4c93-b64c-08d1484eeea9?download=true&filename=I:\Admin%20Rules-%20DMAP%20Program\RAC\RACs%20for%202017\5.31.17%20Med-Surg\RAC%20Notification.pdf),,,
"Engineering and Land Surveying, Board of Examiners for",Special Board Meeting,,05/31/2017 02:00:00 PM,05/31/2017 05:00:00 PM,670 Hawthorne Ave SE Ste 220, Salem,OR,,,Shawn Thornhill,5033622666,osbeels@osbeels.org,,,,,,,,,,,,,,,http://www.oregon.gov/Osbeels/Pages/meetings.aspx,,,,
Oregon Commission for the Blind,BECC Special Meeting,,05/31/2017 03:30:00 PM,05/31/2017 05:00:00 PM,Oregon Commission for the Blind - 535 SE 12th Avenue, Portland,OR,,yes,Mark Riesmeyer,971.673.1596,Mark.Riesmeyer@state.or.us,,,,,,,,,404-443-6397,943611#,,,,,,5-31-17 BECC Special Meeting Agenda.docx (https://data.oregon.gov/views/gs36-7t8m/files/506c8772-9920-4c9a-acde-55542c3c8364?download=true&filename=5-31-17%20BECC%20Special%20Meeting%20Agenda.docx),,,
