"g_nero","municipio_de_nacimiento","pa_s","municipio_direcci_n","barrio_direcci_n","estrato","estado_civil","eps","grupo_sisben","zona","nivel_de_formaci_n","ocupaci_n","medio_de_transporte","multiculturalidad","estado","fecha_de_matr_cula","jornada","programa","per_odo","nivel","edad"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2015-2","SEMESTRE 2","25"
"Femenino","Envigado","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2019-2","SEMESTRE 1","20"
"Masculino","Sin respuesta","Colombia","Itagui","La Aldea","3","Casado(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2014-2","SEMESTRE 1","42"
"Femenino","Envigado","Colombia","Envigado","El Salado","2","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-11-09T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-2","SEMESTRE 2","37"
"Masculino","Medellín","Colombia","Envigado","El Dorado","4","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2018-11-01T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","31"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Itagui","Colombia","Envigado","Alcalá","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Activo","2022-02-01T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","22"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Coomeva EPS","N0","Rural","Básica secundaria","Estudiante superior","A Pie","No aplica","Activo","2018-05-21T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2022-1","SEMESTRE 2","22"
"Femenino","Sin respuesta","Colombia","Medellín","12 De Octubre",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Sin estado",,"NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)",,,"30"
"Masculino","Andes","Colombia","Envigado","La Magnolia","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2017-01-17T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-1","SEMESTRE 2","24"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-08-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","19"
"Masculino","Belalcázar","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","Cabeza de familia","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2020-02-04T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2020-1","SEMESTRE 1","29"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Casado(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2016-08-09T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2016-2","SEMESTRE 1","59"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Unión libre","EPS Sura","N0","Urbana","Media","Desempleado","A Pie","No aplica","Inactivo","2021-02-12T10:00:00Z","NOCHE","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2021-2","SEMESTRE 2","41"
"Masculino","Sin respuesta","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","26"
"Femenino","Itagui","Colombia","Envigado","Barrio Mesa","3","Divorciado(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2019-01-31T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-2","SEMESTRE 2","38"
"Masculino","Envigado","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Sancionado","2019-06-06T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2020-1","SEMESTRE 2","21"
"Femenino","Baranoa","Colombia","Envigado","Los Naranjos","3","Soltero(a)","Salud Total EPS","C5","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2022-02-15T10:00:00Z","DIURNA","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2022-1","SEMESTRE 1","37"
"Masculino","Venezuela","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-07-27T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2021-2","SEMESTRE 1","36"
"Masculino","Turbo","Colombia","Envigado","Loma Del Barro","3","Casado(a)","Policía Nacional","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","Afrodescendiente","Graduado","2020-01-21T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2021-1","SEMESTRE 2","45"
"Femenino","Caucasia","Colombia","Envigado","Las Antillas","4","Casado(a)","EPS Sura","D21","Urbana","Media","Independiente","Particular Automóvil","No aplica","Graduado","2020-01-27T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2020-1","SEMESTRE 1","42"
"Femenino","San Gil","Colombia","Envigado","La Sebastiana","2","Casado(a)","EPS Sura","B4","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-08-10T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-1","SEMESTRE 2","47"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","Desplazado","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","18"
"Masculino","Medellín","Colombia","Envigado","Las Flores","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-03-16T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Sancionado","2016-01-29T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2016-2","SEMESTRE 1","24"
"Masculino","Sin respuesta","Colombia","Envigado","San Rafael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Graduado","2014-06-21T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","39"
"Femenino","Retiro","Colombia","Retiro","Los Salados","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","Desplazado","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","19"
"Masculino","Envigado","Colombia","Sabaneta","Sabaneta","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-04-28T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Cancelado","2016-05-18T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2016-2","SEMESTRE 1","27"
"Masculino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2015-12-23T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 2","23"
"Femenino","Envigado","Colombia","Envigado","El Trianón","3","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2018-05-02T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","27"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2017-01-23T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-1","SEMESTRE 1","23"
"Masculino","Itagui","Colombia","Envigado","Las Flores","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2018-06-27T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-1","SEMESTRE 2","33"
"Masculino","Popayán","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2018-02-14T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018 - MT","DÉCIMO","19"
"Masculino","Medellín","Colombia","Envigado","Zuñiga","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2019-02-04T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2020-1","SEMESTRE 2","22"
"Masculino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","No Aplica","C15","Urbana","Media","Empleado","Público Otro","No aplica","Activo","2022-02-01T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","25"
"Masculino","Medellín","Colombia","Envigado","San José","3","Soltero(a)","Coomeva EPS","A2","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Sancionado","2021-02-15T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 2","19"
"Femenino","Sin respuesta","Sin respuesta",,"Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-24T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","57"
"Masculino","Envigado","Colombia","Envigado","Vereda - Las Palmas","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Sin respuesta","Colombia","Envigado","La Paz","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Sin respuesta","No aplica","Inactivo","2016-01-13T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-1","SEMESTRE 1","25"
"Masculino","Bello","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2018-01-04T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-1","SEMESTRE 2","23"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-11-29T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","27"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Unión libre","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Taxi","No aplica","Graduado","2018-01-11T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","24"
"Masculino","Itagui","Colombia","Envigado","El Dorado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media",,"Sin respuesta","No aplica","Inactivo","2016-01-22T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2016-1","SEMESTRE 1","26"
"Masculino","Envigado","Colombia","Envigado","San Marcos","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2016-07-26T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-1","SEMESTRE 2","27"
"Masculino","Envigado","Colombia","Envigado","Primavera","2","Separado(a)","Savia Salud","C16","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2021-07-27T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 1","48"
"Masculino","Medellín","Colombia","Itagui","Los Gómez","3","Soltero(a)","Sanitas EPS","A1","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2021-09-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2015-07-08T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2016-1","SEMESTRE 2","24"
"Femenino","Puerto Asís","Colombia","Envigado","San José","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2018-05-16T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","22"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2018-01-17T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","20"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2017-11-01T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2018-01-12T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-2","SEMESTRE 2","21"
"Femenino","Medellín","Colombia","Envigado","El Salado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-11T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","32"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Inactivo","2020-01-16T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2020-1","SEMESTRE 1","33"
"Masculino","Sin respuesta","Colombia","Envigado","La Magnolia","3","Unión libre","Cafesalud  EPS","Sin respuesta","Rural","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-05-05T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","30"
"Masculino","Sabaneta","Colombia","Sabaneta","La Doctora","2","Soltero(a)","Cafesalud  EPS","Sin respuesta","Rural","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2016-12-21T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2017-2","SEMESTRE 2","29"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Particular Otro","No aplica","Graduado","2018-05-29T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2019-1","SEMESTRE 2","21"
"Femenino","Itagui","Colombia","Envigado","San José","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2016-06-24T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-1","SEMESTRE 2","24"
"Femenino","Medellín","Colombia","Envigado","San Rafael","2","Soltero(a)","SISBEN","A5","Urbana","Media","Desempleado","Público Bus o Buseta","Cabeza de familia","Inactivo","2021-08-12T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2021-2","SEMESTRE 1","57"
"Femenino","Itagui","Colombia","Envigado","Alcalá","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Particular Automóvil","No aplica","Graduado","2014-06-21T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","39"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","15"
"Femenino","Itagui","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Salud Total EPS","C3","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2021-02-03T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-2","SEMESTRE 2","21"
"Femenino","Leticia","Colombia","Envigado","San José","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","Indigena","Graduado","2019-01-16T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 2","20"
"Femenino","Medellín","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-05-20T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","31"
"Masculino","Medellín","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","N","Rural","Media","Estudiante superior","Público Bus o Buseta","Desplazado","Activo","2019-12-09T10:00:00Z","DIURNA","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 1","21"
"Masculino","Bogotá","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Manizales","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-07-28T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2021-2","SEMESTRE 1","38"
"Masculino","Medellín","Colombia","Envigado","El Dorado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2019-02-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2019 - MT","DÉCIMO","20"
"Femenino","Ituango","Colombia","Itagui","Sin respuesta","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2015-11-12T10:00:00Z","NOCHE","MIN TRABAJO INICIAL","2015-2","SEMESTRE 1","33"
"Masculino","Medellín","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2016-01-23T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","Sin respuesta","No aplica","Sancionado","2016-07-22T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2016-2","SEMESTRE 1","29"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","1","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Desempleado","Peatón","No aplica","Graduado","2016-12-12T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-2","SEMESTRE 2","27"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","1","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria",,"A Pie","No aplica","Graduado","2014-06-21T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015- 1","SEMESTRE 2","33"
"Masculino","Medellín","Colombia","Envigado","Las Flores","3","Soltero(a)","Suramericana","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Graduado","2020-01-30T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","35"
"Masculino","Medellín","Colombia","Medellín","El Salado","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Inactivo","2020-02-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2021 - MT","ONCE","17"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2020-07-28T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2021-1","SEMESTRE 2","19"
"Femenino","Sin respuesta","Colombia","Envigado","Las Flores","3","Soltero(a)","Colsanitas","Sin respuesta","Urbana","Media","Independiente","Sin respuesta","No aplica","Inactivo","2016-06-24T10:00:00Z","NOCHE","TÉCNICO LABORAL EN MESA Y BAR","2016-2","SEMESTRE 1","41"
"Femenino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2016-01-19T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 2","30"
"Femenino","Envigado","Colombia","Envigado","El Salado","2","Unión libre","No Aplica","Sin respuesta","Rural","Media","Desempleado","Público Bus o Buseta","No aplica","Graduado","2018-04-03T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2018-1","SEMESTRE 1","23"
"Masculino","Medellín","Colombia","Envigado","Las Antillas","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta","Desempleado","Otro","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","18"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-30T10:00:00Z","DIURNA","EXTENSIÓN - ESTANDARES DE INSPECCION SANITARIA","2020-2","SEMESTRE 1","46"
