"incidentnum","servyr","servnumid","primaryoc","moniker","age_class","from_age","to_age","race","ethnic","sex","height","weight","build","complexion","eyes","glasses","hair","hairlenght","voice","facialhair","facialhaircolor","peculiarities","comment","created_on","updated_on"
"020988-2018","2018","020988-2018-01",,,,"25","25","White","Hispanic or Latino","Male","4'11''","150","Small",,,,,,,,,,,"2018-01-29 01:27:24.0000000","2018-01-29 01:27:24.0000000"
"159982-2020","2020","159982-2020-01","MA-13990001-H1",,,"17","99","Black","Non-Hispanic or Latino","Male","6'60''","180","Slight","Dark",,,"Black","Short",,,,,"Clothing Description: GRAY TANK TOP, BLUE JEAN SHORTS,","2020-09-09 04:48:34.0000000","2020-09-09 04:48:36.0000000"
"152081-2017","2017","152081-2017-01",,,,"35","45","Black",,"Male",,,,,"Brown",,"Black",,,,,,"Shirt: YELLOW Pants: RED","2017-07-05 04:11:58.0000000","2017-07-05 04:11:58.0000000"
"106080-2019","2019","106080-2019-01","MB-54990008-V13",,,"15","40","Unknown",,"Male",,,,,,,,,,,,,,"2019-05-27 21:06:49.0000000","2019-05-27 21:07:04.0000000"
"218706-2017","2017","218706-2017-01",,,,,,"Black",,"Male","5'10''",,,,,,"N/A","Bald",,,,,"Shirt: BLACK SHIRT Pants: DARK JEANS","2017-09-24 05:35:04.0000000","2017-09-24 05:35:04.0000000"
"037626-2017","2017","037626-2017-01",,"BRETT",,,,"Black","Non-Hispanic or Latino","Male","5'10''","220","Heavy","Dark",,,,,,,,,"Shirt: Y Jacket: N Pants: Y Shoe: N Hat: N Additional Clothing: WHITE LONG SLEEVE SHIRT, DARK COLOR JEANS","2017-02-16 20:41:15.0000000","2017-02-16 20:41:15.0000000"
"100536-2020","2020","100536-2020-02","FS-22990001-E2",,,"25","30","White","Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-06-08 02:00:29.0000000","2020-06-08 02:00:35.0000000"
"163606-2015","2015","163606-2015-01",,,,,,"Black","Non-Hispanic or Latino","Male","6'00''","150","Thin",,,,,,,,,,"Comments: WHITE PILLOW CASE AS BAG Shirt: BLACK Pants: BLACK SHORTS Additional Clothing: BLACK SHIRT AND SHORTS","2015-07-17 05:06:28.0000000","2015-07-17 05:06:28.0000000"
"008092-2021","2021","008092-2021-01","MA-22990004-F1",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: GREY SWEATER, BLACK PANTS","2021-01-14 14:57:37.0000000","2021-04-22 13:49:04.0000000"
"159327-2020","2020","159327-2020-01","MC-99999999-H34",,,"55","60","Middle Eastern","Non-Hispanic or Latino","Male","6'00''","175","Slight","Medium","Unknown","No","Other","Medium","Profane","Beard","Other",,"Comments: HOMELESS MALE WHO SLEEPS IN THE AREA Clothing Description: BLACK SHIRT, GRAY SWEATPANTS, BLACK SOCKS ROLLED DOWN SO HEELS WERE UNCOVERED Trademark: LONG GRAY HAIR, LONG GRAY BEARD, ETHNICITY UNKNOWN (APPEARED MIDDLE EASTERN BUT POSSIBLY WHITE)","2020-09-08 10:03:48.0000000","2020-09-08 10:03:50.0000000"
"056471-2016","2016","056471-2016-01",,,,"15","18","Black",,"Male",,,,,,,,,,,,,"Additional Clothing: ALL BLACK CLOTHING","2016-03-09 18:52:42.0000000","2016-03-09 18:52:42.0000000"
"248331-2017","2017","248331-2017-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2017-11-01 17:34:18.0000000","2017-11-01 17:34:18.0000000"
"123789-2017","2017","123789-2017-01",,,,"18","25","Hispanic or Latino",,"Male","5'10''","170",,,,,,,,,,,"Shirt: BLACK T-SHIRT Pants: BLACK BAGGIE SHORTS Shoe: BLACK TENNIS WITH WHITE SOLES Hat: BLUE BB CAP GRAY BRIM Additional Clothing: CARRYING A WHITE SHOULDER BAG WITH DALLAS STAR ON SIDE","2017-06-01 22:05:50.0000000","2017-06-01 22:05:50.0000000"
"230743-2016","2016","230743-2016-04",,,,,,"Black",,"Male",,,,,,,,,,,,,"Shirt: RED","2016-09-25 05:24:41.0000000","2016-09-25 05:24:41.0000000"
"250545-2018","2018","250545-2018-01","MA-22990004-F1",,,"20","25","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Clothing Description: GREY SWEATER, BLACK SHORTS.","2018-11-20 01:16:58.0000000","2018-11-20 01:17:02.0000000"
"080886-2015","2015","080886-2015-02",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","6'60''",,"Thin",,,,"Black","Short",,,,,"Shirt: WHITE SHIRT Jacket: NONE Pants: BLUE JEAN SHORTS Shoe: UNKNOWN Hat: NONE Additional Clothing: SEE ABOVE Trademark: SUSPECT #3: HANDS/FEET","2015-04-16 21:13:19.0000000","2015-04-16 21:13:19.0000000"
"072807-2020","2020","072807-2020-01","FS-24110003-G13",,,"17","30","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2020-04-23 10:26:48.0000000","2020-04-23 10:26:49.0000000"
"023218-2016","2016","023218-2016-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Additional Clothing: GRAY SWEATSHIRT WITH BLACK PATCHES ON ELBOWS","2016-01-29 23:33:59.0000000","2016-01-29 23:33:59.0000000"
"026859-2020","2020","026859-2020-01","MB-29990042-L99",,,"30","40","Black",,"Male",,,,,,,,,,,,,"Clothing Description: ALL BLACK WITH A BROWN PLAID JACKET ON","2020-02-09 18:30:58.0000000","2020-02-09 18:31:00.0000000"
"181774-2019","2019","181774-2019-01","MB-29990042-L99",,,"17","99","White","Hispanic or Latino","Male","5'07''","175","Thin","Medium","Unknown","No","Black","Short","Other","None","N/A",,"Comments: FACEBOOK NAME: TITO NICA Clothing Description: UNKNOWN","2019-09-07 13:37:40.0000000","2019-09-07 13:37:41.0000000"
"188896-2017","2017","188896-2017-01",,,,"20","25","White",,"Male",,,"Medium",,,,"Blonde","Medium",,,,,"Shirt: WHITE T SHIRT Pants: JEANS Shoe: TENNIS SHOES Additional Clothing: SAFETY VEST","2017-08-19 02:50:23.0000000","2017-08-19 02:50:23.0000000"
"103786-2016","2016","103786-2016-01",,,,,,"Black",,"Male",,,,,,,,,,,,,,"2016-05-02 18:13:16.0000000","2016-05-02 18:13:16.0000000"
"056927-2018","2018","056927-2018-01","MC-99999999-NC107",,,"25","35","Black",,"Male","5'54''","150","Thin",,,,"Black","Long",,,,,"Clothing Description: BLUE SHIRT, BLAND JACKET AND BLUE JEANS Trademark: LONG DREADLOCKS","2018-03-18 07:41:13.0000000","2018-03-18 07:41:32.0000000"
"074515-2015","2015","074515-2015-01",,,,"25","35","Black",,"Male","6'02''","190",,,,,,,,,,,"Shirt: BURGANDY/BROWN SHIRT Jacket: NONE Pants: BROWN Hat: NONE","2015-04-04 17:49:28.0000000","2015-04-04 17:49:28.0000000"
"156987-2018","2018","156987-2018-01","MC-99999999-F151",,,"18","20","White","Non-Hispanic or Latino","Male","5'06''","140","Light",,,,"Brown",,,,,,"Clothing Description: BALL CAP","2018-07-18 10:47:10.0000000","2018-07-18 10:47:15.0000000"
"015211-2021","2021","015211-2021-01","MB-54990007-V11",,,"0","0","Black","Unknown","Male",,,,,,,,,,,,,,"2021-01-26 07:53:38.0000000","2021-04-27 08:27:47.0000000"
"210663-2019","2019","210663-2019-01","MA-53990001-H21",,,"20","25","Black",,"Male",,,,,"Brown",,"Brown","Short",,,,,,"2019-10-17 01:46:36.0000000","2019-10-17 01:46:37.0000000"
"275885-2016","2016","275885-2016-01",,,,"25","30","Hispanic or Latino","Hispanic or Latino","Male","5'09''","200","Heavy",,,,"Black","Short",,"None","N/A",,"Shirt: BLACK HOODIE Pants: JEANS Additional Clothing: BLACK BACKPACK","2016-11-18 05:14:04.0000000","2016-11-18 05:14:04.0000000"
"113423-2020","2020","113423-2020-02","F3-52130005-D48,MA-299900",,,"0","0","Black","Unknown","Male",,,,,,,,,,,,,,"2020-06-30 16:54:18.0000000","2020-11-22 09:34:53.0000000"
"002653-2018","2018","002653-2018-01",,"T-BONE",,"44","50","Black","Non-Hispanic or Latino","Male","5'55''","180",,,,,,,,"Beard","Other",,"Jacket: BLACK HOODIE RED LETTERING Pants: BLACK Shoe: BLACK AND RED Hat: RED WHITE AND BLUE TEXAS BEANI Additional Clothing: ABOVE","2018-01-04 20:41:18.0000000","2018-01-04 20:41:18.0000000"
"090860-2015","2015","090860-2015-01",,,,,,"Black",,"Male",,,"Muscular",,,,,,"Raspy",,,,"Shirt: WHITE MUSCLE SHIRT Pants: BLUE JEANS Additional Clothing: WHITE MUSCLE SHIRT AND BLUE JEANS","2015-04-25 14:51:09.0000000","2015-04-25 14:51:09.0000000"
"211287-2021","2021","211287-2021-01","F2-12990001-C1",,,"45","55","White","Non-Hispanic or Latino","Male",,,,,,,,,,,,,"Comments: SUSPECT BELIEVED TO BE ROBERT KARL BENSON W/M 4/14/1970","2021-11-25 18:18:44.0000000","2021-11-25 18:18:49.0000000"
"113271-2020","2020","113271-2020-01","F1-12990002-C4",,,"20","25","Black","Non-Hispanic or Latino","Male","5'09''","150","Slight","Medium","Unknown",,"Black","Long","Masculine",,,,"Clothing Description: WHITE SHIRT, DARK SHORTS, DARK BACKPACK","2020-06-28 17:58:25.0000000","2020-06-28 17:58:26.0000000"
"235948-2018","2018","235948-2018-03","F1-12990002-C3",,,"18","25","Black","Non-Hispanic or Latino","Male","5'57''","170","Thin","Medium",,,,,,,,,"Clothing Description: LIGHT COLOR CLOTHING","2018-10-29 01:28:33.0000000","2018-10-29 01:28:38.0000000"
"145838-2018","2018","145838-2018-01","F1-12990002-C4",,,"25","30","Black","Non-Hispanic or Latino","Male","5'10''",,,,,,,,,"Goatee","Black",,"Comments: BLACK HAND GUN Clothing Description: BLACK SHIRT, BLACK PANTS","2018-07-10 07:50:30.0000000","2018-07-10 07:50:31.0000000"
"814189-2021","2021","814189-2021-01",,,,"20","30","White","Unknown","Male",,,,,,,,,,,,,,"2021-12-06 09:02:43.0000000","2021-12-06 09:02:44.0000000"
"116059-2015","2015","116059-2015-06",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2015-05-23 22:43:35.0000000","2015-05-23 22:43:35.0000000"
"027663-2017","2017","027663-2017-02",,,,"15","18","Black","Non-Hispanic or Latino","Male","6'00''",,,,,,,,,,,,"Jacket: GRAY Pants: GRAY Additional Clothing: GRAY HOODIE AND GRAY PANTS","2017-02-05 00:37:21.0000000","2017-02-05 00:37:21.0000000"
"049661-2016","2016","049661-2016-01",,,,,,"Hispanic or Latino",,"Male",,,,,,,,,,,,,,"2016-03-09 00:59:44.0000000","2016-03-09 00:59:44.0000000"
"154247-2018","2018","154247-2018-01","F2-13150005-D4",,,"23","26","White","Hispanic or Latino","Male","5'56''","280","Heavy",,,,,"Short",,"None",,,"Clothing Description: WHITE SHIRT BLUE JEANS","2018-07-15 03:56:37.0000000","2018-07-15 03:56:40.0000000"
"005931-2020","2020","005931-2020-01","F3-25890002-J75",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,"Black","Shaved",,,,,"Clothing Description: BLACK ADIDAS JOGGER PANTS W/ BLACK ADIDAS JACKET Trademark: CLEAN SHAVEN, SMALL FADE","2020-01-16 21:07:09.0000000","2020-03-19 12:28:50.0000000"
"072556-2017","2017","072556-2017-02",,"MELVIN",,"18","20","Black","Non-Hispanic or Latino","Male","5'06''","150","Thin","Light",,,"Black","Short",,"Mustache","Black",,"Shirt: WHITE Pants: RED","2017-04-01 21:02:15.0000000","2017-04-01 21:02:15.0000000"
"160930-2015","2015","160930-2015-01",,,,"19","23","Black",,"Male","5'58''",,"Small","Dark",,,"Black","Short",,,,,"Shirt: GRAY TANK Pants: BLACK SHORTS  Trademark: SILVER CROSS CHAIN","2015-07-19 10:29:28.0000000","2015-07-19 10:29:28.0000000"
"224458-2017","2017","224458-2017-02",,,,"35","40","Black","Non-Hispanic or Latino","Male","6'00''","190",,,,,"Black",,,,,,,"2017-10-01 11:44:41.0000000","2017-10-01 11:44:41.0000000"
"098401-2016","2016","098401-2016-02",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2016-04-25 19:28:11.0000000","2016-04-25 19:28:11.0000000"
"116331-2018","2018","116331-2018-01","MA-13990001-H1",,,"1","99","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2018-05-31 06:09:39.0000000","2018-05-31 06:09:43.0000000"
"038165-2018","2018","038165-2018-01","FS-22990001-E1",,,"10","99","Unknown","Unknown","Male","6'00''","200","Unknown","Unknown","Unknown",,,"Unknown","Unknown",,,,"Clothing Description: DARK HOODED WINTER JACKET, GLOVES, DARK PANTS","2018-02-22 05:47:58.0000000","2018-02-22 05:48:06.0000000"
"026180-2015","2015","026180-2015-01",,,,"20","30","Black","Non-Hispanic or Latino","Male","6'00''","180","Medium",,,,,,,,,,"Jacket: WHITE SWEATER Pants: BLUE JEANS Additional Clothing: WHIE SWEATER, BLUE JEANS","2015-02-03 07:21:14.0000000","2015-02-03 07:21:14.0000000"
"019791-2020","2020","019791-2020-01","NA-99999999-Z5","ROCK",,"40","50","Black","Non-Hispanic or Latino","Male","6'60''","250","Heavy","Dark",,,"Black",,,"Beard","Other",,"Clothing Description: BLUE JEANS, BLACK JACKET Trademark: BLK/GREY BEARD","2020-01-31 20:56:19.0000000","2020-01-31 20:56:22.0000000"
"030337-2016","2016","030337-2016-01",,,,,,,,"Male","5'57''","160",,,,,,,,,,,"Additional Clothing: PAINTERS SUIT WITH HOOOD AND GLOVES","2016-02-07 07:25:43.0000000","2016-02-07 07:25:43.0000000"
"201462-2018","2018","201462-2018-01","MA-29990043-L100",,,"35","40","White","Hispanic or Latino","Male","5'10''","300",,,,,,,,"Beard",,,,"2018-09-10 22:51:35.0000000","2018-09-10 22:51:40.0000000"
"295554-2015","2015","295554-2015-01",,,,"30","35","Hispanic or Latino","Hispanic or Latino","Male","5'07''","160","Medium",,"Brown",,"Black","Short",,,,,"Shirt: TAN CHECKERED SHIRT Jacket: N/A Pants: BLACK Shoe: BLACK Hat: DARK COLORED HAT Additional Clothing: SAME AS ABOVE","2015-12-20 18:21:28.0000000","2015-12-20 18:21:28.0000000"
"205541-2017","2017","205541-2017-01",,,,,,"Black",,"Male","6'02''",,,,,,,,,,,,"Shirt: DARK Jacket: NONE Pants: DARK Shoe: DARK Hat: NONE Additional Clothing: SEE ABOVE","2017-09-08 04:32:59.0000000","2017-09-08 04:32:59.0000000"
"087452-2016","2016","087452-2016-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","5'11''","170","Slight",,"Brown",,"Black","Short",,,,,"Jacket: BLACK Pants: JEANS","2016-04-13 15:14:40.0000000","2016-04-13 15:14:40.0000000"
"161612-2016","2016","161612-2016-02",,,,"18","20","Black",,"Male","5'10''","150",,,,,,,,,,,,"2016-07-04 01:22:35.0000000","2016-07-04 01:22:35.0000000"
"158464-2017","2017","158464-2017-02",,,,"25","30","Black",,"Male",,,,,,,,,,,,,"Shirt: RED SHIRT","2017-07-12 22:11:14.0000000","2017-07-12 22:11:14.0000000"
"127113-2019","2019","127113-2019-01","FS-62050121-U201",,,"18","25","Black",,"Male",,,,,,,,,,,,,,"2019-06-24 13:50:42.0000000","2019-06-24 13:50:53.0000000"
"269816-2016","2016","269816-2016-01",,,,,,"Black","Non-Hispanic or Latino","Male","5'08''","160","Small","Unknown",,,,,,,,,"Jacket: BLACK Pants: BLACK Shoe: BLACK Additional Clothing: NO GOOD DESCRIPTION","2016-11-10 23:05:49.0000000","2016-11-10 23:05:49.0000000"
"153754-2016","2016","153754-2016-01",,,,"25","35","Hispanic or Latino","Hispanic or Latino","Male","5'09''","170","Medium",,,,,,,"Beard",,,"Pants: WORK PANTS Shoe: BOOTS Additional Clothing: SEE ABOVE","2016-06-25 23:37:28.0000000","2016-06-25 23:37:28.0000000"
"205233-2020","2020","205233-2020-01","MB-23990191-F184",,,"40","45","Black","Non-Hispanic or Latino","Male","5'59''","160","Thin","Dark","Unknown",,"N/A","Unknown",,,,,"Comments: UNKN SUSP(S) TOOK PROPERTY FROM COMP'S LOCATION WITHOUT PAYING Clothing Description: BLACK MASK, RED JACKET, BLACK PANTS Trademark: BLACK GATOR SHIELD GUARD, TATTOO ON FACE","2020-11-17 23:32:58.0000000","2020-11-17 23:33:00.0000000"
"122503-2018","2018","122503-2018-01","FS-24110003-G13",,,"0","0","Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2018-06-07 10:30:47.0000000","2020-09-10 11:30:45.0000000"
"224795-2020","2020","224795-2020-01","MA-22990004-F1",,,"26","27","Black","Non-Hispanic or Latino","Male","5'58''","170",,,,,,,,,,,"Comments: MAIN SUSP / PASSENGER Clothing Description: BLACK SWEATER / BLUE JEANS","2020-12-17 11:00:43.0000000","2020-12-17 11:00:43.0000000"
"039721-2015","2015","039721-2015-01",,,,,,"Unknown",,"Male",,,,,,,,,,,,,"Shirt: BLACK Jacket: LIGHT COLORED HOODIE Pants: BLACK  Trademark: WEARING GLOVES","2015-02-20 14:08:39.0000000","2015-02-20 14:08:39.0000000"
"087339-2015","2015","087339-2015-01",,,,,,"Hispanic or Latino",,"Male",,,"Muscular","Unknown","Unknown",,"Other","Bald","Unknown","Other",,,"Shirt: UNK Jacket: UNK Pants: UNK Shoe: UNK Hat: NONE  Trademark: BALD HEAD","2015-04-19 18:33:01.0000000","2015-04-19 18:33:01.0000000"
"288750-2016","2016","288750-2016-01",,,,"17","20","Black",,"Male","5'11''","170","Thin",,,,,,,,,,"Comments: UNK SUSP DEMANDED MONEY AT GUN POINT Shirt: BLUE HOODIE Pants: BLACK PANTS Hat: MASK","2016-12-04 07:24:54.0000000","2016-12-04 07:24:54.0000000"
"248217-2016","2016","248217-2016-01",,,,"20","25","Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,,"2016-10-17 22:05:05.0000000","2016-10-17 22:05:05.0000000"
"106406-2015","2015","106406-2015-01",,,,"23","24","Black","Non-Hispanic or Latino","Male","5'10''","182",,"Light",,,,,,"None",,,"Shirt: WHITE TEE SHIRT Jacket: NONE Pants: BLUE JEANS Hat: RED/WHITE/BLUE CAP","2015-05-12 03:51:50.0000000","2015-05-12 03:51:50.0000000"
"211274-2018","2018","211274-2018-02","FS-23990194-F195",,,"17","30","Black","Non-Hispanic or Latino","Male","6'60''","150","Medium",,"Unknown",,"Black",,,,,,"Clothing Description: GREEN CAMO JACKET, BLUE JEANS, TAN  WORK BOOTS","2018-09-23 23:09:26.0000000","2018-09-23 23:09:26.0000000"
"048981-2021","2021","048981-2021-02","MA-24110003-G9",,,"0","0","Unknown","Unknown","Male",,,,,,,,,,,,,,"2021-03-22 22:59:50.0000000","2021-03-30 12:24:01.0000000"
"029818-2017","2017","029818-2017-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","5'08''","180","Medium","Light",,,,,,,,,"Jacket: RED HOODIE Pants: SHORTS Hat: TEXAS RANGERS HAT Additional Clothing: RED HOODIE WITH SHORTS. WEARING A RED TEXAS RANGERS HAT","2017-02-10 04:19:04.0000000","2017-02-10 04:19:04.0000000"
"229653-2016","2016","229653-2016-01",,,,,,"Black",,"Male",,,,,,,"Black","Short",,,,,"Shirt: RED","2016-09-26 19:11:17.0000000","2016-09-26 19:11:17.0000000"
"237515-2015","2015","237515-2015-01",,,,"19","20","Hispanic or Latino","Hispanic or Latino","Male","5'57''","140","Thin","Medium","Unknown",,"Black","Short","Unknown","None",,,"Shirt: WHITE Jacket: N/A Pants: BLACK Hat: N/A Additional Clothing: SEE ABOVE","2015-10-13 00:27:52.0000000","2015-10-13 00:27:52.0000000"
"003047-2016","2016","003047-2016-01",,,,,,"Hispanic or Latino","Hispanic or Latino","Male",,,,,,,,,,,,,"Additional Clothing: LIGHT COLOR SHIRT AND RED BASKETBALL SHORTS","2016-01-04 19:15:09.0000000","2016-01-04 19:15:09.0000000"
"137581-2020","2020","137581-2020-01","F1-12990002-C4",,,"17","20","White","Hispanic or Latino","Male","5'07''",,,,,,,,,,,,"Clothing Description: RED SHIRT, BLUE JEANS AND BLACK SHOES","2020-08-06 03:46:39.0000000","2020-08-06 03:46:41.0000000"
"165395-2014","2014","165395-2014-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,"Thin",,,,"Black","Medium",,,,,"Shirt: TANK TOP Pants: SHORTS Shoe: SNEAKERS Additional Clothing: BASEBALL CAP, TANK TOP, SHORTS Trademark: SLIM BUILD","2014-07-10 09:40:28.0000000","2014-07-10 09:40:28.0000000"
"224274-2020","2020","224274-2020-01","MA-22990004-F1",,,"20","30","Black",,"Male",,,,,,,,,,,,,"Clothing Description: WHITE SHOES, BLACK PANTS, BLUE/BROWN JACKET, BLACK BEENIE, FACE MASK","2020-12-16 13:17:56.0000000","2020-12-16 13:18:08.0000000"
"048034-2022","2022","048034-2022-01","FS-24110003-G13",,,"0","0","Unknown","Unknown","Male",,,"Unknown","Unknown","Unknown",,,"Unknown","Unknown",,,,"Clothing Description: UNKNOWN","2022-03-19 11:03:24.0000000","2022-03-19 11:03:25.0000000"
"183989-2021","2021","183989-2021-01","MA-13990001-H1","UNK",,"30","40","Black","Unknown","Male","6'63''","250",,,,,,,,,,,"Clothing Description: BLK SHIRT, BLK PANTS","2021-10-11 09:15:26.0000000","2021-10-18 11:02:29.0000000"
"132174-2019","2019","132174-2019-02","FS-23990132-F42",,,"45","55","Black",,"Male","5'04''",,"Heavy",,,,"Black","Other",,,,,,"2019-07-06 03:32:36.0000000","2019-07-06 03:32:38.0000000"
"165246-2017","2017","165246-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male","5'59''","180","Medium","Dark",,,,,,,,,"Shirt: PURPLE Additional Clothing: PURPLE SHIRT AND SHORTS","2017-07-21 07:40:50.0000000","2017-07-21 07:40:50.0000000"
"062790-2021","2021","062790-2021-02","FS-24110003-G14",,,"0","0","White","Hispanic or Latino","Male","5'08''",,,,,,,,,,,,,"2021-04-12 10:29:09.0000000","2021-04-23 15:26:24.0000000"
"211354-2016","2016","211354-2016-01",,,,"20","25","Hispanic or Latino","Hispanic or Latino","Male","5'10''","170","Medium",,,,,,,,,,"Comments: TATTOOS ALL OVER BODY, NECK DOWN. Shirt: GRAY Pants: BLUE JEANS Additional Clothing: UNIVERSITY OF TEXAS BACKPACK","2016-09-02 13:16:04.0000000","2016-09-02 13:16:04.0000000"
"162066-2017","2017","162066-2017-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,,,,,,,,,,,,"2017-07-17 04:50:49.0000000","2017-07-17 04:50:49.0000000"
"145519-2021","2021","145519-2021-02","F1-12990002-C4",,,"0","0","Black","Non-Hispanic or Latino","Male","6'6''",,,,,,,,,,,,"Clothing Description: BLUE JEANS, WHITE SHIRT","2021-08-14 02:38:19.0000000","2021-11-09 15:09:17.0000000"
"115898-2015","2015","115898-2015-01",,,,,,"Black",,"Male","5'08''","150",,,,,,,,,,,"Shirt: RED Jacket: BLACK Pants: RED Additional Clothing: RED SHIRT WITH RED PANTS AND A BLACK  LEATHER JACKET","2015-05-23 05:43:07.0000000","2015-05-23 05:43:07.0000000"
"100196-2017","2017","100196-2017-01",,,,"45","50","Black","Non-Hispanic or Latino","Male","6'60''","170","Medium","Dark",,,,,,,,,"Additional Clothing: COWBOY JACKET AND BLACK PANTS AND COWBOY HAT","2017-05-10 00:35:15.0000000","2017-05-10 00:35:15.0000000"
"108515-2021","2021","108515-2021-01","F2-12990001-C2",,,"25","40","Black","Non-Hispanic or Latino","Male","5'10''",,,,,,,,,,,,"Clothing Description: RED SHIRT, UNKNOWN COLOR PANTS","2021-06-19 20:44:12.0000000","2021-06-19 20:44:13.0000000"
"219565-2020","2020","219565-2020-01","F1-12990002-C3",,,"20","23","Black","Non-Hispanic or Latino","Male","6'00''","150","Light","Medium","Brown","No","Black","Short","Other","None","Black",,"Clothing Description: BLACK HOODIE, BLACK SWEAT PANTS, UNK SHOES","2020-12-09 05:06:10.0000000","2021-01-09 16:15:11.0000000"
"061403-2019","2019","061403-2019-01","NA-99999999-Z25",,,"20","30","White","Hispanic or Latino","Male","5'56''","145","Small",,"Brown",,"Black",,,,,,,"2019-03-28 19:32:24.0000000","2019-03-28 19:32:26.0000000"
"239683-2016","2016","239683-2016-01",,,,"40","50","Black",,"Male","5'10''","220","Slight",,,,,,,"None",,,"Shirt: BLACK Pants: SHORTS Shoe: NONE Hat: WHITE","2016-10-06 01:45:32.0000000","2016-10-06 01:45:32.0000000"
"195146-2018","2018","195146-2018-01","MB-29990042-L99",,,"30","35","White","Hispanic or Latino","Male","5'08''","160","Slight","Medium","Unknown","No","Black","Short","Unknown","None","N/A",,"Clothing Description: BLACK SHIRT AND BLUE JEANS","2018-09-04 11:29:15.0000000","2018-09-04 11:29:20.0000000"
"264310-2016","2016","264310-2016-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","5'53''","200","Heavy",,,,"Black","Other",,"Goatee","Black",,"Shirt: BLACK HOODIE Pants: RED BASKETBALL SHORTS Additional Clothing: SAME AS ABOVE","2016-11-05 07:03:02.0000000","2016-11-05 07:03:02.0000000"
"272229-2018","2018","272229-2018-01","MB-29990042-L99",,,"30","40","White","Hispanic or Latino","Male","6'00''","160",,,,,"Black","Short",,"Mustache",,,,"2018-12-21 09:16:23.0000000","2018-12-21 09:16:24.0000000"
"021483-2015","2015","021483-2015-01",,,,"20","25","Black","Non-Hispanic or Latino","Male","6'60''","200","Medium",,,,,,,,,,"Additional Clothing: SHORTS, AND MAY HAVE BAILED OUT WITH NO SHOES, ONE WITH RED SHORTS, LEFT FLIP FLOPS IN CAR","2015-01-28 06:53:09.0000000","2015-01-28 06:53:09.0000000"
"192685-2019","2019","192685-2019-01","F1-12990002-C4",,,"17","99","Black",,"Male",,,,,,,,,,"Goatee",,,,"2019-09-22 11:04:17.0000000","2019-09-22 11:04:17.0000000"
"211191-2015","2015","211191-2015-01",,,,"20","30","Hispanic or Latino",,"Male","5'09''","200","Medium",,,,,,,"Beard",,,"Shirt: CAMO HOODIE Pants: BLK PANTS Hat: BB CAP","2015-09-11 05:26:20.0000000","2015-09-11 05:26:20.0000000"
"219563-2016","2016","219563-2016-04",,,,,,"Hispanic or Latino","Hispanic or Latino","Male","5'06''","120",,,,,,,,,,,"Additional Clothing: WHITE MUSCLE SHIRT JEANS","2016-09-12 11:19:52.0000000","2016-09-12 11:19:52.0000000"
"160936-2016","2016","160936-2016-01",,,,"25","30","Hispanic or Latino","Hispanic or Latino","Male",,,,"Medium",,,"N/A",,,,,,,"2016-07-04 00:36:17.0000000","2016-07-04 00:36:17.0000000"
"222909-2019","2019","222909-2019-01","MA-13990001-H1","KEVIN",,"17","99","White","Hispanic or Latino","Male","6'62''","200",,,,,"Black","Short","Other","None",,,"Clothing Description: DIRTY, GREY JACKET AND BLUE JEANS","2019-11-04 09:19:58.0000000","2019-11-04 09:20:00.0000000"
"189831-2015","2015","189831-2015-01",,,,,,"Black","Non-Hispanic or Latino","Male",,,"Thin",,,,,,,,,,"Comments: HOME INVASION Shirt: BLACK T-SHIRT Pants: DARK COLOR Additional Clothing: DARK COLOR PANTS","2015-08-16 09:26:43.0000000","2015-08-16 09:26:43.0000000"
"090117-2020","2020","090117-2020-01","MB-16020009-U460",,,"30","40","Black","Non-Hispanic or Latino","Male","5'59''","180","Medium","Dark",,,"Black",,,,,,"Clothing Description: BLACK T-SHIRT, BLUE JEANS, BLACK CAP","2020-05-21 14:07:59.0000000","2020-05-21 14:08:01.0000000"
