"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","address1","address2","city","state","zip","phonenumber","licenseeffectivedate","licenseexpirationdate","businesstypecode","businesstypecodedesc","specialtycode1","specialtycode1desc","specialtycode2","specialtycode2desc","ubi","primaryprincipalname","statuscode","contractorlicensestatus","contractorlicensesuspenddate"
"SEWER BOSS LLC","SEWERBL812PH","CC","CONSTRUCTION CONTRACTOR","1330 AVENUE D #20",,"SNOHOMISH","WA","98290","4257376362","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604301950","GUTIERREZ GALICIA, JESSICA GIS","E","EXPIRED","2020-09-17T00:00:00.000"
"CRUZ PAINTING LLC","CRUZPPL855K8","CC","CONSTRUCTION CONTRACTOR","10737 GARDNER RD",,"BURLINGTON","WA","98233","3604668951","2015-05-28T00:00:00.000","2023-10-06T00:00:00.000","L","Limited Liability Company","CB","PAINTING/WALLCOVERING",,,"603493035","CRUZ SALGADO, SERGIO ISMAEL","A","ACTIVE",
"C & M CONSTRUCTION","CMCON**085ML","CC","CONSTRUCTION CONTRACTOR","PO BOX 1432",,"DUVALL","WA","98019","2067794410","1992-07-13T00:00:00.000","2024-07-16T00:00:00.000","I","Individual","BI","CONCRETE",,,"601398611","ERWIN, MICHAEL SHANE","A","ACTIVE",
"ROCKY SHORES DESIGN/BUILD LLC","ROCKYSD786JK","CC","CONSTRUCTION CONTRACTOR","10677 ROCKY PEAK PLACE",,"GIG HARBOR","WA","98332","2533030188","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604887158","BUCKLEY, JOSEPH ROBERT","A","ACTIVE",
"Quality Water Northwest","QUALIWN840JN","CC","CONSTRUCTION CONTRACTOR","11711 E TRENT",,"SPOKANE VALLEY","WA","99206","5093271433","2016-04-15T00:00:00.000","2024-04-15T00:00:00.000","C","Corporation","01","GENERAL",,,"603570492","Ovnicek, Bret Richard","A","ACTIVE",
"GREG SENGER CONSTRUCTION INC","GREGSCI022LK","CC","CONSTRUCTION CONTRACTOR","1312 CANYON LAKE DR",,"KENNEWICK","WA","99337","5094600571","1998-06-12T00:00:00.000","2023-09-25T00:00:00.000","C","Corporation","01","GENERAL",,,"601857484","SENGER, GREGORY GENE","A","ACTIVE",
"CUTLER CONSTRUCTION LLC","CUTLECL947JR","CC","CONSTRUCTION CONTRACTOR","P O BOX 1006",,"OLALLA","WA","98359","2535144114","2006-04-19T00:00:00.000","2023-10-27T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602594066","CUTLER, ANTHONY TODD","A","ACTIVE",
"BRONSON PROPERTY MAINTEN INC","BRONSPM921BN","CC","CONSTRUCTION CONTRACTOR","289 Avery RD W",,"Winlock","WA","98596","3605609912","2008-01-15T00:00:00.000","2024-01-15T00:00:00.000","C","Corporation","01","GENERAL",,,"602387413","Robinson, Jeffrey Lynn","A","ACTIVE",
"SIGNS OF SEATTLE INC","SIGNSSI909OB","CC","CONSTRUCTION CONTRACTOR","6263 ELLIS AVE S",,"SEATTLE","WA","98108","2062927446","2010-09-01T00:00:00.000","2024-09-01T00:00:00.000","C","Corporation","SX","Signs",,,"602532529","DESROCHERS, DAVID M","A","ACTIVE",
"TORRES LAWN SERVICE","TORRELS821NZ","CC","CONSTRUCTION CONTRACTOR","3535 LIPPMAN RD",,"HOOD RIVER","OR","97031","5413801840","2018-08-09T00:00:00.000","2024-08-09T00:00:00.000","L","Limited Liability Company","BW","LANDSCAPING",,,"604308389","TORRES MURILLO, JUVENTINO","A","ACTIVE",
"T P C SERVICES","TPCSEPC805BG","CC","CONSTRUCTION CONTRACTOR","1122 E PIKE STREET","#516","SEATTLE","WA","98122","2067471543","2020-01-07T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604500143","SOUZA, ROBERT MICHAEL","A","ACTIVE",
"CRAIG'S CARPET & GENERAL SERV","CRAIGCG863OQ","CC","CONSTRUCTION CONTRACTOR","6206 188th st Ne","Space A","ARLINGTON","WA","98223","4259234031","2014-09-18T00:00:00.000","2023-09-13T00:00:00.000","I","Individual","01","GENERAL",,,"601370464","FOX, CRAIG HARLEY","S","SUSPENDED","2021-10-08T00:00:00.000"
"STEVENS CONSTRUCTION","STEVEC*022OP","CC","CONSTRUCTION CONTRACTOR","830 EUFAULA HEIGHT RD",,"LONGVIEW","WA","98632","3605770182","1998-09-17T00:00:00.000","2023-09-11T00:00:00.000","I","Individual","01","GENERAL",,,"601737769","WISURI, STEVE E","A","ACTIVE",
"SALENA D'S CONSTRUCTION LLC","SALENDC813PH","CC","CONSTRUCTION CONTRACTOR","2136 MLK WAY",,"TACOMA","WA","98405","2533279072","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604485574","DANIELS, SALENA MARIE","E","EXPIRED","2020-04-16T00:00:00.000"
"ONE CALL HOME REPAIR LLC","ONECACH823BK","CC","CONSTRUCTION CONTRACTOR","1912 EVERETT AVE # 120",,"EVERETT","WA","98201","4255510353","2018-01-12T00:00:00.000","2024-01-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604157532","ALONSO, LUCAS JOHN","A","ACTIVE",
"FANTASIA ELECTRIC LLC","FANTAEL790R1","EC","ELECTRICAL CONTRACTOR","PO BOX 494",,"CHEWELAH","WA","99109","5096751375","2021-12-29T00:00:00.000","2023-12-29T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604831388","Fantasia, Dean","A","ACTIVE",
"INNOVATIVE PLUMBING CONCEPTS","INNOVPC852PH","CC","CONSTRUCTION CONTRACTOR","1612 81st Ave NE",,"LAKE STEVENS","WA","98258","4259316689","2015-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","AD","PLUMBING",,,"602696858","SPEAKES, DARREN HEATH","E","EXPIRED",
"SJB Flooring","SJBFLF*808PT","CC","CONSTRUCTION CONTRACTOR","4239 IMPERIAL DR",,"WEST LINN","OR","97068","2534868991","2020-10-30T00:00:00.000","2022-10-30T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"601548847","BAKER, SCOTT BARNETT JOHN","S","SUSPENDED","2021-10-08T00:00:00.000"
"MOODY CONSTRUCTION","MOODYC*843O2","CC","CONSTRUCTION CONTRACTOR","1729 ALDER AVE",,"LEWISTON","ID","83501","2087919398","2016-09-22T00:00:00.000","2022-09-22T00:00:00.000","I","Individual","01","GENERAL",,,"603003091","Moody, Jack Floyd","A","ACTIVE",
"HIS BUILDERS LLC","HISBUBL824CZ","CC","CONSTRUCTION CONTRACTOR","PO BOX 967",,"BORING","OR","97009","5036635000","2018-02-09T00:00:00.000","2024-02-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604180945","BURKHOLDER, OWEN PARKER","A","ACTIVE",
"RIVERFRONT THEATER LLC","RIVERTL806BG","CC","CONSTRUCTION CONTRACTOR","11624 SE 5TH ST SUITE 210",,"BELLEVUE","WA","98005","4255592300","2020-01-07T00:00:00.000","2024-01-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604476465","GOW, JEFFERY D","A","ACTIVE",
"Escobar Flooring","ESCOBF*857BK","CC","CONSTRUCTION CONTRACTOR","725 37th St SE","Trlr 21","AUBURN","WA","98002","2532614521","2015-01-12T00:00:00.000","2023-01-14T00:00:00.000","I","Individual","SK","Floor Covering and Counter Tops",,,"603466486","Escobar Elias, Alfredo","A","ACTIVE",
"GORDAN ROOFING","GORDAR*782BJ","CC","CONSTRUCTION CONTRACTOR","173 126TH ST E",,"TACOMA","WA","98445","2532872044","2022-01-06T00:00:00.000","2024-01-06T00:00:00.000","I","Individual","CD","ROOFING",,,"604851314","SIESS, KELLY LYNN","A","ACTIVE",
"ENERGY MAT ALLIANCE LLC","ENERGMA813PJ","CC","CONSTRUCTION CONTRACTOR","32945 FOLSOM RD",,"FARMINGTON","MI","48336","3136464093","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","SI","Excavation, Grading and Land Clearing",,,"604351272","MYERS, CHAD ROMAN","E","EXPIRED","2020-07-01T00:00:00.000"
"NJKR CONSTRUCTION LLC","NJKRCCL791BJ","CC","CONSTRUCTION CONTRACTOR","19019 INTERNATIONAL BLVD","PMB151","SEATAC","WA","98188","2532491878","2021-04-20T00:00:00.000","2023-04-20T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604658492","CHAPAS NAVARRO, NEPTALI","A","ACTIVE",
"Elemental Ironworks","ELEMEI*870PZ","CC","CONSTRUCTION CONTRACTOR","10720 State Route 507",,"RAINIER","WA","98576","3608704377","2013-10-09T00:00:00.000","2023-10-09T00:00:00.000","I","Individual","01","GENERAL",,,"602170400","Patterson, Loren Grey","A","ACTIVE",
"ALL FIXED LLC","ALLFIFL807CL","CC","CONSTRUCTION CONTRACTOR","3408 I ST NE #L302",,"AUBURN","WA","98002","2536323402","2020-02-13T00:00:00.000","2024-02-13T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604583426","BROCKMAN, SEAN BARRIE","A","ACTIVE",
"ZEN SURFACING","ZENSUS*813PH","CC","CONSTRUCTION CONTRACTOR","12301 SE 216th STREET",,"KENT","WA","98031","2063049421","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604120613","TELLER, SPENCER LEE","E","EXPIRED","2021-10-02T00:00:00.000"
"IGNITE FLOORING & PAINTING","IGNITFP834PF","CC","CONSTRUCTION CONTRACTOR","13231 12th pl w",,"EVERETT","WA","98204","2534683949","2017-10-06T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"603610971","LARREINAGA, MOISES ANGEL","E","EXPIRED",
"J D SIDING COMPANY LLC","JDSIDDS948QL","CC","CONSTRUCTION CONTRACTOR","19305 SE 400th St",,"ENUMCLAW","WA","98022","4257666749","2006-11-13T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","SW","Siding",,,"602663554","JESUS DE DIOS, JOSE","E","EXPIRED",
"SPLASHTACULAR LLC","SPLAS**814CG","CC","CONSTRUCTION CONTRACTOR","401 N East St",,"PAOLA","KS","66071","8008445334","2019-02-26T00:00:00.000","2023-02-26T00:00:00.000","L","Limited Liability Company","RB","Swimming Pools, Spas and Hot Tubs",,,"603417966","REINHARDT, RANDALL R","A","ACTIVE",
"RS TILE & STONE LLC","RSTILTS873PS","CC","CONSTRUCTION CONTRACTOR","38087 BRAACK LANE",,"CONCRETE","WA","98237","3607704691","2013-10-10T00:00:00.000","2024-01-15T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603333711","REYNOLDS, RYAN BRANDAN","A","ACTIVE",
"CALLI DENNEY CONSTRUCTION LLC","CALLIDC790N3","CC","CONSTRUCTION CONTRACTOR","PO BOX 116",,"CARBONADO","WA","98323","2533773012","2021-09-09T00:00:00.000","2023-09-09T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604638598","MURPHY, CALLI RENEE","A","ACTIVE",
"ASPIRE COMMUNICATIONS LLC","ASPIRCL808P1","CC","CONSTRUCTION CONTRACTOR","1567 MEETING PL",,"ORLANDO","FL","32814","8139287312","2020-12-09T00:00:00.000","2022-12-09T00:00:00.000","L","Limited Liability Company","RG","Utilities and Telecommunications",,,"604602673","WEATHERFORD, STEPHEN","S","SUSPENDED","2021-10-08T00:00:00.000"
"CAUGHLAN'S COMM FLR CVRNG INC","CAUGHCF061J7","CC","CONSTRUCTION CONTRACTOR","5319 SW WESTGATE DR STE 215",,"PORTLAND","OR","972212433","5032235539","1994-04-27T00:00:00.000","2024-08-20T00:00:00.000","C","Corporation","01","GENERAL",,,"601530667","BURGER, TERENCE J","A","ACTIVE",
"BOE DEAN COMPANY","BOEDEDC792PF","CC","CONSTRUCTION CONTRACTOR","172 KNOTT RD",,"NEWPORT","WA","99156","5092181768","2021-10-06T00:00:00.000","2023-10-06T00:00:00.000","I","Individual","01","GENERAL",,,"604467439","HOOLEY, BOE DEAN","A","ACTIVE",
"JOY INC","JOYINI*830PS","CC","CONSTRUCTION CONTRACTOR","PO Box 235",,"Burley","WA","98322","3603136866","2017-10-10T00:00:00.000","2023-10-12T00:00:00.000","C","Corporation","01","GENERAL",,,"602811909","PETERSON, KERIEN LYNN","A","ACTIVE",
"A & E QUALITY PAINTING","EQUALEQ852K1","CC","CONSTRUCTION CONTRACTOR","1017 1/2 MONITOR ST",,"WENATCHEE","WA","98801","5094700844","2015-05-21T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","CB","PAINTING/WALLCOVERING",,,"603508174","LARA, ADRIAN","E","EXPIRED","2020-12-29T00:00:00.000"
"ELK RIDGE PLUMBING LLC","ELKRIRP797MG","PC","PLUMBING CONTRACTOR","1730 BELMONT BLVD",,"WEST RICHLAND","WA","99353","5098340738","2021-07-26T00:00:00.000","2023-07-26T00:00:00.000","L","Limited Liability Company","02","RESIDENTIAL",,,"603097542","KEEHR, STEPHEN M","A","ACTIVE",
"CADENCE HANDYMAN CO LLC","CADENHC815PH","CC","CONSTRUCTION CONTRACTOR","2572 GILMAN DR W #513",,"SEATTLE","WA","98119","3608502380","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","HM","HANDYMAN",,,"604498007","BAUER, RICHARD HENRY LEE","E","EXPIRED","2020-09-05T00:00:00.000"
"PSR MECHANICAL LLC","PSRMEML809C6","CC","CONSTRUCTION CONTRACTOR","PO BOX 27073",,"SEATTLE","WA","98165","2063672500","2020-03-03T00:00:00.000","2024-03-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"602811195","BAVINS, NEIL JONATHAN","A","ACTIVE",
"FINEST GROUNDSKEEPER","FINESG*792JR","CC","CONSTRUCTION CONTRACTOR","6107 WASHOUGAL LN",,"PASCO","WA","99301","5098517700","2021-04-19T00:00:00.000","2023-04-19T00:00:00.000","P","Partnership","01","GENERAL",,,"604252882","FLORES, MIGUEL ANGEL","S","SUSPENDED","2021-10-08T00:00:00.000"
"Mountain Cuban LLC","MOUNTCL816PH","CC","CONSTRUCTION CONTRACTOR","PO BOX 17",,"THORP","WA","98946","5099291954","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","SI","Excavation, Grading and Land Clearing",,,"604509950","Rivera, Roberto Luis","E","EXPIRED",
"E & H ENTERPRISE LLC","EHENTHE851RD","CC","CONSTRUCTION CONTRACTOR","3727 N LYONS RD",,"SPOKANE","WA","99224","5094966150","2015-12-04T00:00:00.000","2023-12-04T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603278327","REILLY, JEREMIAH JAMES","A","ACTIVE",
"GREENLIFE VG CONST DEV CORP","GREENVC781BJ","CC","CONSTRUCTION CONTRACTOR","7711 NE 175TH ST UNIT C304",,"KENMORE","WA","98028","6266606819","2022-01-11T00:00:00.000","2024-01-11T00:00:00.000","C","Corporation","01","GENERAL",,,"604839241","YUAN, HAO","A","ACTIVE",
"BLACK BEAR OUTPOST","BLACKBO878KH","CC","CONSTRUCTION CONTRACTOR","PO BOX 793",,"SPANAWAY","WA","98387","2535370306","2013-05-08T00:00:00.000","2023-05-08T00:00:00.000","I","Individual","RC","Tanks and Tank Removal",,,"602441104","HALL, RICHARD ALAN","S","SUSPENDED","2021-10-08T00:00:00.000"
"UNITED PAINTING LLC","UNITEPL877CE","CC","CONSTRUCTION CONTRACTOR","791 Lynch Lane",,"YAKIMA","WA","98903","5096545667","2013-03-25T00:00:00.000","2023-04-20T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603250848","WILKINSON, LANDON BLAKE","A","ACTIVE",
"WEATHER PRO","WEATHP*853KH","CC","CONSTRUCTION CONTRACTOR","14817 S Prairie Carbon RIver R",,"ORTING","WA","98360","2539615555","2015-05-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"603503176","PHIPPS, DEBBIE LYNNE","E","EXPIRED","2021-09-02T00:00:00.000"
"CONTOUR DESIGN BUILD LLC","CONTODB785JK","CC","CONSTRUCTION CONTRACTOR","PO BOX 1310",,"LANGLEY","WA","98260","5416049007","2022-04-12T00:00:00.000","2024-04-12T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604863780","DUCKOWITZ, JASON","A","ACTIVE",
"HOME SEW BEAUTIFUL","HOMESSB832Q8","CC","CONSTRUCTION CONTRACTOR","411 East Front Street",,"LYNDEN","WA","98264","3603548048","2017-11-28T00:00:00.000","2024-01-22T00:00:00.000","C","Corporation","RH","Window Coverings",,,"602969986","Bereal, Catherine Renee","A","ACTIVE",
"MISSIONS RESOURCE GROUP LLC","MISSIRG823BC","CC","CONSTRUCTION CONTRACTOR","4004 NE 4TH ST STE 107-278",,"RENTON","WA","98056","2068599615","2018-01-03T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604090020","WONG, LANCE MING KWONG","A","ACTIVE",
"FORCE BUILDERS LLC","FORCEBL798Q2","CC","CONSTRUCTION CONTRACTOR","PO BOX 1423",,"SEQUIM","WA","98382","0","2021-12-03T00:00:00.000","2023-12-03T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604799129","GRICE, JEREMIAH J","A","ACTIVE",
"PIERCE CONSTRUCTION","PIERCC*955JO","CC","CONSTRUCTION CONTRACTOR","8511 ROBERTS DR",,"PASCO","WA","99301","5095219349","2005-04-20T00:00:00.000","2024-04-12T00:00:00.000","I","Individual","01","GENERAL",,,"602495185","PIERCE, CASEY L","A","ACTIVE",
"DELAP ENTERPRISES INC","DELAPEI956P5","CC","CONSTRUCTION CONTRACTOR","18321 6TH AVE NW",,"SHORELINE","WA","98177","2065463967","2005-10-25T00:00:00.000","2022-10-11T00:00:00.000","C","Corporation","01","GENERAL",,,"602462702","DELAP, ARDEN FLOYD","S","SUSPENDED","2021-10-08T00:00:00.000"
"Alex's L G Drywall LLC","ALEXSLD877PS","CC","CONSTRUCTION CONTRACTOR","35639 8th Ave SW",,"FEDERAL WAY","WA","98023","2536536082","2013-10-10T00:00:00.000","2024-02-07T00:00:00.000","L","Limited Liability Company","BK","DRY WALL",,,"603327337","Garcia, Liandro","A","ACTIVE",
"COLVIN, DANIEL J","COLVIDJ917DU","CC","CONSTRUCTION CONTRACTOR","1011 22ND ST",,"PORT TOWNSEND","WA","98368","3603853202","2009-03-31T00:00:00.000","2023-03-23T00:00:00.000","I","Individual","HM","HANDYMAN",,,"602832282","COLVIN, DANIEL James","S","SUSPENDED","2021-10-08T00:00:00.000"
"STROUD'SHEATING&COOLING LLC","STROUL*794R8","CC","CONSTRUCTION CONTRACTOR","PO BOX 8",,"MCKENNA","WA","98558","2533358803","2022-01-11T00:00:00.000","2024-01-11T00:00:00.000","L","Limited Liability Company","SM","Heating/Vent/Air-Conditioning and Refrig (HVAC/R)",,,"604821895","STROUD, DUSTIN TROY","A","ACTIVE",
"BLEYHL FARM SERVICE INC","BLEYHFS066BG","CC","CONSTRUCTION CONTRACTOR","940 E WINE COUNTRY RD","SUITE A","GRANDVIEW","WA","98930","5098822248","1994-01-07T00:00:00.000","2023-09-28T00:00:00.000","C","Corporation","01","GENERAL",,,"601164158","GOLLADAY, DONALD","A","ACTIVE",
"CASPIAN HOME REPAIR LLC","CASPIHR810PG","CC","CONSTRUCTION CONTRACTOR","15313 107TH PL NE",,"BOTHELL","WA","98011","7574034784","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604325996","CARTER, DALE CORBETT","E","EXPIRED",
"PIPPING CONCRETE INC","PIPPICI815O5","CC","CONSTRUCTION CONTRACTOR","N 6106 COUNTY RD C",,"ROSENDALE","WI","549749717","9208722520","2019-09-09T00:00:00.000","2023-09-09T00:00:00.000","C","Corporation","01","GENERAL",,,"603181749","PIPPING, DENNS EDWIN","A","ACTIVE",
"3J CONSTRUCTION LLC","3JCONCL793KR","CC","CONSTRUCTION CONTRACTOR","1463 NW BUCKLIN HILL RD",,"BREMERTON","WA","98311","3609708888","2021-05-20T00:00:00.000","2023-05-20T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604697964","CASTILLO, ALEX TORRES","S","SUSPENDED","2021-10-08T00:00:00.000"
"BEYOND 2000 INC","BEYON2I012DC","CC","CONSTRUCTION CONTRACTOR","6748 FIR TREE RD SE  TRLR 9",,"OLYMPIA","WA","98513","3604791637","1999-03-03T00:00:00.000","2024-02-15T00:00:00.000","C","Corporation","SR","Manufactured/Mobile Home Set-up",,,"601926239","McGinnis, MURRAY DEAN","A","ACTIVE",
"RIVERFRONT PHASE 4 LLC","RIVERP4803BG","CC","CONSTRUCTION CONTRACTOR","11624 SE 5TH ST","SUITE 210","BELLEVUE","WA","98005","4255592300","2020-01-07T00:00:00.000","2024-01-07T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604483293","GOW, JEFFERY D","A","ACTIVE",
"QUALITY FLOORING-N-MORE","QUALIF*835C8","CC","CONSTRUCTION CONTRACTOR","17722 E Broadway Ave",,"Greenacres","WA","99016","2063635667","2017-02-28T00:00:00.000","2023-10-08T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604072994","FOMENKO, ALEKSANDR Y","A","ACTIVE",
"MP CONSTRUCTION INC","MPCONCI941BC","CC","CONSTRUCTION CONTRACTOR","6190 W Van Giesen St",,"WEST RICHLAND","WA","99353","5099678191","2006-01-03T00:00:00.000","2024-01-15T00:00:00.000","C","Corporation","01","GENERAL",,,"602555721","PHILLIPS, MARK J","A","ACTIVE",
"UNITED BUILDERS","UNITEB*807B9","CC","CONSTRUCTION CONTRACTOR","15302 50TH AVE E",,"TACOMA","WA","98446","2533530299","2020-01-29T00:00:00.000","2024-01-29T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604562217","ALAVEZ HURTADO, FIDELIA","A","ACTIVE",
"ARTISTIC HSPTLY/RSRTS CNST INC","ARTISHC798NS","CC","CONSTRUCTION CONTRACTOR","6790 NEW TAMPA HWY STE 209",,"LAKELAND","FL","33815","8632979661","2021-07-16T00:00:00.000","2023-07-16T00:00:00.000","C","Corporation","01","GENERAL",,,"604761236","WELLING, JASON SCOTT","A","ACTIVE",
"CRYSTAL CLEAN ROOF CARE LLC","CRYSTCR826CO","CC","CONSTRUCTION CONTRACTOR","924 SW LONDON TER",,"OAK HARBOR","WA","98277","3609207397","2018-02-20T00:00:00.000","2024-02-20T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604222378","BAKER, ROBERT JEFFRY","A","ACTIVE",
"GARCIA LANDSCAPE & DSNGNG LLC","GARCILD820JE","CC","CONSTRUCTION CONTRACTOR","22385 SUNRIDGE WAY NE",,"POULSBO","WA","98370","3604715088","2018-04-05T00:00:00.000","2022-11-02T00:00:00.000","L","Limited Liability Company","BW","LANDSCAPING",,,"604263623","GARCIA, FRANCISCO JAVIER","S","SUSPENDED","2021-10-08T00:00:00.000"
"ADVANCED EXCAVATION INC","ADVANEI965NL","CC","CONSTRUCTION CONTRACTOR","PO BOX 1278",,"MOSES LAKE","WA","98837","5097629421","2004-08-13T00:00:00.000","2024-08-18T00:00:00.000","C","Corporation","01","GENERAL",,,"602419379","CARLILE, JENNIFER M","A","ACTIVE",
"BLUE LINE LAND WORKS LLC","BLUELLL829PC","CC","CONSTRUCTION CONTRACTOR","PO BOX 448",,"WOODLAND","WA","98674","3609917435","2018-10-03T00:00:00.000","2022-11-25T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604324912","MURRAY, CRAIG RYAN","A","ACTIVE",
"HALTON COMPANY","HALTOC*863PS","CC","CONSTRUCTION CONTRACTOR","103 Industrial Dr.",,"SCOTTSVILLE","KY","42164","2702396380","2014-10-07T00:00:00.000","2022-11-16T00:00:00.000","C","Corporation","01","GENERAL",,,"603429260","BAGWELL, RICK A","A","ACTIVE",
"ROOKARD CUSTOM POOLS LLC","ROOKACP935KJ","CC","CONSTRUCTION CONTRACTOR","186 Shypoke Place",,"ENTIAT","WA","98822","5096793840","2007-05-11T00:00:00.000","2024-07-13T00:00:00.000","L","Limited Liability Company","RB","Swimming Pools, Spas and Hot Tubs",,,"602379138","ROOKARD, DANIEL WILLIAM","A","ACTIVE",
"V&C CONSTRUCTION","VCCONC*797DQ","CC","CONSTRUCTION CONTRACTOR","4541 ROBINSON RD NE",,"MOSES LAKE","WA","98837","5093503706","2021-03-18T00:00:00.000","2023-03-18T00:00:00.000","P","Partnership","01","GENERAL",,,"604652472","Cervantes, Johnny Fabien Meza","S","SUSPENDED","2021-10-08T00:00:00.000"
"HORIZON RETAIL CONST INC","HORIZRC072N5","CC","CONSTRUCTION CONTRACTOR","9999 E. EXPLORATION CT",,"STURTEVANT","WI","53177","2626386000","1993-08-25T00:00:00.000","2023-04-15T00:00:00.000","C","Corporation","01","GENERAL",,,"601483044","HENDERSEN, JON ERIC","A","ACTIVE",
"WASHINGTON PAINTER INC, A","WASHI**980OJ","CC","CONSTRUCTION CONTRACTOR","13023 NE HWY 99","#34","VANCOUVER","WA","98686","5038492947","2002-09-11T00:00:00.000","2023-01-07T00:00:00.000","C","Corporation","01","GENERAL",,,"602222961","BUCHANAN, JOHN VICTOR","S","SUSPENDED","2021-10-08T00:00:00.000"
"BRULAND DRILLING LLC","BRULADL795BJ","CC","CONSTRUCTION CONTRACTOR","9602 DOUBLE DITCH RD",,"LYNDEN","WA","98264","3608157129","2021-01-11T00:00:00.000","2023-01-11T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604684069","DEKOSTER, DEREK ALLEN","A","ACTIVE",
"MY HERO THE HANDYMAN LLC","MYHERHH833KS","CC","CONSTRUCTION CONTRACTOR","15313 243RD AV E",,"BUCKLEY","WA","98321","3609321142","2017-05-10T00:00:00.000","2023-05-21T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"603280342","STRAIN, STEVEN MICHAEL","A","ACTIVE",
"BRAVO'S DRYWALL AND PAINTING","BRAVODP818PH","CC","CONSTRUCTION CONTRACTOR","6611 20TH ST E APT#3",,"FIFE","WA","98424","2532875212","2019-10-08T00:00:00.000","2021-10-08T00:00:00.000","I","Individual","01","GENERAL",,,"604499948","BRAVO, EDSON","E","EXPIRED","2020-07-09T00:00:00.000"
"Santini Construction Com LLC","SANTICC815OW","CC","CONSTRUCTION CONTRACTOR","790 Lancaster Rd",,"SELAH","WA","98942","5098339569","2019-09-16T00:00:00.000","2023-09-16T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604504026","Blanco, Santana","A","ACTIVE",
"ALLWORTH CONSTRUCTION LLC","ALLWOCL826KJ","CC","CONSTRUCTION CONTRACTOR","PO BOX 683",,"TUALATIN","OR","97062","6507396777","2018-05-11T00:00:00.000","2024-07-14T00:00:00.000","L","Limited Liability Company","01","GENERAL",,,"604194236","ALLWORTH, JEFFREY ALLEN","A","ACTIVE",
"AMERICAN LEAK DETECTION","AMERILD814LL","CC","CONSTRUCTION CONTRACTOR","PO BOX 2050",,"HAYDEN","ID","83835","5095365166","2019-06-13T00:00:00.000","2023-06-13T00:00:00.000","C","Corporation","01","GENERAL",,,"603463129","Cassidy, Margaret Mary","A","ACTIVE",
"CRUCIBLE WALL SYSTEMS INC","CRUCIWS828MK","CC","CONSTRUCTION CONTRACTOR","23210 57TH AVE W","UNIT 585","MOUNTLAKE TERRACE","WA","98043","2069200009","2018-07-12T00:00:00.000","2024-07-20T00:00:00.000","C","Corporation","01","GENERAL",,,"604303617","CARLSON, LINDSAY SOMER","A","ACTIVE",
